TimeSlice	Time	Body_2 Y	Body_2 Z	Body_2 X
0	0	0	-0.2	0
1	0.001	-8.5707e-06	-0.2	2.35816e-07
2	0.002	-2.48452e-05	-0.199999	1.01983e-06
3	0.003	-4.81637e-05	-0.199997	2.67148e-06
4	0.004	-7.7994e-05	-0.199995	5.48933e-06
5	0.005	-0.000113892	-0.199991	9.74161e-06
6	0.006	-0.000155481	-0.199985	1.56652e-05
7	0.007	-0.00020244	-0.199978	2.34677e-05
8	0.008	-0.000254494	-0.199969	3.33308e-05
9	0.009	-0.00031141	-0.199958	4.54139e-05
10	0.01	-0.000372993	-0.199946	5.98572e-05
11	0.011	-0.000439077	-0.199931	7.67846e-05
12	0.012	-0.000509528	-0.199914	9.6306e-05
13	0.013	-0.000584236	-0.199894	0.00011852
14	0.014	-0.00066311	-0.199873	0.000143514
15	0.015	-0.000746081	-0.19985	0.000171368
16	0.016	-0.000833095	-0.199824	0.000202153
17	0.017	-0.000924109	-0.199796	0.000235935
18	0.018	-0.00101909	-0.199766	0.000272774
19	0.019	-0.00111803	-0.199733	0.000312723
20	0.02	-0.00122089	-0.199699	0.000355833
21	0.021	-0.00132769	-0.199662	0.00040215
22	0.022	-0.0014384	-0.199623	0.000451715
23	0.023	-0.00155303	-0.199582	0.000504568
24	0.024	-0.00167158	-0.199538	0.000560744
25	0.025	-0.00179404	-0.199493	0.000620277
26	0.026	-0.00192042	-0.199445	0.000683198
27	0.027	-0.00205071	-0.199396	0.000749535
28	0.028	-0.00218492	-0.199344	0.000819315
29	0.029	-0.00232304	-0.19929	0.000892564
30	0.03	-0.00246506	-0.199235	0.000969305
31	0.031	-0.00261097	-0.199177	0.00104956
32	0.032	-0.00276078	-0.199117	0.00113335
33	0.033	-0.00291446	-0.199055	0.0012207
34	0.034	-0.003072	-0.198991	0.00131163
35	0.035	-0.00323339	-0.198926	0.00140616
36	0.036	-0.00339861	-0.198858	0.00150431
37	0.037	-0.00356763	-0.198789	0.0016061
38	0.038	-0.00374043	-0.198717	0.00171154
39	0.039	-0.00391699	-0.198644	0.00182066
40	0.04	-0.00409728	-0.198569	0.00193349
41	0.041	-0.00428127	-0.198491	0.00205004
42	0.042	-0.00446893	-0.198413	0.00217033
43	0.043	-0.00466023	-0.198332	0.00229439
44	0.044	-0.00485512	-0.198249	0.00242224
45	0.045	-0.00505359	-0.198165	0.00255391
46	0.046	-0.00525557	-0.198079	0.00268942
47	0.047	-0.00546104	-0.197991	0.00282879
48	0.048	-0.00566996	-0.197901	0.00297207
49	0.049	-0.00588227	-0.197809	0.00311927
50	0.05	-0.00609793	-0.197716	0.00327042
51	0.051	-0.00631691	-0.197621	0.00342556
52	0.052	-0.00653914	-0.197524	0.00358472
53	0.053	-0.00676457	-0.197426	0.00374792
54	0.054	-0.00699317	-0.197326	0.00391521
55	0.055	-0.00722486	-0.197224	0.00408662
56	0.056	-0.0074596	-0.19712	0.00426218
57	0.057	-0.00769733	-0.197015	0.00444193
58	0.058	-0.00793799	-0.196908	0.00462591
59	0.059	-0.00818153	-0.1968	0.00481415
60	0.06	-0.00842787	-0.19669	0.00500669
61	0.061	-0.00867695	-0.196578	0.00520358
62	0.062	-0.00892872	-0.196465	0.00540485
63	0.063	-0.0091831	-0.19635	0.00561054
64	0.064	-0.00944003	-0.196233	0.00582069
65	0.065	-0.00969943	-0.196116	0.00603534
66	0.066	-0.00996124	-0.195996	0.00625454
67	0.067	-0.0102254	-0.195875	0.00647832
68	0.068	-0.0104918	-0.195753	0.00670672
69	0.069	-0.0107603	-0.195629	0.00693979
70	0.07	-0.011031	-0.195504	0.00717756
71	0.071	-0.0113037	-0.195377	0.00742008
72	0.072	-0.0115783	-0.19525	0.00766739
73	0.073	-0.0118548	-0.19512	0.00791953
74	0.074	-0.0121331	-0.19499	0.00817653
75	0.075	-0.012413	-0.194858	0.00843844
76	0.076	-0.0126946	-0.194725	0.00870529
77	0.077	-0.0129777	-0.19459	0.00897712
78	0.078	-0.0132621	-0.194455	0.00925397
79	0.079	-0.013548	-0.194318	0.00953588
80	0.08	-0.013835	-0.19418	0.00982287
81	0.081	-0.0141232	-0.194041	0.010115
82	0.082	-0.0144125	-0.193901	0.0104123
83	0.083	-0.0147027	-0.19376	0.0107147
84	0.084	-0.0149937	-0.193618	0.0110224
85	0.085	-0.0152856	-0.193475	0.0113353
86	0.086	-0.015578	-0.193331	0.0116536
87	0.087	-0.0158711	-0.193187	0.0119771
88	0.088	-0.0161645	-0.193041	0.0123059
89	0.089	-0.0164584	-0.192895	0.0126401
90	0.09	-0.0167524	-0.192747	0.0129797
91	0.091	-0.0170467	-0.192599	0.0133247
92	0.092	-0.0173409	-0.19245	0.013675
93	0.093	-0.0176351	-0.192301	0.0140309
94	0.094	-0.0179291	-0.192151	0.0143921
95	0.095	-0.0182228	-0.192	0.0147589
96	0.096	-0.0185161	-0.191849	0.015131
97	0.097	-0.0188089	-0.191697	0.0155087
98	0.098	-0.0191011	-0.191545	0.0158919
99	0.099	-0.0193925	-0.191393	0.0162806
100	0.1	-0.0196831	-0.19124	0.0166747
101	0.101	-0.0199728	-0.191086	0.0170744
102	0.102	-0.0202614	-0.190933	0.0174795
103	0.103	-0.0205488	-0.190779	0.0178902
104	0.104	-0.0208349	-0.190625	0.0183063
