TimeSlice	Time	Body_2 Y	Body_2 Z	Body_2 X
0	0	0	-0.2	0
1	0.001	-8.52331e-06	-0.2	1.98557e-07
2	0.002	-2.46045e-05	-0.199999	8.30865e-07
3	0.003	-4.74409e-05	-0.199998	2.10503e-06
4	0.004	-7.63208e-05	-0.199995	4.18028e-06
5	0.005	-0.00011059	-0.199992	7.1625e-06
6	0.006	-0.000149637	-0.199987	1.11072e-05
7	0.007	-0.000192883	-0.19998	1.60247e-05
8	0.008	-0.00023978	-0.199973	2.18866e-05
9	0.009	-0.000289807	-0.199963	2.86314e-05
10	0.01	-0.000342472	-0.199953	3.61704e-05
11	0.011	-0.000397304	-0.19994	4.43928e-05
12	0.012	-0.00045386	-0.199926	5.31705e-05
13	0.013	-0.000511721	-0.199911	6.23623e-05
14	0.014	-0.000570491	-0.199895	7.18177e-05
15	0.015	-0.000629802	-0.199877	8.13799e-05
16	0.016	-0.000689305	-0.199858	9.08892e-05
17	0.017	-0.000748678	-0.199837	0.000100186
18	0.018	-0.000807623	-0.199816	0.000109111
19	0.019	-0.000865865	-0.199794	0.00011751
20	0.02	-0.000923152	-0.19977	0.000125234
21	0.021	-0.000979256	-0.199746	0.000132141
22	0.022	-0.00103397	-0.199721	0.000138096
23	0.023	-0.00108712	-0.199695	0.000142973
24	0.024	-0.00113853	-0.199669	0.000146657
25	0.025	-0.00118806	-0.199642	0.000149043
26	0.026	-0.00123561	-0.199614	0.000150034
27	0.027	-0.00128107	-0.199586	0.000149548
28	0.028	-0.00132436	-0.199558	0.00014751
29	0.029	-0.00136542	-0.199529	0.000143858
30	0.03	-0.00140421	-0.1995	0.000138542
31	0.031	-0.0014407	-0.19947	0.00013152
32	0.032	-0.00147488	-0.19944	0.000122762
33	0.033	-0.00150676	-0.19941	0.000112247
34	0.034	-0.00153635	-0.199379	9.99644e-05
35	0.035	-0.0015637	-0.199349	8.59122e-05
36	0.036	-0.00158883	-0.199318	7.00968e-05
37	0.037	-0.00161182	-0.199286	5.25328e-05
38	0.038	-0.00163271	-0.199254	3.3242e-05
39	0.039	-0.0016516	-0.199222	1.2253e-05
40	0.04	-0.00166854	-0.19919	-1.03995e-05
41	0.041	-0.00168365	-0.199157	-3.46752e-05
42	0.042	-0.00169701	-0.199124	-6.05293e-05
43	0.043	-0.00170871	-0.199091	-8.79124e-05
44	0.044	-0.00171887	-0.199057	-0.000116772
45	0.045	-0.00172758	-0.199023	-0.000147052
46	0.046	-0.00173497	-0.198988	-0.000178694
47	0.047	-0.00174113	-0.198953	-0.000211638
48	0.048	-0.00174618	-0.198917	-0.000245822
49	0.049	-0.00175023	-0.198881	-0.000281185
50	0.05	-0.00175339	-0.198844	-0.000317663
51	0.051	-0.00175576	-0.198807	-0.000355195
52	0.052	-0.00175746	-0.198769	-0.000393718
53	0.053	-0.00175858	-0.19873	-0.000433171
54	0.054	-0.00175924	-0.198691	-0.000473494
55	0.055	-0.00175952	-0.19865	-0.00051463
56	0.056	-0.00175951	-0.19861	-0.000556522
57	0.057	-0.00175932	-0.198568	-0.000599116
58	0.058	-0.00175902	-0.198525	-0.000642362
59	0.059	-0.00175869	-0.198482	-0.000686208
60	0.06	-0.00175841	-0.198438	-0.00073061
61	0.061	-0.00175825	-0.198393	-0.000775523
62	0.062	-0.00175828	-0.198347	-0.000820908
63	0.063	-0.00175854	-0.1983	-0.000866727
64	0.064	-0.00175911	-0.198252	-0.000912945
65	0.065	-0.00176002	-0.198203	-0.000959531
66	0.066	-0.00176133	-0.198153	-0.00100646
67	0.067	-0.00176307	-0.198103	-0.0010537
68	0.068	-0.00176527	-0.198051	-0.00110123
69	0.069	-0.00176796	-0.197998	-0.00114904
70	0.07	-0.00177117	-0.197945	-0.00119711
71	0.071	-0.00177492	-0.19789	-0.00124542
72	0.072	-0.00177922	-0.197834	-0.00129396
73	0.073	-0.00178409	-0.197778	-0.00134273
74	0.074	-0.00178952	-0.19772	-0.00139172
75	0.075	-0.00179553	-0.197661	-0.00144092
76	0.076	-0.0018021	-0.197602	-0.00149034
77	0.077	-0.00180925	-0.197541	-0.00153998
78	0.078	-0.00181696	-0.197479	-0.00158984
79	0.079	-0.00182522	-0.197417	-0.00163992
80	0.08	-0.00183402	-0.197353	-0.00169022
81	0.081	-0.00184335	-0.197288	-0.00174077
82	0.082	-0.00185319	-0.197223	-0.00179156
83	0.083	-0.00186351	-0.197156	-0.0018426
84	0.084	-0.00187431	-0.197088	-0.00189391
85	0.085	-0.00188556	-0.19702	-0.00194549
86	0.086	-0.00189724	-0.19695	-0.00199736
87	0.087	-0.00190933	-0.19688	-0.00204953
88	0.088	-0.0019218	-0.196808	-0.00210201
89	0.089	-0.00193463	-0.196736	-0.00215482
90	0.09	-0.00194779	-0.196663	-0.00220797
91	0.091	-0.00196127	-0.196589	-0.00226146
92	0.092	-0.00197503	-0.196513	-0.00231532
93	0.093	-0.00198905	-0.196437	-0.00236955
94	0.094	-0.00200332	-0.19636	-0.00242417
95	0.095	-0.00201781	-0.196283	-0.00247919
96	0.096	-0.00203249	-0.196204	-0.00253461
97	0.097	-0.00204735	-0.196124	-0.00259046
98	0.098	-0.00206236	-0.196044	-0.00264674
99	0.099	-0.00207751	-0.195962	-0.00270345
100	0.1	-0.00209277	-0.19588	-0.00276061
101	0.101	-0.00210814	-0.195797	-0.00281823
102	0.102	-0.00212359	-0.195713	-0.00287631
103	0.103	-0.00213911	-0.195628	-0.00293486
104	0.104	-0.00215468	-0.195543	-0.00299388
105	0.105	-0.0021703	-0.195456	-0.00305337
106	0.106	-0.00218595	-0.195369	-0.00311335
107	0.107	-0.00220162	-0.195281	-0.00317381
108	0.108	-0.0022173	-0.195192	-0.00323475
109	0.109	-0.00223298	-0.195102	-0.00329618
110	0.11	-0.00224866	-0.195011	-0.00335809
111	0.111	-0.00226434	-0.19492	-0.00342049
112	0.112	-0.00228	-0.194827	-0.00348337
113	0.113	-0.00229564	-0.194734	-0.00354674
114	0.114	-0.00231126	-0.19464	-0.00361058
115	0.115	-0.00232687	-0.194545	-0.00367489
116	0.116	-0.00234245	-0.194449	-0.00373968
117	0.117	-0.002358	-0.194353	-0.00380493
118	0.118	-0.00237354	-0.194255	-0.00387064
119	0.119	-0.00238905	-0.194157	-0.00393681
120	0.12	-0.00240455	-0.194058	-0.00400342
121	0.121	-0.00242003	-0.193958	-0.00407048
122	0.122	-0.0024355	-0.193857	-0.00413797
123	0.123	-0.00245095	-0.193756	-0.00420588
124	0.124	-0.0024664	-0.193653	-0.00427421
125	0.125	-0.00248185	-0.19355	-0.00434296
126	0.126	-0.0024973	-0.193445	-0.0044121
127	0.127	-0.00251276	-0.19334	-0.00448164
128	0.128	-0.00252823	-0.193234	-0.00455156
129	0.129	-0.00254372	-0.193127	-0.00462185
130	0.13	-0.00255923	-0.19302	-0.00469251
131	0.131	-0.00257477	-0.192911	-0.00476353
132	0.132	-0.00259034	-0.192802	-0.0048349
133	0.133	-0.00260594	-0.192691	-0.0049066
134	0.134	-0.00262159	-0.19258	-0.00497864
135	0.135	-0.00263728	-0.192468	-0.00505099
136	0.136	-0.00265303	-0.192355	-0.00512366
137	0.137	-0.00266883	-0.192241	-0.00519663
138	0.138	-0.00268469	-0.192126	-0.00526989
139	0.139	-0.00270061	-0.19201	-0.00534343
140	0.14	-0.0027166	-0.191894	-0.00541726
141	0.141	-0.00273266	-0.191776	-0.00549135
142	0.142	-0.0027488	-0.191658	-0.0055657
143	0.143	-0.00276501	-0.191538	-0.0056403
144	0.144	-0.0027813	-0.191418	-0.00571514
