Time	3	Rotation	AVm	
1.4966	-0.01660584	-3.008304	0.006557365	
1.4968	-0.01660658	-3.008304	0.006557365	
1.497	-0.01660814	-3.01365	0.006557365	
1.4972	-0.01661045	-3.01365	0.006557365	
1.4974	-0.01661346	-3.01365	0.006557365	
1.4976	-0.01661714	-3.01365	0.006557365	
1.4978	-0.01662144	-3.01365	0.00629507	
1.498	-0.01662631	-3.018852	0.00629507	
1.4982	-0.01663172	-3.018852	0.00629507	
1.4984	-0.01663763	-3.018852	0.00629507	
1.4986	-0.01664402	-3.018852	0.00629507	
1.4988	-0.01665084	-3.018852	0.00629507	
1.499	-0.01665808	-3.023911	0.00629507	
1.4992	-0.0166657	-3.023911	0.00629507	
1.4994	-0.01667368	-3.023911	0.00629507	
1.4996	-0.016682	-3.023911	0.00629507	
1.4998	-0.01669062	-3.023911	0.006043267	
1.5	-0.01669955	-3.028825	0.006043267	
1.5002	-0.01670874	-3.028825	0.006043267	
1.5004	-0.0167182	-3.028825	0.006043267	
1.5006	-0.01672789	-3.028825	0.006043267	
1.5008	-0.01673781	-3.028825	0.006043267	
1.501	-0.01674794	-3.033594	0.006043267	
1.5012	-0.01675826	-3.033594	0.006043267	
1.5014	-0.01676877	-3.033594	0.006043267	
1.5016	-0.01677945	-3.033594	0.006043267	
1.5018	-0.01679029	-3.033594	0.04580154	
1.502	-0.01680128	-3.03822	0.04580154	
1.5022	-0.0168124	-3.03822	0.04580154	
1.5024	-0.01682366	-3.03822	0.04580154	
1.5026	-0.01683505	-3.03822	0.04580154	
1.5028	-0.01684654	-3.03822	0.04580154	
1.503	-0.01685814	-3.042701	0.04580154	
1.5032	-0.01686984	-3.042701	0.04580154	
1.5034	-0.01688164	-3.042701	0.04580154	
1.5036	-0.01689352	-3.042701	0.04580154	
1.5038	-0.01690548	-3.042701	0.08396947	
1.504	-0.01691752	-3.047037	0.08396947	
1.5042	-0.01692962	-3.047037	0.08396947	
1.5044	-0.0169418	-3.047037	0.08396947	
1.5046	-0.01695403	-3.047037	0.08396947	
1.5048	-0.01696632	-3.047037	0.08396947	
1.505	-0.01697866	-3.051229	0.08396947	
1.5052	-0.01699106	-3.051229	0.08396947	
1.5054	-0.0170035	-3.051229	0.08396947	
1.5056	-0.01701599	-3.051229	0.08396947	
1.5058	-0.01702851	-3.051229	0.1206107	
1.506	-0.01697974	-3.055275	0.1206107	
1.5062	-0.01693538	-3.055275	0.1206107	
1.5064	-0.01689507	-3.055275	0.1206107	
1.5066	-0.01685851	-3.055275	0.1206107	
1.5068	-0.01682542	-3.055275	0.1206107	
1.507	-0.01679553	-3.059178	0.1206107	
1.5072	-0.01676859	-3.059178	0.1206107	
1.5074	-0.01674441	-3.059178	0.1206107	
1.5076	-0.01672277	-3.059178	0.1206107	
1.5078	-0.01670349	-3.059178	0.1557863	
1.508	-0.0166864	-3.062935	0.1557863	
1.5082	-0.01667135	-3.062935	0.1557863	
1.5084	-0.0166582	-3.062935	0.1557863	
1.5086	-0.01664679	-3.062935	0.1557863	
1.5088	-0.01663703	-3.062935	0.1557863	
1.509	-0.01662879	-3.066548	0.1557863	
1.5092	-0.01662197	-3.066548	0.1557863	
1.5094	-0.01661647	-3.066548	0.1557863	
1.5096	-0.0166122	-3.066548	0.1557863	
1.5098	-0.01660907	-3.066548	0.1895548	
1.51	-0.01660702	-3.070015	0.1895548	
1.5102	-0.01660596	-3.070015	0.1895548	
1.5104	-0.01660584	-3.070015	0.1895548	
1.5106	-0.01660658	-3.070015	0.1895548	
1.5108	-0.01660814	-3.070015	0.1895548	
1.511	-0.01661045	-3.073338	0.1895548	
1.5112	-0.01661346	-3.073338	0.1895548	
1.5114	-0.01661714	-3.073338	0.1895548	
1.5116	-0.01662144	-3.073338	0.1895548	
1.5118	-0.01662631	-3.073338	0.2219726	
1.512	-0.01663172	-3.076516	0.2219726	
1.5122	-0.01663763	-3.076516	0.2219726	
1.5124	-0.01664402	-3.076516	0.2219726	
1.5126	-0.01665084	-3.076516	0.2219726	
1.5128	-0.01665808	-3.076516	0.2219726	
1.513	-0.0166657	-3.079548	0.2219726	
1.5132	-0.01667368	-3.079548	0.2219726	
1.5134	-0.016682	-3.079548	0.2219726	
1.5136	-0.01669062	-3.079548	0.2219726	
1.5138	-0.01669955	-3.079548	0.2530937	
1.514	-0.01670874	-3.082436	0.2530937	
1.5142	-0.0167182	-3.082436	0.2530937	
1.5144	-0.01672789	-3.082436	0.2530937	
1.5146	-0.01673781	-3.082436	0.2530937	
1.5148	-0.01674794	-3.082436	0.2530937	
1.515	-0.01675826	-3.085178	0.2530937	
1.5152	-0.01676877	-3.085178	0.2530937	
1.5154	-0.01677945	-3.085178	0.2530937	
1.5156	-0.01679029	-3.085178	0.2530937	
1.5158	-0.01680128	-3.085178	0.28297	
1.516	-0.0168124	-3.087775	0.28297	
1.5162	-0.01682366	-3.087775	0.28297	
1.5164	-0.01683505	-3.087775	0.28297	
1.5166	-0.01684654	-3.087775	0.28297	
1.5168	-0.01685814	-3.087775	0.28297	
1.517	-0.01686984	-3.090227	0.28297	
1.5172	-0.01688164	-3.090227	0.28297	
1.5174	-0.01689352	-3.090227	0.28297	
1.5176	-0.01690548	-3.090227	0.28297	
1.5178	-0.01691752	-3.090227	0.3116512	
1.518	-0.01692962	-3.092534	0.3116512	
1.5182	-0.0169418	-3.092534	0.3116512	
1.5184	-0.01695403	-3.092534	0.3116512	
1.5186	-0.01696632	-3.092534	0.3116512	
1.5188	-0.01697866	-3.092534	0.3116512	
1.519	-0.01699106	-3.094696	0.3116512	
1.5192	-0.0170035	-3.094696	0.3116512	
1.5194	-0.01701599	-3.094696	0.3116512	
1.5196	-0.01702851	-3.094696	0.3116512	
1.5198	-0.01697974	-3.094696	0.3391851	
1.52	-0.01693538	-3.096712	0.3391851	
1.5202	-0.01689507	-3.096712	0.3391851	
1.5204	-0.01685851	-3.096712	0.3391851	
1.5206	-0.01682542	-3.096712	0.3391851	
1.5208	-0.01679553	-3.096712	0.3391851	
1.521	-0.01676859	-3.098583	0.3391851	
1.5212	-0.01674441	-3.098583	0.3391851	
1.5214	-0.01672277	-3.098583	0.3391851	
1.5216	-0.01670349	-3.098583	0.3391851	
1.5218	-0.0166864	-3.098583	0.3656177	
1.522	-0.01667135	-3.100309	0.3656177	
1.5222	-0.0166582	-3.100309	0.3656177	
1.5224	-0.01664679	-3.100309	0.3656177	
1.5226	-0.01663703	-3.100309	0.3656177	
1.5228	-0.01662879	-3.100309	0.3656177	
1.523	-0.01662197	-3.101889	0.3656177	
1.5232	-0.01661647	-3.101889	0.3656177	
1.5234	-0.0166122	-3.101889	0.3656177	
1.5236	-0.01660907	-3.101889	0.3656177	
1.5238	-0.01660702	-3.101889	0.390993	
1.524	-0.01660596	-3.103324	0.390993	
1.5242	-0.01660584	-3.103324	0.390993	
1.5244	-0.01660658	-3.103324	0.390993	
1.5246	-0.01660814	-3.103324	0.390993	
1.5248	-0.01661045	-3.103324	0.390993	
1.525	-0.01661346	-3.104614	0.390993	
1.5252	-0.01661714	-3.104614	0.390993	
1.5254	-0.01662144	-3.104614	0.390993	
1.5256	-0.01662631	-3.104614	0.390993	
1.5258	-0.01663172	-3.104614	0.4153533	
1.526	-0.01663763	-3.105758	0.4153533	
1.5262	-0.01664402	-3.105758	0.4153533	
1.5264	-0.01665084	-3.105758	0.4153533	
1.5266	-0.01665808	-3.105758	0.4153533	
1.5268	-0.0166657	-3.105758	0.4153533	
1.527	-0.01667368	-3.106757	0.4153533	
1.5272	-0.016682	-3.106757	0.4153533	
1.5274	-0.01669062	-3.106757	0.4153533	
1.5276	-0.01669955	-3.106757	0.4153533	
1.5278	-0.01670874	-3.106757	0.4387392	
1.528	-0.0167182	-3.10761	0.4387392	
1.5282	-0.01672789	-3.10761	0.4387392	
1.5284	-0.01673781	-3.10761	0.4387392	
1.5286	-0.01674794	-3.10761	0.4387392	
1.5288	-0.01675826	-3.10761	0.4387392	
1.529	-0.01676877	-3.108318	0.4387392	
1.5292	-0.01677945	-3.108318	0.4387392	
1.5294	-0.01679029	-3.108318	0.4387392	
1.5296	-0.01680128	-3.108318	0.4387392	
1.5298	-0.0168124	-3.108318	0.4611896	
1.53	-0.01682366	-3.108881	0.4611896	
1.5302	-0.01683505	-3.108881	0.4611896	
1.5304	-0.01684654	-3.108881	0.4611896	
1.5306	-0.01685814	-3.108881	0.4611896	
1.5308	-0.01686984	-3.108881	0.4611896	
1.531	-0.01688164	-3.109298	0.4611896	
1.5312	-0.01689352	-3.109298	0.4611896	
1.5314	-0.01690548	-3.109298	0.4611896	
1.5316	-0.01691752	-3.109298	0.4611896	
1.5318	-0.01692962	-3.109298	0.482742	
1.532	-0.0169418	-3.109569	0.482742	
1.5322	-0.01695403	-3.109569	0.482742	
1.5324	-0.01696632	-3.109569	0.482742	
1.5326	-0.01697866	-3.109569	0.482742	
1.5328	-0.01699106	-3.109569	0.482742	
1.533	-0.0170035	-3.109695	0.482742	
1.5332	-0.01701599	-3.109695	0.482742	
1.5334	-0.01702851	-3.109695	0.482742	
1.5336	-0.01697974	-3.109695	0.482742	
1.5338	-0.01693538	-3.109695	0.5034323	
1.534	-0.01689507	-3.109676	0.5034323	
1.5342	-0.01685851	-3.109676	0.5034323	
1.5344	-0.01682542	-3.109676	0.5034323	
1.5346	-0.01679553	-3.109676	0.5034323	
1.5348	-0.01676859	-3.109676	0.5034323	
1.535	-0.01674441	-3.109511	0.5034323	
1.5352	-0.01672277	-3.109511	0.5034323	
1.5354	-0.01670349	-3.109511	0.5034323	
1.5356	-0.0166864	-3.109511	0.5034323	
1.5358	-0.01667135	-3.109511	0.523295	
1.536	-0.0166582	-3.109201	0.523295	
1.5362	-0.01664679	-3.109201	0.523295	
1.5364	-0.01663703	-3.109201	0.523295	
1.5366	-0.01662879	-3.109201	0.523295	
1.5368	-0.01662197	-3.109201	0.523295	
1.537	-0.01661647	-3.108745	0.523295	
1.5372	-0.0166122	-3.108745	0.523295	
1.5374	-0.01660907	-3.108745	0.523295	
1.5376	-0.01660702	-3.108745	0.523295	
1.5378	-0.01660596	-3.108745	0.5423632	
1.538	-0.01660584	-3.108144	0.5423632	
1.5382	-0.01660658	-3.108144	0.5423632	
1.5384	-0.01660814	-3.108144	0.5423632	
1.5386	-0.01661045	-3.108144	0.5423632	
1.5388	-0.01661346	-3.108144	0.5423632	
1.539	-0.01661714	-3.107397	0.5423632	
1.5392	-0.01662144	-3.107397	0.5423632	
1.5394	-0.01662631	-3.107397	0.5423632	
1.5396	-0.01663172	-3.107397	0.5423632	
1.5398	-0.01663763	-3.107397	0.5606686	
1.54	-0.01664402	-3.106505	0.5606686	
1.5402	-0.01665084	-3.106505	0.5606686	
1.5404	-0.01665808	-3.106505	0.5606686	
1.5406	-0.0166657	-3.106505	0.5606686	
1.5408	-0.01667368	-3.106505	0.5606686	
1.541	-0.016682	-3.105467	0.5606686	
1.5412	-0.01669062	-3.105467	0.5606686	
1.5414	-0.01669955	-3.105467	0.5606686	
1.5416	-0.01670874	-3.105467	0.5606686	
1.5418	-0.0167182	-3.105467	0.5782419	
1.542	-0.01672789	-3.104284	0.5782419	
1.5422	-0.01673781	-3.104284	0.5782419	
1.5424	-0.01674794	-3.104284	0.5782419	
1.5426	-0.01675826	-3.104284	0.5782419	
1.5428	-0.01676877	-3.104284	0.5782419	
1.543	-0.01677945	-3.102955	0.5782419	
1.5432	-0.01679029	-3.102955	0.5782419	
1.5434	-0.01680128	-3.102955	0.5782419	
1.5436	-0.0168124	-3.102955	0.5782419	
1.5438	-0.01682366	-3.102955	0.5951122	
1.544	-0.01683505	-3.10148	0.5951122	
1.5442	-0.01684654	-3.10148	0.5951122	
1.5444	-0.01685814	-3.10148	0.5951122	
1.5446	-0.01686984	-3.10148	0.5951122	
1.5448	-0.01688164	-3.10148	0.5951122	
1.545	-0.01689352	-3.099861	0.5951122	
1.5452	-0.01690548	-3.099861	0.5951122	
1.5454	-0.01691752	-3.099861	0.5951122	
1.5456	-0.01692962	-3.099861	0.5951122	
1.5458	-0.0169418	-3.099861	0.6113077	
1.546	-0.01695403	-3.098095	0.6113077	
1.5462	-0.01696632	-3.098095	0.6113077	
1.5464	-0.01697866	-3.098095	0.6113077	
1.5466	-0.01699106	-3.098095	0.6113077	
1.5468	-0.0170035	-3.098095	0.6113077	
1.547	-0.01701599	-3.096184	0.6113077	
1.5472	-0.01702851	-3.096184	0.6113077	
1.5474	-0.01697974	-3.096184	0.6113077	
1.5476	-0.01693538	-3.096184	0.6113077	
1.5478	-0.01689507	-3.096184	0.6268554	
1.548	-0.01685851	-3.094128	0.6268554	
1.5482	-0.01682542	-3.094128	0.6268554	
1.5484	-0.01679553	-3.094128	0.6268554	
1.5486	-0.01676859	-3.094128	0.6268554	
1.5488	-0.01674441	-3.094128	0.6268554	
1.549	-0.01672277	-3.091927	0.6268554	
1.5492	-0.01670349	-3.091927	0.6268554	
1.5494	-0.0166864	-3.091927	0.6268554	
1.5496	-0.01667135	-3.091927	0.6268554	
1.5498	-0.0166582	-3.091927	0.6417812	
1.55	-0.01664679	-3.089579	0.6417812	
1.5502	-0.01663703	-3.089579	0.6417812	
1.5504	-0.01662879	-3.089579	0.6417812	
1.5506	-0.01662197	-3.089579	0.6417812	
1.5508	-0.01661647	-3.089579	0.6417812	
1.551	-0.0166122	-3.087087	0.6417812	
1.5512	-0.01660907	-3.087087	0.6417812	
1.5514	-0.01660702	-3.087087	0.6417812	
1.5516	-0.01660596	-3.087087	0.6417812	
1.5518	-0.01660584	-3.087087	0.6561099	
1.552	-0.01660658	-3.084449	0.6561099	
1.5522	-0.01660814	-3.084449	0.6561099	
1.5524	-0.01661045	-3.084449	0.6561099	
1.5526	-0.01661346	-3.084449	0.6561099	
1.5528	-0.01661714	-3.084449	0.6561099	
1.553	-0.01662144	-3.081666	0.6561099	
1.5532	-0.01662631	-3.081666	0.6561099	
1.5534	-0.01663172	-3.081666	0.6561099	
1.5536	-0.01663763	-3.081666	0.6561099	
1.5538	-0.01664402	-3.081666	0.6698655	
1.554	-0.01665084	-3.078737	0.6698655	
1.5542	-0.01665808	-3.078737	0.6698655	
1.5544	-0.0166657	-3.078737	0.6698655	
1.5546	-0.01667368	-3.078737	0.6698655	
1.5548	-0.016682	-3.078737	0.6698655	
1.555	-0.01669062	-3.075663	0.6698655	
1.5552	-0.01669955	-3.075663	0.6698655	
1.5554	-0.01670874	-3.075663	0.6698655	
1.5556	-0.0167182	-3.075663	0.6698655	
1.5558	-0.01672789	-3.075663	0.683071	
1.556	-0.01673781	-3.072443	0.683071	
1.5562	-0.01674794	-3.072443	0.683071	
1.5564	-0.01675826	-3.072443	0.683071	
1.5566	-0.01676877	-3.072443	0.683071	
1.5568	-0.01677945	-3.072443	0.683071	
1.557	-0.01679029	-3.069079	0.683071	
1.5572	-0.01680128	-3.069079	0.683071	
1.5574	-0.0168124	-3.069079	0.683071	
1.5576	-0.01682366	-3.069079	0.683071	
1.5578	-0.01683505	-3.069079	0.6957481	
1.558	-0.01684654	-3.065569	0.6957481	
1.5582	-0.01685814	-3.065569	0.6957481	
1.5584	-0.01686984	-3.065569	0.6957481	
1.5586	-0.01688164	-3.065569	0.6957481	
1.5588	-0.01689352	-3.065569	0.6957481	
1.559	-0.01690548	-3.061913	0.6957481	
1.5592	-0.01691752	-3.061913	0.6957481	
1.5594	-0.01692962	-3.061913	0.6957481	
1.5596	-0.0169418	-3.061913	0.6957481	
1.5598	-0.01695403	-3.061913	0.7079182	
1.56	-0.01696632	-3.058113	0.7079182	
1.5602	-0.01697866	-3.058113	0.7079182	
1.5604	-0.01699106	-3.058113	0.7079182	
1.5606	-0.0170035	-3.058113	0.7079182	
1.5608	-0.01701599	-3.058113	0.7079182	
1.561	-0.01702851	-3.054168	0.7079182	
1.5612	-0.01697974	-3.054168	0.7079182	
1.5614	-0.01693538	-3.054168	0.7079182	
1.5616	-0.01689507	-3.054168	0.7079182	
1.5618	-0.01685851	-3.054168	0.7196015	
1.562	-0.01682542	-3.050077	0.7196015	
1.5622	-0.01679553	-3.050077	0.7196015	
1.5624	-0.01676859	-3.050077	0.7196015	
1.5626	-0.01674441	-3.050077	0.7196015	
1.5628	-0.01672277	-3.050077	0.7196015	
1.563	-0.01670349	-3.045842	0.7196015	
1.5632	-0.0166864	-3.045842	0.7196015	
1.5634	-0.01667135	-3.045842	0.7196015	
1.5636	-0.0166582	-3.045842	0.7196015	
1.5638	-0.01664679	-3.045842	0.7308174	
1.564	-0.01663703	-3.041461	0.7308174	
1.5642	-0.01662879	-3.041461	0.7308174	
1.5644	-0.01662197	-3.041461	0.7308174	
1.5646	-0.01661647	-3.041461	0.7308174	
1.5648	-0.0166122	-3.041461	0.7308174	
1.565	-0.01660907	-3.036936	0.7308174	
1.5652	-0.01660702	-3.036936	0.7308174	
1.5654	-0.01660596	-3.036936	0.7308174	
1.5656	-0.01660584	-3.036936	0.7308174	
1.5658	-0.01660658	-3.036936	0.7415847	
1.566	-0.01660814	-3.032266	0.7415847	
1.5662	-0.01661045	-3.032266	0.7415847	
1.5664	-0.01661346	-3.032266	0.7415847	
1.5666	-0.01661714	-3.032266	0.7415847	
1.5668	-0.01662144	-3.032266	0.7415847	
1.567	-0.01662631	-3.027451	0.7415847	
1.5672	-0.01663172	-3.027451	0.7415847	
1.5674	-0.01663763	-3.027451	0.7415847	
1.5676	-0.01664402	-3.027451	0.7415847	
1.5678	-0.01665084	-3.027451	0.7519213	
1.568	-0.01665808	-3.022491	0.7519213	
1.5682	-0.0166657	-3.022491	0.7519213	
1.5684	-0.01667368	-3.022491	0.7519213	
1.5686	-0.016682	-3.022491	0.7519213	
1.5688	-0.01669062	-3.022491	0.7519213	
1.569	-0.01669955	-3.017387	0.7519213	
1.5692	-0.01670874	-3.017387	0.7519213	
1.5694	-0.0167182	-3.017387	0.7519213	
1.5696	-0.01672789	-3.017387	0.7519213	
1.5698	-0.01673781	-3.017387	0.7618445	
1.57	-0.01674794	-3.012138	0.7618445	
1.5702	-0.01675826	-3.012138	0.7618445	
1.5704	-0.01676877	-3.012138	0.7618445	
1.5706	-0.01677945	-3.012138	0.7618445	
1.5708	-0.01679029	-3.012138	0.7618445	
1.571	-0.01680128	-3.006745	0.7618445	
1.5712	-0.0168124	-3.006745	0.7618445	
1.5714	-0.01682366	-3.006745	0.7618445	
1.5716	-0.01683505	-3.006745	0.7618445	
1.5718	-0.01684654	-3.006745	0.7713706	
1.572	-0.01685814	-3.001208	0.7713706	
1.5722	-0.01686984	-3.001208	0.7713706	
1.5724	-0.01688164	-3.001208	0.7713706	
1.5726	-0.01689352	-3.001208	0.7713706	
1.5728	-0.01690548	-3.001208	0.7713706	
1.573	-0.01691752	-2.995526	0.7713706	
1.5732	-0.01692962	-2.995526	0.7713706	
1.5734	-0.0169418	-2.995526	0.7713706	
1.5736	-0.01695403	-2.995526	0.7713706	
1.5738	-0.01696632	-2.995526	0.7805158	
1.574	-0.01697866	-2.989701	0.7805158	
1.5742	-0.01699106	-2.989701	0.7805158	
1.5744	-0.0170035	-2.989701	0.7805158	
1.5746	-0.01701599	-2.989701	0.7805158	
1.5748	-0.01702851	-2.989701	0.7805158	
1.575	-0.01697974	-2.983731	0.7805158	
1.5752	-0.01693538	-2.983731	0.7805158	
1.5754	-0.01689507	-2.983731	0.7805158	
1.5756	-0.01685851	-2.983731	0.7805158	
1.5758	-0.01682542	-2.983731	0.7892952	
1.576	-0.01679553	-2.977618	0.7892952	
1.5762	-0.01676859	-2.977618	0.7892952	
1.5764	-0.01674441	-2.977618	0.7892952	
1.5766	-0.01672277	-2.977618	0.7892952	
1.5768	-0.01670349	-2.977618	0.7892952	
1.577	-0.0166864	-2.971361	0.7892952	
1.5772	-0.01667135	-2.971361	0.7892952	
1.5774	-0.0166582	-2.971361	0.7892952	
1.5776	-0.01664679	-2.971361	0.7892952	
1.5778	-0.01663703	-2.971361	0.7977234	
1.578	-0.01662879	-2.964961	0.7977234	
1.5782	-0.01662197	-2.964961	0.7977234	
1.5784	-0.01661647	-2.964961	0.7977234	
1.5786	-0.0166122	-2.964961	0.7977234	
1.5788	-0.01660907	-2.964961	0.7977234	
1.579	-0.01660702	-2.958417	0.7977234	
1.5792	-0.01660596	-2.958417	0.7977234	
1.5794	-0.01660584	-2.958417	0.7977234	
1.5796	-0.01660658	-2.958417	0.7977234	
1.5798	-0.01660814	-2.958417	0.8058144	
1.58	-0.01661045	-2.951731	0.8058144	
1.5802	-0.01661346	-2.951731	0.8058144	
1.5804	-0.01661714	-2.951731	0.8058144	
1.5806	-0.01662144	-2.951731	0.8058144	
1.5808	-0.01662631	-2.951731	0.8058144	
1.581	-0.01663172	-2.944901	0.8058144	
1.5812	-0.01663763	-2.944901	0.8058144	
1.5814	-0.01664402	-2.944901	0.8058144	
1.5816	-0.01665084	-2.944901	0.8058144	
1.5818	-0.01665808	-2.944901	0.8135819	
1.582	-0.0166657	-2.937929	0.8135819	
1.5822	-0.01667368	-2.937929	0.8135819	
1.5824	-0.016682	-2.937929	0.8135819	
1.5826	-0.01669062	-2.937929	0.8135819	
1.5828	-0.01669955	-2.937929	0.8135819	
1.583	-0.01670874	-2.930814	0.8135819	
1.5832	-0.0167182	-2.930814	0.8135819	
1.5834	-0.01672789	-2.930814	0.8135819	
1.5836	-0.01673781	-2.930814	0.8135819	
1.5838	-0.01674794	-2.930814	0.8210385	
1.584	-0.01675826	-2.923557	0.8210385	
1.5842	-0.01676877	-2.923557	0.8210385	
1.5844	-0.01677945	-2.923557	0.8210385	
1.5846	-0.01679029	-2.923557	0.8210385	
1.5848	-0.01680128	-2.923557	0.8210385	
1.585	-0.0168124	-2.916158	0.8210385	
1.5852	-0.01682366	-2.916158	0.8210385	
1.5854	-0.01683505	-2.916158	0.8210385	
1.5856	-0.01684654	-2.916158	0.8210385	
1.5858	-0.01685814	-2.916158	0.828197	
1.586	-0.01686984	-2.908617	0.828197	
1.5862	-0.01688164	-2.908617	0.828197	
1.5864	-0.01689352	-2.908617	0.828197	
1.5866	-0.01690548	-2.908617	0.828197	
1.5868	-0.01691752	-2.908617	0.828197	
1.587	-0.01692962	-2.900935	0.828197	
1.5872	-0.0169418	-2.900935	0.828197	
1.5874	-0.01695403	-2.900935	0.828197	
1.5876	-0.01696632	-2.900935	0.828197	
1.5878	-0.01697866	-2.900935	0.8350691	
1.588	-0.01699106	-2.893111	0.8350691	
1.5882	-0.0170035	-2.893111	0.8350691	
1.5884	-0.01701599	-2.893111	0.8350691	
1.5886	-0.01702851	-2.893111	0.8350691	
1.5888	-0.01697974	-2.893111	0.8350691	
1.589	-0.01693538	-2.885146	0.8350691	
1.5892	-0.01689507	-2.885146	0.8350691	
1.5894	-0.01685851	-2.885146	0.8350691	
1.5896	-0.01682542	-2.885146	0.8350691	
1.5898	-0.01679553	-2.885146	0.8416664	
1.59	-0.01676859	-2.877041	0.8416664	
1.5902	-0.01674441	-2.877041	0.8416664	
1.5904	-0.01672277	-2.877041	0.8416664	
1.5906	-0.01670349	-2.877041	0.8416664	
1.5908	-0.0166864	-2.877041	0.8416664	
1.591	-0.01667135	-2.868795	0.8416664	
1.5912	-0.0166582	-2.868795	0.8416664	
1.5914	-0.01664679	-2.868795	0.8416664	
1.5916	-0.01663703	-2.868795	0.8416664	
1.5918	-0.01662879	-2.868795	0.8479998	
1.592	-0.01662197	-2.860409	0.8479998	
1.5922	-0.01661647	-2.860409	0.8479998	
1.5924	-0.0166122	-2.860409	0.8479998	
1.5926	-0.01660907	-2.860409	0.8479998	
1.5928	-0.01660702	-2.860409	0.8479998	
1.593	-0.01660596	-2.851884	0.8479998	
1.5932	-0.01660584	-2.851884	0.8479998	
1.5934	-0.01660658	-2.851884	0.8479998	
1.5936	-0.01660814	-2.851884	0.8479998	
1.5938	-0.01661045	-2.851884	0.8540797	
1.594	-0.01661346	-2.843219	0.8540797	
1.5942	-0.01661714	-2.843219	0.8540797	
1.5944	-0.01662144	-2.843219	0.8540797	
1.5946	-0.01662631	-2.843219	0.8540797	
1.5948	-0.01663172	-2.843219	0.8540797	
1.595	-0.01663763	-2.834415	0.8540797	
1.5952	-0.01664402	-2.834415	0.8540797	
1.5954	-0.01665084	-2.834415	0.8540797	
1.5956	-0.01665808	-2.834415	0.8540797	
1.5958	-0.0166657	-2.834415	0.8599165	
1.596	-0.01667368	-2.825473	0.8599165	
1.5962	-0.016682	-2.825473	0.8599165	
1.5964	-0.01669062	-2.825473	0.8599165	
1.5966	-0.01669955	-2.825473	0.8599165	
1.5968	-0.01670874	-2.825473	0.8599165	
1.597	-0.0167182	-2.816392	0.8599165	
1.5972	-0.01672789	-2.816392	0.8599165	
1.5974	-0.01673781	-2.816392	0.8599165	
1.5976	-0.01674794	-2.816392	0.8599165	
1.5978	-0.01675826	-2.816392	0.8655199	
1.598	-0.01676877	-2.807174	0.8655199	
1.5982	-0.01677945	-2.807174	0.8655199	
1.5984	-0.01679029	-2.807174	0.8655199	
1.5986	-0.01680128	-2.807174	0.8655199	
1.5988	-0.0168124	-2.807174	0.8655199	
1.599	-0.01682366	-2.797818	0.8655199	
1.5992	-0.01683505	-2.797818	0.8655199	
1.5994	-0.01684654	-2.797818	0.8655199	
1.5996	-0.01685814	-2.797818	0.8655199	
1.5998	-0.01686984	-2.797818	0.870899	
1.6	-0.01688164	-2.788326	0.870899	
1.6002	-0.01689352	-2.788326	0.870899	
1.6004	-0.01690548	-2.788326	0.870899	
1.6006	-0.01691752	-2.788326	0.870899	
1.6008	-0.01692962	-2.788326	0.870899	
1.601	-0.0169418	-2.778697	0.870899	
1.6012	-0.01695403	-2.778697	0.870899	
1.6014	-0.01696632	-2.778697	0.870899	
1.6016	-0.01697866	-2.778697	0.870899	
1.6018	-0.01699106	-2.778697	0.8760631	
1.602	-0.0170035	-2.768933	0.8760631	
1.6022	-0.01701599	-2.768933	0.8760631	
1.6024	-0.01702851	-2.768933	0.8760631	
1.6026	-0.01697974	-2.768933	0.8760631	
1.6028	-0.01693538	-2.768933	0.8760631	
1.603	-0.01689507	-2.759033	0.8760631	
1.6032	-0.01685851	-2.759033	0.8760631	
1.6034	-0.01682542	-2.759033	0.8760631	
1.6036	-0.01679553	-2.759033	0.8760631	
1.6038	-0.01676859	-2.759033	0.8810205	
1.604	-0.01674441	-2.748999	0.8810205	
1.6042	-0.01672277	-2.748999	0.8810205	
1.6044	-0.01670349	-2.748999	0.8810205	
1.6046	-0.0166864	-2.748999	0.8810205	
1.6048	-0.01667135	-2.748999	0.8810205	
1.605	-0.0166582	-2.73883	0.8810205	
1.6052	-0.01664679	-2.73883	0.8810205	
1.6054	-0.01663703	-2.73883	0.8810205	
1.6056	-0.01662879	-2.73883	0.8810205	
1.6058	-0.01662197	-2.73883	0.8857798	
1.606	-0.01661647	-2.728528	0.8857798	
1.6062	-0.0166122	-2.728528	0.8857798	
1.6064	-0.01660907	-2.728528	0.8857798	
1.6066	-0.01660702	-2.728528	0.8857798	
1.6068	-0.01660596	-2.728528	0.8857798	
1.607	-0.01660584	-2.718093	0.8857798	
1.6072	-0.01660658	-2.718093	0.8857798	
1.6074	-0.01660814	-2.718093	0.8857798	
1.6076	-0.01661045	-2.718093	0.8857798	
1.6078	-0.01661346	-2.718093	0.8903486	
1.608	-0.01661714	-2.707525	0.8903486	
1.6082	-0.01662144	-2.707525	0.8903486	
1.6084	-0.01662631	-2.707525	0.8903486	
1.6086	-0.01663172	-2.707525	0.8903486	
1.6088	-0.01663763	-2.707525	0.8903486	
1.609	-0.01664402	-2.696826	0.8903486	
1.6092	-0.01665084	-2.696826	0.8903486	
1.6094	-0.01665808	-2.696826	0.8903486	
1.6096	-0.0166657	-2.696826	0.8903486	
1.6098	-0.01667368	-2.696826	0.8947346	
