Time	3	Rotation	AVm	
0.0106	-0.04910125	-0.006502994	0.1846273	
0.0108	-0.04908101	-0.006502994	0.1846273	
0.011	-0.04906211	-0.00795529	0.1846273	
0.0112	-0.04904447	-0.00795529	0.1846273	
0.0114	-0.04902801	-0.00795529	0.1846273	
0.0116	-0.04901264	-0.00795529	0.1846273	
0.0118	-0.0489983	-0.00795529	0.2172422	
0.012	-0.04898493	-0.009553495	0.2172422	
0.0122	-0.04897245	-0.009553495	0.2172422	
0.0124	-0.04896081	-0.009553495	0.2172422	
0.0126	-0.04894996	-0.009553495	0.2172422	
0.0128	-0.04893984	-0.009553495	0.2172422	
0.013	-0.0489304	-0.01129759	0.2172422	
0.0132	-0.04892161	-0.01129759	0.2172422	
0.0134	-0.04891342	-0.01129759	0.2172422	
0.0136	-0.04890579	-0.01129759	0.2172422	
0.0138	-0.04889869	-0.01129759	0.2485525	
0.014	-0.04889207	-0.01318757	0.2485525	
0.0142	-0.04888592	-0.01318757	0.2485525	
0.0144	-0.04888019	-0.01318757	0.2485525	
0.0146	-0.04887486	-0.01318757	0.2485525	
0.0148	-0.04886991	-0.01318757	0.2485525	
0.015	-0.04886531	-0.01522342	0.2485525	
0.0152	-0.04886104	-0.01522342	0.2485525	
0.0154	-0.04885707	-0.01522342	0.2485525	
0.0156	-0.0488534	-0.01522342	0.2485525	
0.0158	-0.04884999	-0.01522342	0.2786104	
0.016	-0.04884683	-0.01740512	0.2786104	
0.0162	-0.04884391	-0.01740512	0.2786104	
0.0164	-0.0488412	-0.01740512	0.2786104	
0.0166	-0.0488387	-0.01740512	0.2786104	
0.0168	-0.0488364	-0.01740512	0.2786104	
0.017	-0.04883427	-0.01973266	0.2786104	
0.0172	-0.04883231	-0.01973266	0.2786104	
0.0174	-0.04883051	-0.01973266	0.2786104	
0.0176	-0.04871653	-0.01973266	0.2786104	
0.0178	-0.04861028	-0.01973266	0.307466	
0.018	-0.04851123	-0.02220602	0.307466	
0.0182	-0.04841886	-0.02220602	0.307466	
0.0184	-0.04833274	-0.02220602	0.307466	
0.0186	-0.04825242	-0.02220602	0.307466	
0.0188	-0.04817751	-0.02220602	0.307466	
0.019	-0.04810763	-0.02482518	0.307466	
0.0192	-0.04804246	-0.02482518	0.307466	
0.0194	-0.04798166	-0.02482518	0.307466	
0.0196	-0.04792495	-0.02482518	0.307466	
0.0198	-0.04787206	-0.02482518	0.3351673	
0.02	-0.04782271	-0.02759014	0.3351673	
0.0202	-0.04777668	-0.02759014	0.3351673	
0.0204	-0.04773375	-0.02759014	0.3351673	
0.0206	-0.0476937	-0.02759014	0.3351673	
0.0208	-0.04765635	-0.02759014	0.3351673	
0.021	-0.04762152	-0.03050086	0.3351673	
0.0212	-0.04758903	-0.03050086	0.3351673	
0.0214	-0.04755875	-0.03050086	0.3351673	
0.0216	-0.04753051	-0.03050086	0.3351673	
0.0218	-0.04750419	-0.03050086	0.3617607	
0.022	-0.04747966	-0.03355733	0.3617607	
0.0222	-0.0474568	-0.03355733	0.3617607	
0.0224	-0.0474355	-0.03355733	0.3617607	
0.0226	-0.04741567	-0.03355733	0.3617607	
0.0228	-0.04739719	-0.03355733	0.3617607	
0.023	-0.04737999	-0.03675952	0.3617607	
0.0232	-0.04736398	-0.03675952	0.3617607	
0.0234	-0.04734908	-0.03675952	0.3617607	
0.0236	-0.04733523	-0.03675952	0.3617607	
0.0238	-0.04732234	-0.03675952	0.3872902	
0.024	-0.04731037	-0.0401074	0.3872902	
0.0242	-0.04729924	-0.0401074	0.3872902	
0.0244	-0.04728891	-0.0401074	0.3872902	
0.0246	-0.04727932	-0.0401074	0.3872902	
0.0248	-0.04727043	-0.0401074	0.3872902	
0.025	-0.04726219	-0.04360097	0.3872902	
0.0252	-0.04725455	-0.04360097	0.3872902	
0.0254	-0.04724748	-0.04360097	0.3872902	
0.0256	-0.04724094	-0.04360097	0.3872902	
0.0258	-0.0472349	-0.04360097	0.4117986	
0.026	-0.04722932	-0.04724017	0.4117986	
0.0262	-0.04722418	-0.04724017	0.4117986	
0.0264	-0.04721944	-0.04724017	0.4117986	
0.0266	-0.04721509	-0.04724017	0.4117986	
0.0268	-0.04721108	-0.04724017	0.4117986	
0.027	-0.04720742	-0.05102498	0.4117986	
0.0272	-0.04720405	-0.05102498	0.4117986	
0.0274	-0.04720099	-0.05102498	0.4117986	
0.0276	-0.04719819	-0.05102498	0.4117986	
0.0278	-0.04719564	-0.05102498	0.4353267	
0.028	-0.04719334	-0.05495538	0.4353267	
0.0282	-0.04719125	-0.05495538	0.4353267	
0.0284	-0.04718938	-0.05495538	0.4353267	
0.0286	-0.04718769	-0.05495538	0.4353267	
0.0288	-0.0471862	-0.05495538	0.4353267	
0.029	-0.04718486	-0.05903131	0.4353267	
0.0292	-0.04718369	-0.05903131	0.4353267	
0.0294	-0.04718267	-0.05903131	0.4353267	
0.0296	-0.04718179	-0.05903131	0.4353267	
0.0298	-0.04718103	-0.05903131	0.4579136	
0.03	-0.0471804	-0.06325272	0.4579136	
0.0302	-0.0470436	-0.06325272	0.4579136	
0.0304	-0.04691621	-0.06325272	0.4579136	
0.0306	-0.04679756	-0.06325272	0.4579136	
0.0308	-0.04668704	-0.06325272	0.4579136	
0.031	-0.04658408	-0.0676196	0.4579136	
0.0312	-0.04648815	-0.0676196	0.4579136	
0.0314	-0.04639877	-0.0676196	0.4579136	
0.0316	-0.04631547	-0.0676196	0.4579136	
0.0318	-0.04623785	-0.0676196	0.479597	
0.032	-0.04616552	-0.07213187	0.479597	
0.0322	-0.04609811	-0.07213187	0.479597	
0.0324	-0.04603529	-0.07213187	0.479597	
0.0326	-0.04597675	-0.07213187	0.479597	
0.0328	-0.04592219	-0.07213187	0.479597	
0.033	-0.04587137	-0.07678948	0.479597	
0.0332	-0.045824	-0.07678948	0.479597	
0.0334	-0.04577988	-0.07678948	0.479597	
0.0336	-0.04573878	-0.07678948	0.479597	
0.0338	-0.0457005	-0.07678948	0.5004131	
0.034	-0.04566485	-0.08159238	0.5004131	
0.0342	-0.04563167	-0.08159238	0.5004131	
0.0344	-0.04560077	-0.08159238	0.5004131	
0.0346	-0.04557202	-0.08159238	0.5004131	
0.0348	-0.04554527	-0.08159238	0.5004131	
0.035	-0.04552039	-0.08654051	0.5004131	
0.0352	-0.04549725	-0.08654051	0.5004131	
0.0354	-0.04547575	-0.08654051	0.5004131	
0.0356	-0.04545577	-0.08654051	0.5004131	
0.0358	-0.04543722	-0.08654051	0.5203966	
0.036	-0.04541999	-0.09163377	0.5203966	
0.0362	-0.04540401	-0.09163377	0.5203966	
0.0364	-0.0453892	-0.09163377	0.5203966	
0.0366	-0.04537547	-0.09163377	0.5203966	
0.0368	-0.04536275	-0.09163377	0.5203966	
0.037	-0.04535099	-0.09687211	0.5203966	
0.0372	-0.04534011	-0.09687211	0.5203966	
0.0374	-0.04533006	-0.09687211	0.5203966	
0.0376	-0.04532078	-0.09687211	0.5203966	
0.0378	-0.04531223	-0.09687211	0.5395807	
0.038	-0.04530436	-0.1022555	0.5395807	
0.0382	-0.04529712	-0.1022555	0.5395807	
0.0384	-0.04529048	-0.1022555	0.5395807	
0.0386	-0.04528439	-0.1022555	0.5395807	
0.0388	-0.04527881	-0.1022555	0.5395807	
0.039	-0.04527372	-0.1077837	0.5395807	
0.0392	-0.04526909	-0.1077837	0.5395807	
0.0394	-0.04526488	-0.1077837	0.5395807	
0.0396	-0.04526106	-0.1077837	0.5395807	
0.0398	-0.04525761	-0.1077837	0.5579975	
0.04	-0.04525451	-0.1134568	0.5579975	
0.0402	-0.04525173	-0.1134568	0.5579975	
0.0404	-0.04524926	-0.1134568	0.5579975	
0.0406	-0.04524707	-0.1134568	0.5579975	
0.0408	-0.04524515	-0.1134568	0.5579975	
0.041	-0.04524347	-0.1192746	0.5579975	
0.0412	-0.04524202	-0.1192746	0.5579975	
0.0414	-0.04524079	-0.1192746	0.5579975	
0.0416	-0.04523977	-0.1192746	0.5579975	
0.0418	-0.04523893	-0.1192746	0.5756776	
0.042	-0.04523828	-0.125237	0.5756776	
0.0422	-0.04523778	-0.125237	0.5756776	
0.0424	-0.04523744	-0.125237	0.5756776	
0.0426	-0.04523724	-0.125237	0.5756776	
0.0428	-0.04523718	-0.125237	0.5756776	
0.043	-0.04523725	-0.1313438	0.5756776	
0.0432	-0.04523744	-0.1313438	0.5756776	
0.0434	-0.04508508	-0.1313438	0.5756776	
0.0436	-0.04494334	-0.1313438	0.5756776	
0.0438	-0.04481145	-0.1313438	0.5926505	
0.044	-0.04468871	-0.1375951	0.5926505	
0.0442	-0.04457446	-0.1375951	0.5926505	
0.0444	-0.04446811	-0.1375951	0.5926505	
0.0446	-0.0443691	-0.1375951	0.5926505	
0.0448	-0.04427692	-0.1375951	0.5926505	
0.045	-0.0441911	-0.1439906	0.5926505	
0.0452	-0.0441112	-0.1439906	0.5926505	
0.0454	-0.04403681	-0.1439906	0.5926505	
0.0456	-0.04396755	-0.1439906	0.5926505	
0.0458	-0.04390306	-0.1439906	0.6089445	
0.046	-0.04384303	-0.1505302	0.6089445	
0.0462	-0.04378716	-0.1505302	0.6089445	
0.0464	-0.04373515	-0.1505302	0.6089445	
0.0466	-0.04368676	-0.1505302	0.6089445	
0.0468	-0.04364173	-0.1505302	0.6089445	
0.047	-0.04359985	-0.1572137	0.6089445	
0.0472	-0.04356089	-0.1572137	0.6089445	
0.0474	-0.04352468	-0.1572137	0.6089445	
0.0476	-0.04349102	-0.1572137	0.6089445	
0.0478	-0.04345974	-0.1572137	0.6245867	
0.048	-0.04343069	-0.164041	0.6245867	
0.0482	-0.04340372	-0.164041	0.6245867	
0.0484	-0.04337868	-0.164041	0.6245867	
0.0486	-0.04335547	-0.164041	0.6245867	
0.0488	-0.04333394	-0.164041	0.6245867	
0.049	-0.043314	-0.1710119	0.6245867	
0.0492	-0.04329554	-0.1710119	0.6245867	
0.0494	-0.04327845	-0.1710119	0.6245867	
0.0496	-0.04326266	-0.1710119	0.6245867	
0.0498	-0.04324808	-0.1710119	0.6396032	
0.05	-0.04323462	-0.1781263	0.6396032	
0.0502	-0.04322222	-0.1781263	0.6396032	
0.0504	-0.04321079	-0.1781263	0.6396032	
0.0506	-0.04320029	-0.1781263	0.6396032	
0.0508	-0.04319065	-0.1781263	0.6396032	
0.051	-0.04318181	-0.1853839	0.6396032	
0.0512	-0.04317373	-0.1853839	0.6396032	
0.0514	-0.04316635	-0.1853839	0.6396032	
0.0516	-0.04315963	-0.1853839	0.6396032	
0.0518	-0.04315351	-0.1853839	0.6540191	
0.052	-0.04314798	-0.1927846	0.6540191	
0.0522	-0.04314298	-0.1927846	0.6540191	
0.0524	-0.04313849	-0.1927846	0.6540191	
0.0526	-0.04313446	-0.1927846	0.6540191	
0.0528	-0.04313087	-0.1927846	0.6540191	
0.053	-0.04312769	-0.200328	0.6540191	
0.0532	-0.0431249	-0.200328	0.6540191	
0.0534	-0.04312246	-0.200328	0.6540191	
0.0536	-0.04312037	-0.200328	0.6540191	
0.0538	-0.04311858	-0.200328	0.6678584	
0.054	-0.04311709	-0.2080141	0.6678584	
0.0542	-0.04311587	-0.2080141	0.6678584	
0.0544	-0.04311491	-0.2080141	0.6678584	
0.0546	-0.04311419	-0.2080141	0.6678584	
0.0548	-0.04311369	-0.2080141	0.6678584	
0.055	-0.04311341	-0.2158426	0.6678584	
0.0552	-0.04311332	-0.2158426	0.6678584	
0.0554	-0.04311341	-0.2158426	0.6678584	
0.0556	-0.04311368	-0.2158426	0.6678584	
0.0558	-0.0431141	-0.2158426	0.681144	
0.056	-0.04311468	-0.2238131	0.681144	
0.0562	-0.0431154	-0.2238131	0.681144	
0.0564	-0.04311624	-0.2238131	0.681144	
0.0566	-0.04311721	-0.2238131	0.681144	
0.0568	-0.04311829	-0.2238131	0.681144	
0.057	-0.04295706	-0.2319255	0.681144	
0.0572	-0.04280719	-0.2319255	0.681144	
0.0574	-0.04266785	-0.2319255	0.681144	
0.0576	-0.04253829	-0.2319255	0.681144	
0.0578	-0.04241781	-0.2319255	0.6938982	
0.058	-0.04230574	-0.2401795	0.6938982	
0.0582	-0.0422015	-0.2401795	0.6938982	
0.0584	-0.04210454	-0.2401795	0.6938982	
0.0586	-0.04201435	-0.2401795	0.6938982	
0.0588	-0.04193045	-0.2401795	0.6938982	
0.059	-0.0418524	-0.2485747	0.6938982	
0.0592	-0.04177981	-0.2485747	0.6938982	
0.0594	-0.0417123	-0.2485747	0.6938982	
0.0596	-0.04164951	-0.2485747	0.6938982	
0.0598	-0.04159113	-0.2485747	0.7061422	
0.06	-0.04153686	-0.2571109	0.7061422	
0.0602	-0.04148641	-0.2571109	0.7061422	
0.0604	-0.04143954	-0.2571109	0.7061422	
0.0606	-0.04139599	-0.2571109	0.7061422	
0.0608	-0.04135555	-0.2571109	0.7061422	
0.061	-0.041318	-0.2657877	0.7061422	
0.0612	-0.04128316	-0.2657877	0.7061422	
0.0614	-0.04125085	-0.2657877	0.7061422	
0.0616	-0.04122088	-0.2657877	0.7061422	
0.0618	-0.04119312	-0.2657877	0.7178966	
0.062	-0.04116741	-0.2746048	0.7178966	
0.0622	-0.04114362	-0.2746048	0.7178966	
0.0624	-0.04112162	-0.2746048	0.7178966	
0.0626	-0.04110129	-0.2746048	0.7178966	
0.0628	-0.04108252	-0.2746048	0.7178966	
0.063	-0.04106522	-0.2835618	0.7178966	
0.0632	-0.04104927	-0.2835618	0.7178966	
0.0634	-0.0410346	-0.2835618	0.7178966	
0.0636	-0.04102112	-0.2835618	0.7178966	
0.0638	-0.04100875	-0.2835618	0.7291807	
0.064	-0.04099742	-0.2926585	0.7291807	
0.0642	-0.04098707	-0.2926585	0.7291807	
0.06439999	-0.04097762	-0.2926585	0.7291807	
0.0646	-0.04096903	-0.2926585	0.7291807	
0.0648	-0.04096122	-0.2926585	0.7291807	
0.065	-0.04095415	-0.3018943	0.7291807	
0.0652	-0.04094778	-0.3018943	0.7291807	
0.0654	-0.04094206	-0.3018943	0.7291807	
0.0656	-0.04093695	-0.3018943	0.7291807	
0.0658	-0.0409324	-0.3018943	0.7400135	
0.066	-0.04092839	-0.3112688	0.7400135	
0.0662	-0.04092487	-0.3112688	0.7400135	
0.0664	-0.04092181	-0.3112688	0.7400135	
0.06659999	-0.04091918	-0.3112688	0.7400135	
0.0668	-0.04091696	-0.3112688	0.7400135	
0.067	-0.04091512	-0.3207816	0.7400135	
0.0672	-0.04091363	-0.3207816	0.7400135	
0.0674	-0.04091248	-0.3207816	0.7400135	
0.0676	-0.04091163	-0.3207816	0.7400135	
0.0678	-0.04091107	-0.3207816	0.7504129	
0.068	-0.04091078	-0.3304324	0.7504129	
0.0682	-0.04091075	-0.3304324	0.7504129	
0.0684	-0.04091095	-0.3304324	0.7504129	
0.0686	-0.04091138	-0.3304324	0.7504129	
0.06879999	-0.04091201	-0.3304324	0.7504129	
0.069	-0.04091283	-0.3402206	0.7504129	
0.0692	-0.04091384	-0.3402206	0.7504129	
0.0694	-0.04091501	-0.3402206	0.7504129	
0.0696	-0.04091634	-0.3402206	0.7504129	
0.0698	-0.04091782	-0.3402206	0.7603964	
0.07	-0.04091944	-0.3501458	0.7603964	
0.0702	-0.04092119	-0.3501458	0.7603964	
0.0704	-0.04092306	-0.3501458	0.7603964	
0.0706	-0.04092503	-0.3501458	0.7603964	
0.0708	-0.04076022	-0.3501458	0.7603964	
0.07099999	-0.04060715	-0.3602073	0.7603964	
0.0712	-0.04046496	-0.3602073	0.7603964	
0.0714	-0.04033285	-0.3602073	0.7603964	
0.0716	-0.0402101	-0.3602073	0.7603964	
0.0718	-0.04009602	-0.3602073	0.7699805	
0.072	-0.03999	-0.3704048	0.7699805	
0.0722	-0.03989146	-0.3704048	0.7699805	
0.0724	-0.03979989	-0.3704048	0.7699805	
0.0726	-0.03971478	-0.3704048	0.7699805	
0.0728	-0.03963568	-0.3704048	0.7699805	
0.073	-0.03956219	-0.3807377	0.7699805	
0.07319999	-0.0394939	-0.3807377	0.7699805	
0.0734	-0.03943047	-0.3807377	0.7699805	
0.0736	-0.03937156	-0.3807377	0.7699805	
0.0738	-0.03931686	-0.3807377	0.7791814	
0.074	-0.03926608	-0.3912053	0.7791814	
0.0742	-0.03921895	-0.3912053	0.7791814	
0.0744	-0.03917524	-0.3912053	0.7791814	
0.0746	-0.0391347	-0.3912053	0.7791814	
0.0748	-0.03909714	-0.3912053	0.7791814	
0.075	-0.03906234	-0.4018072	0.7791814	
0.0752	-0.03903012	-0.4018072	0.7791814	
0.07539999	-0.03900031	-0.4018072	0.7791814	
0.0756	-0.03897274	-0.4018072	0.7791814	
0.0758	-0.03894728	-0.4018072	0.7880141	
0.076	-0.03892378	-0.4125427	0.7880141	
0.0762	-0.03890211	-0.4125427	0.7880141	
0.0764	-0.03888214	-0.4125427	0.7880141	
0.0766	-0.03886378	-0.4125427	0.7880141	
0.0768	-0.03884691	-0.4125427	0.7880141	
0.077	-0.03883142	-0.4234111	0.7880141	
0.0772	-0.03881725	-0.4234111	0.7880141	
0.0774	-0.03880428	-0.4234111	0.7880141	
0.07759999	-0.03879246	-0.4234111	0.7880141	
0.0778	-0.03878169	-0.4234111	0.7964935	
0.078	-0.03877192	-0.4344118	0.7964935	
0.0782	-0.03876308	-0.4344118	0.7964935	
0.0784	-0.0387551	-0.4344118	0.7964935	
0.0786	-0.03874794	-0.4344118	0.7964935	
0.0788	-0.03874153	-0.4344118	0.7964935	
0.079	-0.03873583	-0.4455442	0.7964935	
0.0792	-0.0387308	-0.4455442	0.7964935	
0.0794	-0.03872638	-0.4455442	0.7964935	
0.0796	-0.03872254	-0.4455442	0.7964935	
0.07979999	-0.03871924	-0.4455442	0.8046338	
0.08	-0.03871645	-0.4568073	0.8046338	
0.0802	-0.03871413	-0.4568073	0.8046338	
0.0804	-0.03871225	-0.4568073	0.8046338	
0.0806	-0.03871078	-0.4568073	0.8046338	
0.0808	-0.0387097	-0.4568073	0.8046338	
0.081	-0.03870899	-0.4682008	0.8046338	
0.0812	-0.03870861	-0.4682008	0.8046338	
0.0814	-0.03870855	-0.4682008	0.8046338	
0.0816	-0.03870878	-0.4682008	0.8046338	
0.0818	-0.03870929	-0.4682008	0.8124484	
0.08199999	-0.03871005	-0.4797235	0.8124484	
0.0822	-0.03871106	-0.4797235	0.8124484	
0.0824	-0.03871229	-0.4797235	0.8124484	
0.0826	-0.03871374	-0.4797235	0.8124484	
0.0828	-0.03871538	-0.4797235	0.8124484	
0.083	-0.0387172	-0.491375	0.8124484	
0.0832	-0.0387192	-0.491375	0.8124484	
0.0834	-0.03872136	-0.491375	0.8124484	
0.0836	-0.03872367	-0.491375	0.8124484	
0.0838	-0.03872612	-0.491375	0.8199505	
0.084	-0.0387287	-0.5031543	0.8199505	
0.08419999	-0.03873141	-0.5031543	0.8199505	
0.0844	-0.03873423	-0.5031543	0.8199505	
0.0846	-0.03856976	-0.5031543	0.8199505	
0.0848	-0.03841713	-0.5031543	0.8199505	
0.085	-0.03827546	-0.5150605	0.8199505	
0.0852	-0.03814394	-0.5150605	0.8199505	
0.0854	-0.03802184	-0.5150605	0.8199505	
0.0856	-0.03790845	-0.5150605	0.8199505	
0.0858	-0.03780317	-0.5150605	0.8271524	
0.086	-0.03770541	-0.5270928	0.8271524	
0.0862	-0.03761463	-0.5270928	0.8271524	
0.08639999	-0.03753035	-0.5270928	0.8271524	
0.0866	-0.03745209	-0.5270928	0.8271524	
0.08679999	-0.03737945	-0.5270928	0.8271524	
0.087	-0.03731204	-0.5392504	0.8271524	
0.0872	-0.03724949	-0.5392504	0.8271524	
0.0874	-0.03719146	-0.5392504	0.8271524	
0.0876	-0.03713765	-0.5392504	0.8271524	
0.0878	-0.03708776	-0.5392504	0.8340663	
0.088	-0.03704154	-0.5515324	0.8340663	
0.0882	-0.03699873	-0.5515324	0.8340663	
0.0884	-0.0369591	-0.5515324	0.8340663	
0.08859999	-0.03692243	-0.5515324	0.8340663	
0.0888	-0.03688854	-0.5515324	0.8340663	
0.08899999	-0.03685722	-0.5639377	0.8340663	
0.0892	-0.03682831	-0.5639377	0.8340663	
0.0894	-0.03680165	-0.5639377	0.8340663	
0.0896	-0.03677708	-0.5639377	0.8340663	
0.0898	-0.03675448	-0.5639377	0.8407037	
0.09	-0.03673371	-0.5764654	0.8407037	
0.0902	-0.03671464	-0.5764654	0.8407037	
0.0904	-0.03669717	-0.5764654	0.8407037	
0.0906	-0.03668119	-0.5764654	0.8407037	
0.09079999	-0.0366666	-0.5764654	0.8407037	
0.091	-0.03665331	-0.5891145	0.8407037	
0.09119999	-0.03664124	-0.5891145	0.8407037	
0.0914	-0.0366303	-0.5891145	0.8407037	
0.0916	-0.03662042	-0.5891145	0.8407037	
0.0918	-0.03661153	-0.5891145	0.8470756	
0.092	-0.03660356	-0.6018839	0.8470756	
0.0922	-0.03659646	-0.6018839	0.8470756	
0.0924	-0.03659017	-0.6018839	0.8470756	
0.0926	-0.03658464	-0.6018839	0.8470756	
0.0928	-0.03657981	-0.6018839	0.8470756	
0.09299999	-0.03657565	-0.6147727	0.8470756	
0.0932	-0.0365721	-0.6147727	0.8470756	
0.09339999	-0.03656913	-0.6147727	0.8470756	
0.0936	-0.0365667	-0.6147727	0.8470756	
0.0938	-0.03656477	-0.6147727	0.8531926	
0.094	-0.03656332	-0.6277797	0.8531926	
0.0942	-0.03656231	-0.6277797	0.8531926	
0.0944	-0.03656171	-0.6277797	0.8531926	
0.0946	-0.0365615	-0.6277797	0.8531926	
0.0948	-0.03656164	-0.6277797	0.8531926	
0.095	-0.03656213	-0.6409037	0.8531926	
0.09519999	-0.03656293	-0.6409037	0.8531926	
0.0954	-0.03656402	-0.6409037	0.8531926	
0.09559999	-0.03656539	-0.6409037	0.8531926	
0.0958	-0.03656701	-0.6409037	0.8590649	
0.096	-0.03656888	-0.6541437	0.8590649	
0.0962	-0.03657097	-0.6541437	0.8590649	
0.0964	-0.03657327	-0.6541437	0.8590649	
0.0966	-0.03657577	-0.6541437	0.8590649	
0.0968	-0.03657845	-0.6541437	0.8590649	
0.097	-0.03658131	-0.6674985	0.8590649	
0.0972	-0.03658432	-0.6674985	0.8590649	
0.09739999	-0.03658749	-0.6674985	0.8590649	
0.0976	-0.03659079	-0.6674985	0.8590649	
0.09779999	-0.03659423	-0.6674985	0.8647023	
0.098	-0.03659779	-0.6809668	0.8647023	
0.0982	-0.03660146	-0.6809668	0.8647023	
0.0984	-0.03644034	-0.6809668	0.8647023	
0.0986	-0.03629093	-0.6809668	0.8647023	
0.0988	-0.03615236	-0.6809668	0.8647023	
0.099	-0.03602382	-0.6945474	0.8647023	
0.0992	-0.03590457	-0.6945474	0.8647023	
0.0994	-0.03579394	-0.6945474	0.8647023	
0.09959999	-0.0356913	-0.6945474	0.8647023	
0.0998	-0.03559608	-0.6945474	0.8701142	
0.09999999	-0.03550774	-0.708239	0.8701142	
0.1002	-0.0354258	-0.708239	0.8701142	
0.1004	-0.03534981	-0.708239	0.8701142	
0.1006	-0.03527934	-0.708239	0.8701142	
0.1008	-0.03521402	-0.708239	0.8701142	
0.101	-0.03515348	-0.7220404	0.8701142	
0.1012	-0.0350974	-0.7220404	0.8701142	
0.1014	-0.03504546	-0.7220404	0.8701142	
0.1016	-0.03499738	-0.7220404	0.8701142	
0.1018	-0.03495291	-0.7220404	0.8753096	
0.102	-0.03491179	-0.7359502	0.8753096	
0.1022	-0.03487379	-0.7359502	0.8753096	
0.1024	-0.03483871	-0.7359502	0.8753096	
0.1026	-0.03480635	-0.7359502	0.8753096	
0.1028	-0.03477653	-0.7359502	0.8753096	
0.103	-0.03474907	-0.749967	0.8753096	
0.1032	-0.03472381	-0.749967	0.8753096	
0.1034	-0.03470062	-0.749967	0.8753096	
0.1036	-0.03467936	-0.749967	0.8753096	
0.1038	-0.03465988	-0.749967	0.8802973	
0.104	-0.03464209	-0.7640895	0.8802973	
0.1042	-0.03462586	-0.7640895	0.8802973	
0.1044	-0.03461109	-0.7640895	0.8802973	
0.1046	-0.03459769	-0.7640895	0.8802973	
0.1048	-0.03458557	-0.7640895	0.8802973	
0.105	-0.03457464	-0.7783161	0.8802973	
0.1052	-0.03456482	-0.7783161	0.8802973	
0.1054	-0.03455604	-0.7783161	0.8802973	
0.1056	-0.03454823	-0.7783161	0.8802973	
0.1058	-0.03454133	-0.7783161	0.8850854	
0.106	-0.03453529	-0.7926456	0.8850854	
0.1062	-0.03453004	-0.7926456	0.8850854	
0.1064	-0.03452552	-0.7926456	0.8850854	
0.1066	-0.03452171	-0.7926456	0.8850854	
0.1068	-0.03451854	-0.7926456	0.8850854	
0.107	-0.03451597	-0.8070762	0.8850854	
0.1072	-0.03451398	-0.8070762	0.8850854	
0.1074	-0.03451251	-0.8070762	0.8850854	
0.1076	-0.03451154	-0.8070762	0.8850854	
0.1078	-0.03451103	-0.8070762	0.8896819	
0.108	-0.03451095	-0.8216067	0.8896819	
0.1082	-0.03451128	-0.8216067	0.8896819	
0.1084	-0.03451198	-0.8216067	0.8896819	
0.1086	-0.03451304	-0.8216067	0.8896819	
0.1088	-0.03451443	-0.8216067	0.8896819	
0.109	-0.03451613	-0.8362353	0.8896819	
0.1092	-0.03451811	-0.8362353	0.8896819	
0.1094	-0.03452037	-0.8362353	0.8896819	
0.1096	-0.03452288	-0.8362353	0.8896819	
