Time	Rotation	
0	0	
0.001	0	
0.002	7.351422E-08	
0.003	7.351422E-08	
0.004	7.351422E-08	
0.005	7.351422E-08	
0.006	7.351422E-08	
0.007	7.351422E-08	
0.008	7.351422E-08	
0.009000001	7.351422E-08	
0.01	7.351422E-08	
0.011	7.351422E-08	
0.012	7.351422E-08	
0.013	7.351422E-08	
0.014	7.351422E-08	
0.015	7.351422E-08	
0.016	7.351422E-08	
0.017	7.351422E-08	
0.018	7.351422E-08	
0.019	7.351422E-08	
0.02	7.351422E-08	
0.021	7.351422E-08	
0.022	7.351422E-08	
0.023	7.351422E-08	
0.024	7.351422E-08	
0.025	7.351422E-08	
0.026	7.351422E-08	
0.027	7.351422E-08	
0.028	7.351422E-08	
0.029	7.351422E-08	
0.03	7.351422E-08	
0.031	7.351422E-08	
0.032	7.351422E-08	
0.033	7.351422E-08	
0.034	7.351422E-08	
0.035	7.351422E-08	
0.036	7.351422E-08	
0.037	7.351422E-08	
0.038	7.351422E-08	
0.039	7.351422E-08	
0.04	7.351422E-08	
0.041	7.351422E-08	
0.042	7.351422E-08	
0.043	7.351422E-08	
0.044	7.351422E-08	
0.045	7.351422E-08	
0.046	7.351422E-08	
0.047	7.351422E-08	
0.048	7.351422E-08	
0.049	7.351422E-08	
0.05	7.351422E-08	
0.051	7.351422E-08	
0.052	7.351422E-08	
0.053	7.351422E-08	
0.054	7.351422E-08	
0.055	7.351422E-08	
0.056	7.351422E-08	
0.057	7.351422E-08	
0.058	7.351422E-08	
0.059	7.351422E-08	
0.06	7.351422E-08	
0.061	7.351422E-08	
0.062	7.351422E-08	
0.063	7.351422E-08	
0.064	7.351422E-08	
0.06500001	7.351422E-08	
0.066	7.351422E-08	
0.067	7.351422E-08	
0.068	7.351422E-08	
0.06900001	7.351422E-08	
0.07	7.351422E-08	
0.071	7.351422E-08	
0.072	7.351422E-08	
0.07300001	7.351422E-08	
0.074	7.351422E-08	
0.075	7.351422E-08	
0.07600001	7.351422E-08	
0.07700001	7.351422E-08	
0.078	7.351422E-08	
0.079	7.351422E-08	
0.08000001	7.351422E-08	
0.081	7.351422E-08	
0.082	7.351422E-08	
0.083	7.351422E-08	
0.08400001	7.351422E-08	
0.085	7.351422E-08	
0.086	7.351422E-08	
0.087	7.351422E-08	
0.08800001	7.351422E-08	
0.089	7.351422E-08	
0.09	7.351422E-08	
0.09100001	7.351422E-08	
0.09200001	7.351422E-08	
0.093	7.351422E-08	
0.094	7.351422E-08	
0.09500001	7.351422E-08	
0.096	7.351422E-08	
0.097	7.351422E-08	
0.098	7.351422E-08	
0.09900001	7.351422E-08	
0.1	7.351422E-08	
0.101	7.351422E-08	
0.102	7.351422E-08	
0.103	7.351422E-08	
0.104	7.351422E-08	
0.105	7.351422E-08	
0.106	7.351422E-08	
0.107	7.351422E-08	
0.108	7.351422E-08	
0.109	7.351422E-08	
0.11	7.351422E-08	
0.111	7.351422E-08	
0.112	7.351422E-08	
0.113	7.351422E-08	
0.114	7.351422E-08	
0.115	7.351422E-08	
0.116	7.351422E-08	
0.117	7.351422E-08	
0.118	7.351422E-08	
0.119	7.351422E-08	
0.12	7.351422E-08	
0.121	7.351422E-08	
0.122	7.351422E-08	
0.123	7.351422E-08	
0.124	7.351422E-08	
0.125	7.351422E-08	
0.126	7.351422E-08	
0.127	7.351422E-08	
0.128	7.351422E-08	
0.129	7.351422E-08	
0.13	7.351422E-08	
0.131	7.351422E-08	
0.132	7.351422E-08	
0.133	7.351422E-08	
0.134	7.351422E-08	
0.135	7.351422E-08	
0.136	7.351422E-08	
0.137	7.351422E-08	
0.138	7.351422E-08	
0.139	7.351422E-08	
0.14	7.351422E-08	
0.141	7.351422E-08	
0.142	7.351422E-08	
0.143	7.351422E-08	
0.144	7.351422E-08	
0.145	7.351422E-08	
0.146	7.351422E-08	
0.147	7.351422E-08	
0.148	7.351422E-08	
0.149	7.351422E-08	
0.15	7.351422E-08	
0.151	7.351422E-08	
0.152	7.351422E-08	
0.153	7.351422E-08	
0.154	7.351422E-08	
0.155	7.351422E-08	
0.156	7.351422E-08	
0.157	7.351422E-08	
0.158	7.351422E-08	
0.159	7.351422E-08	
0.16	7.351422E-08	
0.161	7.351422E-08	
0.162	7.351422E-08	
0.163	7.351422E-08	
0.164	7.351422E-08	
0.165	7.351422E-08	
0.166	7.351422E-08	
0.167	7.351422E-08	
0.168	7.351422E-08	
0.169	7.351422E-08	
0.17	7.351422E-08	
0.171	7.351422E-08	
0.172	7.351422E-08	
0.173	7.351422E-08	
0.174	7.351422E-08	
0.175	7.351422E-08	
0.176	7.351422E-08	
0.177	7.351422E-08	
0.178	7.351422E-08	
0.179	7.351422E-08	
0.18	7.351422E-08	
0.181	7.351422E-08	
0.182	7.351422E-08	
0.183	7.351422E-08	
0.184	7.351422E-08	
0.185	7.351422E-08	
0.186	7.351422E-08	
0.187	7.351422E-08	
0.188	7.351422E-08	
0.189	7.351422E-08	
0.19	7.351422E-08	
0.191	7.351422E-08	
0.192	7.351422E-08	
0.193	7.351422E-08	
0.194	7.351422E-08	
0.195	7.351422E-08	
0.196	7.351422E-08	
0.197	7.351422E-08	
0.198	7.351422E-08	
0.199	7.351422E-08	
0.2	7.351422E-08	
0.201	7.351422E-08	
0.202	7.351422E-08	
0.203	7.351422E-08	
0.204	7.351422E-08	
0.205	7.351422E-08	
0.206	7.351422E-08	
0.207	7.351422E-08	
0.208	7.351422E-08	
0.209	7.351422E-08	
0.21	7.351422E-08	
0.211	7.351422E-08	
0.212	7.351422E-08	
0.213	7.351422E-08	
0.214	7.351422E-08	
0.215	7.351422E-08	
0.216	7.351422E-08	
0.217	7.351422E-08	
0.218	7.351422E-08	
0.219	7.351422E-08	
0.22	7.351422E-08	
0.221	7.351422E-08	
0.222	7.351422E-08	
0.223	7.351422E-08	
0.224	7.351422E-08	
0.225	7.351422E-08	
0.226	7.351422E-08	
0.227	7.351422E-08	
0.228	7.351422E-08	
0.229	7.351422E-08	
0.23	7.351422E-08	
0.231	7.351422E-08	
0.232	7.351422E-08	
0.233	7.351422E-08	
0.234	7.351422E-08	
0.235	7.351422E-08	
0.236	7.351422E-08	
0.237	7.351422E-08	
0.238	7.351422E-08	
0.239	7.351422E-08	
0.24	7.351422E-08	
0.241	7.351422E-08	
0.242	7.351422E-08	
0.243	7.351422E-08	
0.244	7.351422E-08	
0.245	7.351422E-08	
0.246	7.351422E-08	
0.247	7.351422E-08	
0.248	7.351422E-08	
0.249	7.351422E-08	
0.25	7.351422E-08	
0.251	7.351422E-08	
0.252	7.351422E-08	
0.253	7.351422E-08	
0.254	7.351422E-08	
0.255	7.351422E-08	
0.256	7.351422E-08	
0.257	7.351422E-08	
0.258	7.351422E-08	
0.259	7.351422E-08	
0.26	7.351422E-08	
0.261	7.351422E-08	
0.262	7.351422E-08	
0.263	7.351422E-08	
0.264	7.351422E-08	
0.265	7.351422E-08	
0.266	7.351422E-08	
0.267	7.351422E-08	
0.268	7.351422E-08	
0.269	7.351422E-08	
0.27	7.351422E-08	
0.271	7.351422E-08	
0.272	7.351422E-08	
0.273	7.351422E-08	
0.274	7.351422E-08	
0.275	7.351422E-08	
0.276	7.351422E-08	
0.277	7.351422E-08	
0.278	7.351422E-08	
0.279	7.351422E-08	
0.28	7.351422E-08	
0.281	7.351422E-08	
0.282	7.351422E-08	
0.283	7.351422E-08	
0.284	7.351422E-08	
0.285	7.351422E-08	
0.286	7.351422E-08	
0.287	7.351422E-08	
0.288	7.351422E-08	
0.289	7.351422E-08	
0.29	7.351422E-08	
0.291	7.351422E-08	
0.292	7.351422E-08	
0.293	7.351422E-08	
0.294	7.351422E-08	
0.295	7.351422E-08	
0.296	7.351422E-08	
0.297	7.351422E-08	
0.298	7.351422E-08	
0.299	7.351422E-08	
0.3	7.351422E-08	
0.301	7.351422E-08	
0.302	7.351422E-08	
0.303	7.351422E-08	
0.304	7.351422E-08	
0.305	7.351422E-08	
0.306	7.351422E-08	
0.307	7.351422E-08	
0.308	7.351422E-08	
0.309	7.351422E-08	
0.31	7.351422E-08	
0.311	7.351422E-08	
0.312	7.351422E-08	
0.313	7.351422E-08	
0.314	7.351422E-08	
0.315	7.351422E-08	
0.316	7.351422E-08	
0.317	7.351422E-08	
0.318	7.351422E-08	
0.319	7.351422E-08	
0.32	7.351422E-08	
0.321	7.351422E-08	
0.322	7.351422E-08	
