Time	A5	A6	A4	A1	A3	A2	PointerY	PointerZ	
1.765	-0.06999983	-0.06999925	-0.0699999	-0.06999925	-0.0699999	-0.06999983	0.5625444	-0.006603264	
1.766	-0.06999983	-0.06999925	-0.0699999	-0.06999925	-0.0699999	-0.06999983	0.5625228	-0.006628274	
1.767	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.562556	-0.006653278	
1.768	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625444	-0.006678294	
1.769	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625231	-0.006703306	
1.77	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625562	-0.006728304	
1.771	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625445	-0.006753317	
1.772	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625229	-0.006778326	
1.773	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.562556	-0.006803326	
1.774	-0.06999983	-0.06999925	-0.06999991	-0.06999925	-0.06999991	-0.06999983	0.5625445	-0.006828342	
1.775	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625231	-0.006853351	
1.776	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625562	-0.00687835	
1.777	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625445	-0.006903365	
1.778	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.562523	-0.006928374	
1.779	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625561	-0.006953373	
1.78	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625445	-0.006978388	
1.781	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625231	-0.007003397	
1.782	-0.06999983	-0.06999925	-0.06999992	-0.06999925	-0.06999992	-0.06999983	0.5625562	-0.007028396	
1.783	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625445	-0.007053411	
1.784	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625231	-0.00707842	
1.785	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625561	-0.007103418	
1.786	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625445	-0.007128434	
1.787	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625231	-0.007153443	
1.788	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625563	-0.007178441	
1.789	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625446	-0.007203456	
1.79	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625231	-0.007228465	
1.791	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625562	-0.007253463	
1.792	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625446	-0.007278477	
1.793	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625232	-0.007303485	
1.794	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625563	-0.007328484	
1.795	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625446	-0.007353498	
1.796	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625231	-0.007378506	
1.797	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625562	-0.007403504	
1.798	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625446	-0.007428519	
1.799	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625232	-0.007453527	
1.8	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625564	-0.007478525	
1.801	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625447	-0.007503539	
1.802	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625232	-0.007528547	
1.803	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625563	-0.007553545	
1.804	-0.06999983	-0.06999925	-0.06999993	-0.06999925	-0.06999993	-0.06999983	0.5625447	-0.00757856	
1.805	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625233	-0.007603568	
1.806	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625564	-0.007628566	
1.807	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625448	-0.007653581	
1.808	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625232	-0.007678588	
1.809	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625563	-0.007703587	
1.81	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625447	-0.007728601	
1.811	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625233	-0.007753609	
1.812	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625564	-0.007778607	
1.813	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625448	-0.007803618	
1.814	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625233	-0.007828626	
1.815	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625564	-0.007853623	
1.816	-0.06999983	-0.06999925	-0.06999994	-0.06999925	-0.06999994	-0.06999983	0.5625448	-0.007878638	
1.817	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625233	-0.007903646	
1.818	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625564	-0.007928643	
1.819	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625448	-0.007953658	
1.82	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625233	-0.007978667	
1.821	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625564	-0.008003664	
1.822	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625448	-0.008028677	
1.823	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625233	-0.008053684	
1.824	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625564	-0.008078685	
1.825	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625448	-0.008103697	
1.826	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625233	-0.008128704	
1.827	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625564	-0.008153702	
1.828	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625448	-0.008178717	
1.829	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625234	-0.008203724	
1.83	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625564	-0.008228722	
1.831	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625448	-0.008253737	
1.832	-0.06999983	-0.06999925	-0.06999995	-0.06999925	-0.06999995	-0.06999983	0.5625234	-0.008278745	
1.833	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625564	-0.008303745	
1.834	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625448	-0.008328761	
1.835	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625234	-0.008353769	
1.836	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625564	-0.008378767	
1.837	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625448	-0.008403784	
1.838	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625233	-0.008428792	
1.839	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625564	-0.00845379	
1.84	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625448	-0.008478806	
1.841	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625233	-0.008503814	
1.842	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625564	-0.008528813	
1.843	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625447	-0.008553825	
1.844	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625232	-0.008578834	
1.845	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625563	-0.008603831	
1.846	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625447	-0.008628848	
1.847	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625232	-0.008653857	
1.848	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625563	-0.008678854	
1.849	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625446	-0.008703872	
1.85	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625232	-0.00872888	
1.851	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625563	-0.008753876	
1.852	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625446	-0.008778891	
1.853	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625231	-0.008803899	
1.854	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625562	-0.008828897	
1.855	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625445	-0.008853913	
1.856	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625231	-0.008878923	
1.857	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625562	-0.00890392	
1.858	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625445	-0.008928936	
1.859	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625231	-0.008953947	
1.86	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625562	-0.008978943	
1.861	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625446	-0.009003961	
1.862	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625231	-0.00902897	
1.863	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625562	-0.009053969	
1.864	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625445	-0.009078986	
1.865	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625231	-0.009103996	
1.866	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625561	-0.009128994	
1.867	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625445	-0.009154011	
1.868	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.562523	-0.009179021	
1.869	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625561	-0.00920402	
1.87	-0.06999983	-0.06999925	-0.06999996	-0.06999925	-0.06999996	-0.06999983	0.5625445	-0.009229033	
1.871	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625231	-0.009254044	
1.872	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625561	-0.009279043	
1.873	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625445	-0.00930406	
1.874	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625231	-0.009329069	
1.875	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625561	-0.009354069	
1.876	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625445	-0.009379086	
1.877	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009404096	
1.878	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009429096	
1.879	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625443	-0.009454113	
1.88	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009479123	
1.881	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009504124	
1.882	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625443	-0.009529135	
1.883	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009554147	
1.884	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009579146	
1.885	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625444	-0.009604163	
1.886	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009629174	
1.887	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009654174	
1.888	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625444	-0.009679191	
1.889	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009704203	
1.89	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009729203	
1.891	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625444	-0.00975422	
1.892	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009779233	
1.893	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009804232	
1.894	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625444	-0.009829246	
1.895	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.5625229	-0.009854256	
1.896	-0.06999983	-0.06999925	-0.06999997	-0.06999925	-0.06999997	-0.06999983	0.562556	-0.009879258	
1.897	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.009904272	
1.898	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625229	-0.009929282	
1.899	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562556	-0.00995428	
1.9	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.009979299	
1.901	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625229	-0.01000431	
1.902	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562556	-0.01002931	
1.903	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.01005433	
1.904	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625229	-0.01007934	
1.905	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562556	-0.01010434	
1.906	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.01012936	
1.907	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625229	-0.01015437	
1.908	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562556	-0.01017937	
1.909	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.01020439	
1.91	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625229	-0.0102294	
1.911	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562556	-0.0102544	
1.912	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625444	-0.01027941	
1.913	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562523	-0.01030442	
1.914	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625561	-0.01032942	
1.915	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.01035444	
1.916	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562523	-0.01037946	
1.917	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625561	-0.01040446	
1.918	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.01042947	
1.919	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562523	-0.01045448	
1.92	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625561	-0.01047948	
1.921	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.0105045	
1.922	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625231	-0.01052951	
1.923	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625562	-0.01055451	
1.924	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.01057953	
1.925	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.562523	-0.01060454	
1.926	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625561	-0.01062954	
1.927	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.01065456	
1.928	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625231	-0.01067957	
1.929	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625562	-0.01070457	
1.93	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625445	-0.01072959	
1.931	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625231	-0.0107546	
1.932	-0.06999983	-0.06999925	-0.06999998	-0.06999925	-0.06999998	-0.06999983	0.5625561	-0.0107796	
1.933	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01080462	
1.934	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01082964	
1.935	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625563	-0.01085464	
1.936	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01087965	
1.937	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01090467	
1.938	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01092967	
1.939	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01095468	
1.94	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625232	-0.01097969	
1.941	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625563	-0.0110047	
1.942	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01102971	
1.943	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01105473	
1.944	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01107973	
1.945	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01110475	
1.946	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01112976	
1.947	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01115476	
1.948	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01117978	
1.949	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01120479	
1.95	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01122979	
1.951	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01125481	
1.952	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01127982	
1.953	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01130482	
1.954	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01132984	
1.955	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01135485	
1.956	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01137985	
1.957	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01140487	
1.958	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01142988	
1.959	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01145488	
1.96	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.0114799	
1.961	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01150491	
1.962	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01152991	
1.963	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01155493	
1.964	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01157994	
1.965	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01160495	
1.966	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.01162996	
1.967	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01165497	
1.968	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01167997	
1.969	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625446	-0.011705	
1.97	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01173001	
1.971	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01175501	
1.972	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01178003	
1.973	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01180504	
1.974	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625562	-0.01183004	
1.975	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01185506	
1.976	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01188008	
1.977	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625561	-0.01190508	
1.978	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.0119301	
1.979	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.562523	-0.01195511	
1.98	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625561	-0.01198011	
1.981	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01200513	
1.982	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01203014	
1.983	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625561	-0.01205514	
1.984	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01208016	
1.985	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625231	-0.01210517	
1.986	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625561	-0.01213017	
1.987	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625445	-0.01215519	
1.988	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625229	-0.0121802	
1.989	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.562556	-0.0122052	
1.99	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625443	-0.01223022	
1.991	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625229	-0.01225523	
1.992	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.562556	-0.01228024	
1.993	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625443	-0.01230525	
1.994	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625229	-0.01233026	
1.995	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.562556	-0.01235526	
1.996	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625444	-0.01238028	
1.997	-0.06999983	-0.06999925	-0.06999999	-0.06999925	-0.06999999	-0.06999983	0.5625229	-0.01240529	
