Time	Length	Position	2	
0	5	0	0	
0.001	4.999992	7.492222E-06	0	
0.002	4.999977	2.246919E-05	0	
0.003	4.999955	4.492336E-05	0	
0.004	4.999925	7.484712E-05	0	
0.005	4.999887	0.0001122328	0	
0.006	4.999843	0.0001570728	0	
0.007	4.99979	0.0002093593	0	
0.008	4.999731	0.0002690846	0	
0.009000001	4.999663	0.0003362409	0	
0.01	4.999588	0.0004108204	0	
0.011	4.999506	0.0004928153	0	
0.012	4.999417	0.0005822176	0	
0.013	4.999321	0.0006790196	0	
0.014	4.999216	0.0007832132	0	
0.015	4.999104	0.0008947906	0	
0.016	4.998986	0.001013744	0	
0.017	4.998859	0.001140065	0	
0.018	4.998726	0.001273745	0	
0.019	4.998585	0.001414778	0	
0.02	4.998436	0.001563153	0	
0.021	4.998281	0.001718865	0	
0.022	4.998117	0.001881904	0	
0.023	4.997947	0.002052261	0	
0.024	4.997769	0.00222993	0	
0.025	4.997585	0.002414902	0	
0.026	4.997392	0.002607168	0	
0.027	4.997193	0.00280672	0	
0.028	4.996986	0.00301355	0	
0.029	4.996772	0.003227649	0	
0.03	4.996551	0.00344901	0	
0.031	4.996322	0.003677624	0	
0.032	4.996086	0.003913482	0	
0.033	4.995843	0.004156576	0	
0.034	4.995593	0.004406897	0	
0.035	4.995335	0.004664437	0	
0.036	4.99507	0.004929187	0	
0.037	4.994798	0.005201139	0	
0.038	4.994519	0.005480285	0	
0.039	4.994233	0.005766615	0	
0.04	4.993939	0.006060121	0	
0.041	4.993639	0.006360794	0	
0.042	4.993331	0.006668626	0	
0.043	4.993016	0.006983608	0	
0.044	4.992694	0.007305732	0	
0.045	4.992364	0.007634987	0	
0.046	4.992028	0.007971366	0	
0.047	4.991684	0.00831486	0	
0.048	4.991334	0.008665459	0	
0.049	4.990976	0.009023156	0	
0.05	4.990612	0.009387941	0	
0.051	4.99024	0.009759805	0	
0.052	4.989861	0.01013874	0	
0.053	4.989475	0.01052473	0	
0.054	4.989082	0.01091778	0	
0.055	4.988682	0.01131787	0	
0.056	4.988275	0.011725	0	
0.057	4.98786	0.01213915	0	
0.058	4.987439	0.01256031	0	
0.059	4.987011	0.01298848	0	
0.06	4.986576	0.01342365	0	
0.061	4.986134	0.01386581	0	
0.062	4.985684	0.01431495	0	
0.063	4.985229	0.01477105	0	
0.064	4.984766	0.01523412	0	
0.06500001	4.984295	0.01570414	0	
0.066	4.983819	0.0161811	0	
0.067	4.983335	0.01666499	0	
0.068	4.982844	0.01715581	0	
0.06900001	4.982346	0.01765354	0	
0.07	4.981842	0.01815818	0	
0.071	4.98133	0.0186697	0	
0.072	4.980812	0.01918812	0	
0.07300001	4.980286	0.01971341	0	
0.074	4.979754	0.02024557	0	
0.075	4.979215	0.02078458	0	
0.07600001	4.978669	0.02133044	0	
0.07700001	4.978117	0.02188314	0	
0.078	4.977557	0.02244267	0	
0.079	4.976991	0.02300902	0	
0.08000001	4.976418	0.02358217	0	
0.081	4.975837	0.02416212	0	
0.082	4.975251	0.02474887	0	
0.083	4.974657	0.02534239	0	
0.08400001	4.974057	0.02594268	0	
0.085	4.97345	0.02654973	0	
0.086	4.972836	0.02716354	0	
0.087	4.972216	0.02778408	0	
0.08800001	4.971588	0.02841135	0	
0.089	4.970954	0.02904535	0	
0.09	4.970314	0.02968605	0	
0.09100001	4.969666	0.03033346	0	
0.09200001	4.969012	0.03098755	0	
0.093	4.968351	0.03164833	0	
0.094	4.967684	0.03231578	0	
0.09500001	4.96701	0.03298989	0	
0.096	4.966329	0.03367065	0	
0.097	4.965641	0.03435805	0	
0.098	4.964947	0.03505208	0	
0.09900001	4.964247	0.03575273	0	
0.1	4.96354	0.03645999	0	
0.101	4.962826	0.03717386	0	
0.102	4.962105	0.03789431	0	
0.103	4.961378	0.03862134	0	
0.104	4.960645	0.03935494	0	
0.105	4.959904	0.0400951	0	
0.106	4.959158	0.04084181	0	
0.107	4.958405	0.04159505	0	
0.108	4.957644	0.04235483	0	
0.109	4.956878	0.04312112	0	
0.11	4.956106	0.04389392	0	
0.111	4.955326	0.04467322	0	
0.112	4.954541	0.04545901	0	
0.113	4.953748	0.04625127	0	
0.114	4.95295	0.04705	0	
0.115	4.952144	0.04785518	0	
0.116	4.951333	0.04866681	0	
0.117	4.950515	0.04948487	0	
0.118	4.94969	0.05030936	0	
0.119	4.948859	0.05114026	0	
0.12	4.948022	0.05197756	0	
0.121	4.947178	0.05282125	0	
0.122	4.946328	0.05367133	0	
0.123	4.945472	0.05452777	0	
0.124	4.944609	0.05539058	0	
0.125	4.94374	0.05625974	0	
0.126	4.942864	0.05713523	0	
0.127	4.941982	0.05801705	0	
0.128	4.941094	0.05890519	0	
0.129	4.9402	0.05979964	0	
0.13	4.939299	0.06070038	0	
0.131	4.938392	0.06160741	0	
0.132	4.937479	0.06252071	0	
0.133	4.936559	0.06344027	0	
0.134	4.935634	0.06436609	0	
0.135	4.934701	0.06529815	0	
0.136	4.933763	0.06623644	0	
0.137	4.932818	0.06718095	0	
0.138	4.931868	0.06813166	0	
0.139	4.930911	0.06908858	0	
0.14	4.929948	0.07005168	0	
0.141	4.928978	0.07102095	0	
0.142	4.928003	0.07199639	0	
0.143	4.927022	0.07297798	0	
0.144	4.926034	0.07396572	0	
0.145	4.92504	0.07495959	0	
0.146	4.92404	0.07595958	0	
0.147	4.923034	0.07696567	0	
0.148	4.922022	0.07797787	0	
0.149	4.921003	0.07899614	0	
0.15	4.919979	0.0800205	0	
0.151	4.918949	0.08105092	0	
0.152	4.917912	0.0820874	0	
0.153	4.91687	0.08312991	0	
0.154	4.915821	0.08417846	0	
0.155	4.914766	0.08523302	0	
0.156	4.913706	0.08629359	0	
0.157	4.912639	0.08736016	0	
0.158	4.911567	0.08843271	0	
0.159	4.910488	0.08951125	0	
0.16	4.909404	0.09059574	0	
0.161	4.908313	0.09168618	0	
0.162	4.907217	0.09278256	0	
0.163	4.906115	0.09388487	0	
0.164	4.905006	0.0949931	0	
0.165	4.903893	0.09610723	0	
0.166	4.902772	0.09722725	0	
0.167	4.901646	0.09835316	0	
0.168	4.900515	0.09948494	0	
0.169	4.899377	0.1006226	0	
0.17	4.898233	0.1017661	0	
0.171	4.897084	0.1029154	0	
0.172	4.895929	0.1040705	0	
0.173	4.894768	0.1052315	0	
0.174	4.893601	0.1063982	0	
0.175	4.892429	0.1075708	0	
0.176	4.891251	0.1087491	0	
0.177	4.890066	0.1099332	0	
0.178	4.888876	0.1111231	0	
0.179	4.887681	0.1123186	0	
0.18	4.886479	0.11352	0	
0.181	4.885273	0.114727	0	
0.182	4.88406	0.1159398	0	
0.183	4.882841	0.1171582	0	
0.184	4.881617	0.1183823	0	
0.185	4.880387	0.1196121	0	
0.186	4.879152	0.1208476	0	
0.187	4.877911	0.1220887	0	
0.188	4.876664	0.1233355	0	
0.189	4.875412	0.1245878	0	
0.19	4.874154	0.1258458	0	
0.191	4.87289	0.1271094	0	
0.192	4.871621	0.1283786	0	
0.193	4.870346	0.1296533	0	
0.194	4.869066	0.1309336	0	
0.195	4.86778	0.1322195	0	
0.196	4.866488	0.1335109	0	
0.197	4.865191	0.1348078	0	
0.198	4.863889	0.1361103	0	
0.199	4.862581	0.1374183	0	
0.2	4.861268	0.1387317	0	
0.201	4.859949	0.1400506	0	
0.202	4.858624	0.141375	0	
0.203	4.857295	0.1427049	0	
0.204	4.855959	0.1440402	0	
0.205	4.854619	0.1453809	0	
0.206	4.853272	0.1467271	0	
0.207	4.851921	0.1480787	0	
0.208	4.850564	0.1494356	0	
0.209	4.849202	0.1507979	0	
0.21	4.847834	0.1521657	0	
0.211	4.846461	0.1535387	0	
0.212	4.845082	0.1549172	0	
0.213	4.843699	0.1563009	0	
0.214	4.842309	0.15769	0	
0.215	4.840915	0.1590844	0	
0.216	4.839516	0.160484	0	
0.217	4.83811	0.161889	0	
0.218	4.8367	0.1632993	0	
0.219	4.835285	0.1647148	0	
0.22	4.833864	0.1661355	0	
0.221	4.832438	0.1675615	0	
0.222	4.831007	0.1689927	0	
0.223	4.82957	0.1704292	0	
0.224	4.828129	0.1718708	0	
0.225	4.826682	0.1733176	0	
0.226	4.82523	0.1747696	0	
0.227	4.823773	0.1762267	0	
0.228	4.82231	0.177689	0	
0.229	4.820843	0.1791565	0	
0.23	4.81937	0.180629	0	
0.231	4.817893	0.1821067	0	
0.232	4.81641	0.1835895	0	
0.233	4.814922	0.1850773	0	
0.234	4.813429	0.1865702	0	
0.235	4.811931	0.1880682	0	
0.236	4.810428	0.1895713	0	
0.237	4.80892	0.1910793	0	
0.238	4.807407	0.1925924	0	
0.239	4.805889	0.1941105	0	
0.24	4.804366	0.1956336	0	
0.241	4.802838	0.1971617	0	
0.242	4.801305	0.1986948	0	
0.243	4.799767	0.2002329	0	
0.244	4.798223	0.2017758	0	
0.245	4.796676	0.2033238	0	
0.246	4.795123	0.2048766	0	
0.247	4.793565	0.2064344	0	
0.248	4.792003	0.207997	0	
0.249	4.790435	0.2095645	0	
0.25	4.788863	0.2111369	0	
0.251	4.787285	0.2127142	0	
0.252	4.785703	0.2142963	0	
0.253	4.784116	0.2158832	0	
0.254	4.782525	0.217475	0	
0.255	4.780928	0.2190716	0	
0.256	4.779326	0.2206729	0	
0.257	4.77772	0.2222791	0	
0.258	4.77611	0.22389	0	
0.259	4.774494	0.2255057	0	
0.26	4.772873	0.2271261	0	
0.261	4.771248	0.2287512	0	
0.262	4.769619	0.2303811	0	
0.263	4.767984	0.2320157	0	
0.264	4.766345	0.2336549	0	
0.265	4.764701	0.2352989	0	
0.266	4.763052	0.2369475	0	
0.267	4.761399	0.2386007	0	
0.268	4.759741	0.2402586	0	
0.269	4.758079	0.2419212	0	
0.27	4.756411	0.2435883	0	
0.271	4.754739	0.2452601	0	
0.272	4.753063	0.2469364	0	
0.273	4.751382	0.2486173	0	
0.274	4.749697	0.2503028	0	
0.275	4.748007	0.2519929	0	
0.276	4.746312	0.2536874	0	
0.277	4.744613	0.2553865	0	
0.278	4.742909	0.2570901	0	
0.279	4.741201	0.2587982	0	
0.28	4.739489	0.2605108	0	
0.281	4.737772	0.2622278	0	
0.282	4.73605	0.2639493	0	
0.283	4.734324	0.2656753	0	
0.284	4.732594	0.2674057	0	
0.285	4.730859	0.2691405	0	
0.286	4.72912	0.2708797	0	
0.287	4.727376	0.2726234	0	
0.288	4.725628	0.2743714	0	
0.289	4.723876	0.2761237	0	
0.29	4.722119	0.2778804	0	
0.291	4.720358	0.2796415	0	
0.292	4.718593	0.2814068	0	
0.293	4.716823	0.2831765	0	
0.294	4.715049	0.2849506	0	
0.295	4.713271	0.2867288	0	
0.296	4.711488	0.2885114	0	
0.297	4.709702	0.2902982	0	
0.298	4.70791	0.2920893	0	
0.299	4.706115	0.2938846	0	
0.3	4.704315	0.2956841	0	
0.301	4.702512	0.2974879	0	
0.302	4.700704	0.2992958	0	
0.303	4.698892	0.3011079	0	
0.304	4.697075	0.3029242	0	
0.305	4.695255	0.3047446	0	
0.306	4.69343	0.3065692	0	
0.307	4.691602	0.3083979	0	
0.308	4.689769	0.3102308	0	
0.309	4.687932	0.3120677	0	
0.31	4.686091	0.3139087	0	
0.311	4.684246	0.3157538	0	
0.312	4.682396	0.317603	0	
0.313	4.680543	0.3194562	0	
0.314	4.678686	0.3213134	0	
0.315	4.676825	0.3231747	0	
0.316	4.67496	0.32504	0	
0.317	4.67309	0.3269092	0	
0.318	4.671217	0.3287825	0	
0.319	4.66934	0.3306597	0	
0.32	4.667459	0.3325409	0	
0.321	4.665574	0.334426	0	
0.322	4.663684	0.3363151	0	
0.323	4.661791	0.338208	0	
0.324	4.659894	0.3401049	0	
0.325	4.657994	0.3420057	0	
0.326	4.656089	0.3439103	0	
0.327	4.654181	0.3458188	0	
0.328	4.652268	0.3477312	0	
0.329	4.650352	0.3496474	0	
0.33	4.648432	0.3515674	0	
0.331	4.646508	0.3534912	0	
0.332	4.644581	0.3554189	0	
0.333	4.642649	0.3573503	0	
0.334	4.640714	0.3592854	0	
0.335	4.638775	0.3612243	0	
0.336	4.636833	0.363167	0	
0.337	4.634886	0.3651134	0	
0.338	4.632936	0.3670635	0	
0.339	4.630982	0.3690173	0	
0.34	4.629025	0.3709748	0	
0.341	4.627064	0.372936	0	
0.342	4.625099	0.3749008	0	
0.343	4.62313	0.3768693	0	
0.344	4.621158	0.3788414	0	
0.345	4.619183	0.3808171	0	
0.346	4.617203	0.3827965	0	
0.347	4.61522	0.3847794	0	
0.348	4.613234	0.3867659	0	
0.349	4.611244	0.388756	0	
0.35	4.60925	0.3907496	0	
0.351	4.607253	0.3927468	0	
0.352	4.605252	0.3947475	0	
0.353	4.603248	0.3967517	0	
0.354	4.60124	0.3987594	0	
0.355	4.599229	0.4007706	0	
0.356	4.597214	0.4027852	0	
0.357	4.595196	0.4048034	0	
0.358	4.593174	0.4068249	0	
0.359	4.591149	0.40885	0	
0.36	4.589121	0.4108784	0	
0.361	4.58709	0.4129102	0	
0.362	4.585054	0.4149454	0	
0.363	4.583015	0.416984	0	
0.364	4.580974	0.4190259	0	
0.365	4.578928	0.4210712	0	
0.366	4.57688	0.4231199	0	
0.367	4.574828	0.4251718	0	
0.368	4.572773	0.4272271	0	
0.369	4.570714	0.4292856	0	
0.37	4.568652	0.4313475	0	
0.371	4.566587	0.4334126	0	
0.372	4.564518	0.435481	0	
0.373	4.562447	0.4375526	0	
0.374	4.560372	0.4396274	0	
0.375	4.558294	0.4417055	0	
0.376	4.556213	0.4437867	0	
0.377	4.554128	0.4458712	0	
0.378	4.552041	0.4479588	0	
0.379	4.54995	0.4500495	0	
