Time	2	Length2	Position	
0.108	0	5.476265	-0.3841932	
0.109	0	5.474175	-0.3820678	
0.11	0	5.472067	-0.379924	
0.111	0	5.469942	-0.3777618	
0.112	0	5.467798	-0.3755812	
0.113	0	5.465636	-0.3733824	
0.114	0	5.463456	-0.3711652	
0.115	0	5.461258	-0.3689297	
0.116	0	5.459043	-0.3666761	
0.117	0	5.45681	-0.3644042	
0.118	0	5.454557	-0.3621142	
0.119	0	5.452289	-0.359806	
0.12	0	5.450002	-0.3574798	
0.121	0	5.447697	-0.3551354	
0.122	0	5.445375	-0.352773	
0.123	0	5.443035	-0.3503926	
0.124	0	5.440677	-0.3479942	
0.125	0	5.438302	-0.3455779	
0.126	0	5.435909	-0.3431436	
0.127	0	5.433499	-0.3406915	
0.128	0	5.431071	-0.3382215	
0.129	0	5.428626	-0.3357337	
0.13	0	5.426163	-0.3332281	
0.131	0	5.423683	-0.3307048	
0.132	0	5.421185	-0.3281637	
0.133	0	5.41867	-0.325605	
0.134	0	5.416138	-0.3230286	
0.135	0	5.413589	-0.3204345	
0.136	0	5.411022	-0.3178229	
0.137	0	5.408438	-0.3151938	
0.138	0	5.405837	-0.3125471	
0.139	0	5.403219	-0.3098829	
0.14	0	5.400583	-0.3072013	
0.141	0	5.397931	-0.3045023	
0.142	0	5.395261	-0.3017859	
0.143	0	5.392575	-0.2990521	
0.144	0	5.389871	-0.2963011	
0.145	0	5.387151	-0.2935327	
0.146	0	5.384414	-0.2907471	
0.147	0	5.38166	-0.2879443	
0.148	0	5.378889	-0.2851244	
0.149	0	5.376101	-0.2822873	
0.15	0	5.373297	-0.2794331	
0.151	0	5.370475	-0.2765619	
0.152	0	5.367637	-0.2736736	
0.153	0	5.364783	-0.2707683	
0.154	0	5.361912	-0.267846	
0.155	0	5.359024	-0.2649069	
0.156	0	5.35612	-0.2619509	
0.157	0	5.353199	-0.258978	
0.158	0	5.350262	-0.2559883	
0.159	0	5.347308	-0.2529819	
0.16	0	5.344338	-0.2499587	
0.161	0	5.341352	-0.2469188	
0.162	0	5.33835	-0.2438623	
0.163	0	5.33533	-0.2407891	
0.164	0	5.332296	-0.2376994	
0.165	0	5.329244	-0.2345931	
0.166	0	5.326177	-0.2314704	
0.167	0	5.323093	-0.2283311	
0.168	0	5.319994	-0.2251754	
0.169	0	5.316878	-0.2220034	
0.17	0	5.313747	-0.218815	
0.171	0	5.310599	-0.2156102	
0.172	0	5.307436	-0.2123892	
0.173	0	5.304256	-0.209152	
0.174	0	5.301061	-0.2058985	
0.175	0	5.29785	-0.2026289	
0.176	0	5.294623	-0.1993432	
0.177	0	5.291381	-0.1960414	
0.178	0	5.288123	-0.1927236	
0.179	0	5.284849	-0.1893898	
0.18	0	5.281559	-0.18604	
0.181	0	5.278255	-0.1826743	
0.182	0	5.274934	-0.1792927	
0.183	0	5.271598	-0.1758953	
0.184	0	5.268247	-0.1724821	
0.185	0	5.26488	-0.1690531	
0.186	0	5.261498	-0.1656085	
0.187	0	5.258101	-0.1621481	
0.188	0	5.254689	-0.1586721	
0.189	0	5.25126	-0.1551805	
0.19	0	5.247817	-0.1516734	
0.191	0	5.244359	-0.1481508	
0.192	0	5.240886	-0.1446127	
0.193	0	5.237397	-0.1410592	
0.194	0	5.233894	-0.1374903	
0.195	0	5.230376	-0.133906	
0.196	0	5.226842	-0.1303065	
0.197	0	5.223295	-0.1266917	
0.198	0	5.219731	-0.1230616	
0.199	0	5.216154	-0.1194164	
0.2	0	5.212561	-0.1157561	
0.201	0	5.208954	-0.1120807	
0.202	0	5.205332	-0.1083903	
0.203	0	5.201695	-0.1046848	
0.204	0	5.198044	-0.1009644	
0.205	0	5.194379	-0.0972291	
0.206	0	5.190699	-0.09347891	
0.207	0	5.187004	-0.08971389	
0.208	0	5.183295	-0.0859341	
0.209	0	5.179572	-0.08213956	
0.21	0	5.175834	-0.07833032	
0.211	0	5.172082	-0.07450644	
0.212	0	5.168316	-0.07066794	
0.213	0	5.164536	-0.06681488	
0.214	0	5.160741	-0.06294731	
0.215	0	5.156933	-0.05906526	
0.216	0	5.15311	-0.05516878	
0.217	0	5.149273	-0.05125792	
0.218	0	5.145422	-0.04733271	
0.219	0	5.141558	-0.04339321	
0.22	0	5.13768	-0.03943946	
0.221	0	5.133788	-0.03547151	
0.222	0	5.129881	-0.03148939	
0.223	0	5.125962	-0.02749315	
0.224	0	5.122028	-0.02348285	
0.225	0	5.118081	-0.01945853	
0.226	0	5.114121	-0.01542023	
0.227	0	5.110147	-0.01136799	
0.228	0	5.106159	-0.007301869	
0.229	0	5.102158	-0.003221908	
0.23	0	5.098144	0.0008718478	
0.231	0	5.094116	0.004979351	
0.232	0	5.090075	0.009100555	
0.233	0	5.08602	0.01323541	
0.234	0	5.081953	0.01738388	
0.235	0	5.077872	0.02154591	
0.236	0	5.073778	0.02572146	
0.237	0	5.069671	0.02991047	
0.238	0	5.065551	0.0341129	
0.239	0	5.061418	0.03832871	
0.24	0	5.057272	0.04255784	
0.241	0	5.053113	0.04680025	
0.242	0	5.048942	0.0510559	
0.243	0	5.044757	0.05532473	
0.244	0	5.04056	0.05960669	
0.245	0	5.03635	0.06390174	
0.246	0	5.032128	0.06820984	
0.247	0	5.027893	0.07253093	
0.248	0	5.023645	0.07686497	
0.249	0	5.019385	0.08121189	
0.25	0	5.015113	0.08557168	
0.251	0	5.010828	0.08994426	
0.252	0	5.006531	0.09432959	
0.253	0	5.002221	0.09872763	
0.254	0	4.9979	0.1031383	
0.255	0	4.993566	0.1075616	
0.256	0	4.989219	0.1119975	
0.257	0	4.984861	0.1164458	
0.258	0	4.980491	0.1209067	
0.259	0	4.976109	0.1253799	
0.26	0	4.971714	0.1298655	
0.261	0	4.967309	0.1343634	
0.262	0	4.96289	0.1388736	
0.263	0	4.95846	0.143396	
0.264	0	4.954019	0.1479305	
0.265	0	4.949565	0.1524772	
0.266	0	4.945101	0.1570359	
0.267	0	4.940624	0.1616066	
0.268	0	4.936137	0.1661893	
0.269	0	4.931637	0.170784	
0.27	0	4.927126	0.1753904	
0.271	0	4.922604	0.1800087	
0.272	0	4.91807	0.1846388	
0.273	0	4.913525	0.1892806	
0.274	0	4.908969	0.193934	
0.275	0	4.904402	0.1985991	
0.276	0	4.899823	0.2032757	
0.277	0	4.895234	0.2079638	
0.278	0	4.890633	0.2126634	
0.279	0	4.886022	0.2173744	
0.28	0	4.881399	0.2220968	
0.281	0	4.876765	0.2268305	
0.282	0	4.872121	0.2315754	
0.283	0	4.867466	0.2363315	
0.284	0	4.862801	0.2410988	
0.285	0	4.858124	0.2458772	
0.286	0	4.853437	0.2506666	
0.287	0	4.84874	0.2554671	
0.288	0	4.844031	0.2602785	
0.289	0	4.839313	0.2651008	
0.29	0	4.834584	0.2699339	
0.291	0	4.829844	0.2747778	
0.292	0	4.825095	0.2796325	
0.293	0	4.820335	0.2844979	
0.294	0	4.815565	0.2893739	
0.295	0	4.810785	0.2942605	
0.296	0	4.805995	0.2991576	
0.297	0	4.801194	0.3040652	
0.298	0	4.796384	0.3089833	
0.299	0	4.791564	0.3139117	
0.3	0	4.786734	0.3188504	
0.301	0	4.781893	0.3237994	
0.302	0	4.777044	0.3287587	
0.303	0	4.772185	0.333728	
0.304	0	4.767315	0.3387076	
0.305	0	4.762437	0.3436972	
0.306	0	4.757548	0.3486967	
0.307	0	4.75265	0.3537063	
0.308	0	4.747744	0.3587257	
0.309	0	4.742826	0.363755	
0.31	0	4.737901	0.3687941	
0.311	0	4.732965	0.373843	
0.312	0	4.728021	0.3789015	
0.313	0	4.723067	0.3839697	
0.314	0	4.718105	0.3890474	
0.315	0	4.713133	0.3941347	
0.316	0	4.708152	0.3992315	
0.317	0	4.703162	0.4043376	
0.318	0	4.698163	0.4094532	
0.319	0	4.693156	0.4145781	
0.32	0	4.688139	0.4197122	
0.321	0	4.683114	0.4248555	
0.322	0	4.678081	0.4300081	
0.323	0	4.673038	0.4351697	
0.324	0	4.667987	0.4403403	
0.325	0	4.662928	0.44552	
0.326	0	4.65786	0.4507086	
0.327	0	4.652783	0.4559061	
0.328	0	4.647698	0.4611124	
0.329	0	4.642605	0.4663275	
0.33	0	4.637504	0.4715513	
0.331	0	4.632394	0.4767838	
0.332	0	4.627277	0.4820248	
0.333	0	4.622151	0.4872745	
0.334	0	4.617017	0.4925327	
0.335	0	4.611876	0.4977993	
0.336	0	4.606726	0.5030743	
0.337	0	4.601568	0.5083576	
0.338	0	4.596403	0.5136493	
0.339	0	4.59123	0.5189492	
0.34	0	4.586049	0.5242572	
0.341	0	4.580861	0.5295734	
0.342	0	4.575665	0.5348977	
0.343	0	4.570461	0.54023	
0.344	0	4.56525	0.5455702	
0.345	0	4.560031	0.5509183	
0.346	0	4.554806	0.5562744	
0.347	0	4.549573	0.5616381	
0.348	0	4.544333	0.5670096	
0.349	0	4.539085	0.5723888	
0.35	0	4.533831	0.5777757	
0.351	0	4.528569	0.5831701	
0.352	0	4.5233	0.588572	
0.353	0	4.518024	0.5939814	
0.354	0	4.512742	0.5993982	
0.355	0	4.507452	0.6048223	
0.356	0	4.502156	0.6102538	
0.357	0	4.496853	0.6156925	
0.358	0	4.491543	0.6211384	
0.359	0	4.486227	0.6265914	
0.36	0	4.480905	0.6320515	
0.361	0	4.475575	0.6375186	
0.362	0	4.470239	0.6429927	
0.363	0	4.464897	0.6484737	
0.364	0	4.459548	0.6539616	
0.365	0	4.454193	0.6594563	
0.366	0	4.448833	0.6649576	
0.367	0	4.443465	0.6704657	
0.368	0	4.438091	0.6759804	
0.369	0	4.432712	0.6815017	
0.37	0	4.427327	0.6870295	
0.371	0	4.421935	0.6925638	
0.372	0	4.416538	0.6981044	
0.373	0	4.411135	0.7036515	
0.374	0	4.405726	0.7092048	
0.375	0	4.400311	0.7147644	
0.376	0	4.394891	0.7203301	
0.377	0	4.389465	0.725902	
0.378	0	4.384034	0.73148	
0.379	0	4.378597	0.737064	
0.38	0	4.373155	0.742654	
0.381	0	4.367707	0.7482498	
0.382	0	4.362254	0.7538515	
0.383	0	4.356795	0.759459	
0.384	0	4.351332	0.7650722	
0.385	0	4.345863	0.7706912	
0.386	0	4.340389	0.7763157	
0.387	0	4.334911	0.7819458	
0.388	0	4.329427	0.7875814	
0.389	0	4.323938	0.7932224	
0.39	0	4.318444	0.7988689	
0.391	0	4.312946	0.8045207	
0.392	0	4.307443	0.8101778	
0.393	0	4.301936	0.8158401	
0.394	0	4.296423	0.8215076	
0.395	0	4.290906	0.8271803	
0.396	0	4.285385	0.832858	
0.397	0	4.279859	0.8385407	
0.398	0	4.274328	0.8442283	
0.399	0	4.268794	0.8499209	
0.4	0	4.263254	0.8556182	
0.401	0	4.257711	0.8613204	
0.402	0	4.252164	0.8670273	
0.403	0	4.246613	0.8727388	
0.404	0	4.241056	0.878455	
0.405	0	4.235497	0.8841757	
0.406	0	4.229934	0.8899009	
0.407	0	4.224366	0.8956306	
0.408	0	4.218795	0.9013647	
0.409	0	4.21322	0.9071031	
0.41	0	4.207642	0.9128457	
0.411	0	4.202059	0.9185926	
0.412	0	4.196473	0.9243437	
0.413	0	4.190883	0.9300988	
0.414	0	4.185291	0.935858	
0.415	0	4.179694	0.9416212	
0.416	0	4.174094	0.9473883	
0.417	0	4.168491	0.9531593	
0.418	0	4.162885	0.9589341	
0.419	0	4.157276	0.9647127	
0.42	0	4.151662	0.970495	
0.421	0	4.146047	0.976281	
0.422	0	4.140428	0.9820706	
0.423	0	4.134807	0.9878637	
0.424	0	4.129181	0.9936603	
0.425	0	4.123554	0.9994603	
0.426	0	4.117924	1.005264	
0.427	0	4.112291	1.01107	
0.428	0	4.106655	1.01688	
0.429	0	4.101017	1.022694	
0.43	0	4.095376	1.02851	
0.431	0	4.089732	1.034329	
0.432	0	4.084086	1.040152	
0.433	0	4.078438	1.045977	
0.434	0	4.072788	1.051806	
0.435	0	4.067135	1.057637	
0.436	0	4.06148	1.063471	
0.437	0	4.055822	1.069308	
0.438	0	4.050163	1.075147	
0.439	0	4.044501	1.080989	
0.44	0	4.038838	1.086834	
0.441	0	4.033173	1.092681	
0.442	0	4.027505	1.098531	
0.443	0	4.021837	1.104383	
0.444	0	4.016166	1.110238	
0.445	0	4.010493	1.116094	
0.446	0	4.004819	1.121954	
0.447	0	3.999143	1.127815	
0.448	0	3.993466	1.133678	
0.449	0	3.987787	1.139544	
0.45	0	3.982107	1.145411	
0.451	0	3.976425	1.151281	
0.452	0	3.970742	1.157152	
0.453	0	3.965058	1.163025	
0.454	0	3.959373	1.168901	
0.455	0	3.953686	1.174777	
0.456	0	3.947999	1.180656	
0.457	0	3.94231	1.186536	
0.458	0	3.936621	1.192418	
0.459	0	3.93093	1.198301	
0.46	0	3.925239	1.204186	
0.461	0	3.919547	1.210072	
0.462	0	3.913854	1.21596	
0.463	0	3.90816	1.221848	
0.464	0	3.902467	1.227738	
0.465	0	3.896772	1.23363	
0.466	0	3.891077	1.239522	
0.467	0	3.885381	1.245415	
0.468	0	3.879685	1.25131	
0.469	0	3.873988	1.257205	
0.47	0	3.868292	1.263102	
0.471	0	3.862595	1.268999	
0.472	0	3.856898	1.274897	
0.473	0	3.8512	1.280796	
0.474	0	3.845503	1.286695	
0.475	0	3.839806	1.292596	
0.476	0	3.834109	1.298496	
0.477	0	3.828411	1.304397	
0.478	0	3.822715	1.310299	
0.479	0	3.817018	1.316201	
0.48	0	3.811321	1.322104	
0.481	0	3.805625	1.328007	
0.482	0	3.79993	1.33391	
0.483	0	3.794234	1.339813	
0.484	0	3.788539	1.345716	
0.485	0	3.782845	1.35162	
0.486	0	3.777151	1.357523	
0.487	0	3.771458	1.363427	
0.488	0	3.765766	1.36933	
0.489	0	3.760075	1.375233	
0.49	0	3.754384	1.381137	
0.491	0	3.748694	1.387039	
0.492	0	3.743005	1.392942	
0.493	0	3.737318	1.398844	
0.494	0	3.731631	1.404746	
0.495	0	3.725945	1.410647	
0.496	0	3.72026	1.416548	
0.497	0	3.714577	1.422449	
0.498	0	3.708895	1.428348	
0.499	0	3.703214	1.434247	
0.5	0	3.697535	1.440145	
0.501	0	3.691857	1.446043	
0.502	0	3.686181	1.45194	
0.503	0	3.680506	1.457835	
0.504	0	3.674833	1.46373	
0.505	0	3.669161	1.469624	
0.506	0	3.663491	1.475517	
0.507	0	3.657823	1.481409	
0.508	0	3.652157	1.487299	
0.509	0	3.646492	1.493188	
0.5100001	0	3.64083	1.499076	
0.511	0	3.635169	1.504963	
0.512	0	3.629511	1.510849	
0.513	0	3.623854	1.516733	
0.514	0	3.618201	1.522615	
0.515	0	3.612548	1.528496	
0.516	0	3.606899	1.534375	
0.517	0	3.601251	1.540253	
0.518	0	3.595606	1.546129	
0.5190001	0	3.589963	1.552004	
0.52	0	3.584323	1.557876	
0.521	0	3.578685	1.563747	
0.522	0	3.57305	1.569615	
0.523	0	3.567418	1.575482	
0.524	0	3.561788	1.581347	
0.525	0	3.556161	1.58721	
0.526	0	3.550536	1.59307	
0.527	0	3.544915	1.598929	
0.528	0	3.539297	1.604785	
0.529	0	3.533681	1.610639	
0.53	0	3.528068	1.616491	
0.531	0	3.522459	1.62234	
0.532	0	3.516852	1.628187	
0.5330001	0	3.511249	1.634031	
0.534	0	3.505649	1.639873	
0.535	0	3.500052	1.645712	
0.536	0	3.494459	1.651549	
0.537	0	3.488868	1.657383	
0.538	0	3.483282	1.663214	
0.539	0	3.477698	1.669043	
0.54	0	3.472119	1.674868	
0.541	0	3.466542	1.680691	
0.5420001	0	3.46097	1.686511	
0.543	0	3.455401	1.692327	
0.544	0	3.449836	1.698141	
0.545	0	3.444275	1.703952	
0.546	0	3.438717	1.709759	
0.5470001	0	3.433163	1.715564	
0.548	0	3.427614	1.721365	
0.549	0	3.422068	1.727162	
0.55	0	3.416527	1.732957	
0.551	0	3.410989	1.738748	
0.552	0	3.405456	1.744535	
0.553	0	3.399926	1.750319	
0.554	0	3.394402	1.7561	
0.555	0	3.388881	1.761877	
0.5560001	0	3.383364	1.76765	
0.557	0	3.377852	1.77342	
0.558	0	3.372345	1.779186	
0.559	0	3.366842	1.784948	
0.56	0	3.361343	1.790706	
0.561	0	3.35585	1.79646	
0.562	0	3.35036	1.80221	
0.563	0	3.344876	1.807956	
0.564	0	3.339396	1.813699	
0.565	0	3.333921	1.819437	
0.566	0	3.328451	1.825171	
0.567	0	3.322986	1.830901	
0.568	0	3.317525	1.836626	
0.569	0	3.31207	1.842347	
0.5700001	0	3.30662	1.848064	
0.571	0	3.301175	1.853777	
0.572	0	3.295735	1.859485	
0.573	0	3.2903	1.865188	
0.574	0	3.28487	1.870887	
0.575	0	3.279446	1.876582	
0.576	0	3.274027	1.882272	
0.577	0	3.268614	1.887957	
0.578	0	3.263205	1.893637	
0.5790001	0	3.257802	1.899313	
0.58	0	3.252405	1.904984	
0.581	0	3.247014	1.910649	
0.582	0	3.241628	1.91631	
0.583	0	3.236247	1.921966	
0.5840001	0	3.230873	1.927617	
0.585	0	3.225504	1.933263	
0.586	0	3.220141	1.938904	
0.587	0	3.214784	1.94454	
0.588	0	3.209433	1.95017	
0.589	0	3.204087	1.955795	
0.59	0	3.198748	1.961415	
0.591	0	3.193415	1.96703	
0.592	0	3.188088	1.972639	
0.5930001	0	3.182766	1.978242	
0.594	0	3.177452	1.98384	
0.595	0	3.172143	1.989433	
0.596	0	3.166841	1.99502	
0.597	0	3.161545	2.000602	
0.598	0	3.156255	2.006177	
0.599	0	3.150972	2.011747	
0.6	0	3.145695	2.017311	
0.601	0	3.140425	2.02287	
0.6020001	0	3.135161	2.028422	
0.603	0	3.129904	2.033969	
0.604	0	3.124654	2.03951	
0.605	0	3.11941	2.045044	
0.606	0	3.114173	2.050573	
0.6070001	0	3.108943	2.056095	
0.608	0	3.10372	2.061612	
0.609	0	3.098503	2.067122	
0.61	0	3.093293	2.072626	
0.611	0	3.088091	2.078124	
0.612	0	3.082895	2.083615	
0.613	0	3.077706	2.0891	
0.614	0	3.072525	2.094579	
0.615	0	3.06735	2.100051	
0.6160001	0	3.062183	2.105517	
0.617	0	3.057023	2.110976	
0.618	0	3.05187	2.116428	
0.619	0	3.046725	2.121874	
0.62	0	3.041587	2.127314	
0.6210001	0	3.036456	2.132746	
0.622	0	3.031333	2.138172	
0.623	0	3.026217	2.143591	
0.624	0	3.021109	2.149003	
0.625	0	3.016008	2.154408	
0.626	0	3.010915	2.159806	
0.627	0	3.005829	2.165198	
0.628	0	3.000751	2.170582	
0.629	0	2.995681	2.17596	
0.6300001	0	2.990619	2.18133	
0.631	0	2.985565	2.186693	
0.632	0	2.980518	2.192049	
0.633	0	2.975479	2.197397	
0.634	0	2.970448	2.202739	
0.6350001	0	2.965426	2.208072	
0.636	0	2.960411	2.213399	
0.637	0	2.955404	2.218719	
0.638	0	2.950405	2.22403	
0.6390001	0	2.945415	2.229335	
0.64	0	2.940433	2.234631	
0.641	0	2.935458	2.239921	
0.642	0	2.930492	2.245202	
0.643	0	2.925535	2.250476	
0.6440001	0	2.920586	2.255743	
0.645	0	2.915645	2.261001	
0.646	0	2.910712	2.266252	
0.647	0	2.905788	2.271495	
0.648	0	2.900873	2.27673	
0.649	0	2.895965	2.281957	
0.65	0	2.891067	2.287177	
0.651	0	2.886177	2.292388	
0.652	0	2.881296	2.297591	
0.6530001	0	2.876424	2.302786	
0.654	0	2.87156	2.307974	
0.655	0	2.866705	2.313153	
0.656	0	2.861859	2.318323	
0.657	0	2.857021	2.323486	
0.6580001	0	2.852193	2.32864	
0.659	0	2.847373	2.333786	
0.66	0	2.842562	2.338924	
0.661	0	2.837761	2.344054	
0.6620001	0	2.832968	2.349174	
0.663	0	2.828184	2.354287	
0.664	0	2.82341	2.359391	
0.665	0	2.818645	2.364487	
0.666	0	2.813888	2.369574	
0.6670001	0	2.809141	2.374652	
0.668	0	2.804404	2.379722	
0.669	0	2.799675	2.384783	
0.67	0	2.794956	2.389835	
0.671	0	2.790246	2.394879	
0.6720001	0	2.785545	2.399913	
0.673	0	2.780854	2.404939	
0.674	0	2.776173	2.409956	
0.675	0	2.771501	2.414964	
0.6760001	0	2.766838	2.419964	
0.677	0	2.762185	2.424954	
0.678	0	2.757541	2.429935	
0.679	0	2.752907	2.434907	
0.68	0	2.748283	2.439871	
0.6810001	0	2.743668	2.444825	
0.682	0	2.739063	2.449769	
0.683	0	2.734468	2.454705	
0.684	0	2.729883	2.459632	
0.6850001	0	2.725307	2.464549	
0.686	0	2.720741	2.469457	
0.687	0	2.716186	2.474355	
0.688	0	2.71164	2.479244	
0.689	0	2.707104	2.484124	
0.6900001	0	2.702578	2.488994	
0.691	0	2.698062	2.493855	
0.692	0	2.693556	2.498706	
0.693	0	2.68906	2.503548	
0.694	0	2.684574	2.50838	
0.6950001	0	2.680099	2.513203	
0.696	0	2.675633	2.518016	
0.697	0	2.671177	2.522819	
0.698	0	2.666732	2.527612	
0.6990001	0	2.662298	2.532396	
0.7	0	2.657873	2.53717	
0.701	0	2.653459	2.541934	
0.702	0	2.649055	2.546688	
0.703	0	2.644661	2.551432	
0.7040001	0	2.640278	2.556167	
0.705	0	2.635906	2.560891	
0.706	0	2.631543	2.565606	
0.707	0	2.627192	2.57031	
0.708	0	2.62285	2.575005	
0.7090001	0	2.61852	2.579689	
0.71	0	2.614199	2.584363	
0.711	0	2.60989	2.589027	
0.712	0	2.605591	2.593681	
0.7130001	0	2.601303	2.598325	
0.714	0	2.597025	2.602958	
0.715	0	2.592758	2.607581	
0.716	0	2.588502	2.612194	
0.717	0	2.584257	2.616797	
0.7180001	0	2.580022	2.621389	
0.719	0	2.575798	2.625971	
0.72	0	2.571585	2.630542	
0.721	0	2.567383	2.635103	
0.7220001	0	2.563192	2.639653	
0.723	0	2.559012	2.644192	
0.724	0	2.554843	2.648722	
0.725	0	2.550684	2.65324	
0.726	0	2.546537	2.657748	
0.7270001	0	2.542401	2.662246	
0.728	0	2.538275	2.666732	
0.729	0	2.534162	2.671208	
0.73	0	2.530059	2.675673	
0.731	0	2.525967	2.680127	
0.7320001	0	2.521886	2.684571	
0.733	0	2.517816	2.689004	
0.734	0	2.513758	2.693426	
0.735	0	2.509711	2.697837	
0.7360001	0	2.505674	2.702237	
0.737	0	2.50165	2.706626	
0.738	0	2.497636	2.711005	
0.739	0	2.493634	2.715372	
0.74	0	2.489643	2.719728	
0.7410001	0	2.485663	2.724073	
0.742	0	2.481695	2.728407	
0.743	0	2.477739	2.73273	
0.744	0	2.473793	2.737042	
0.7450001	0	2.46986	2.741343	
0.7460001	0	2.465937	2.745632	
0.747	0	2.462026	2.74991	
0.748	0	2.458127	2.754177	
0.749	0	2.454239	2.758433	
0.7500001	0	2.450363	2.762677	
0.751	0	2.446498	2.766911	
0.752	0	2.442645	2.771132	
0.753	0	2.438803	2.775342	
0.754	0	2.434973	2.779541	
0.7550001	0	2.431155	2.783729	
0.756	0	2.427348	2.787905	
0.757	0	2.423553	2.79207	
0.758	0	2.41977	2.796223	
0.7590001	0	2.415998	2.800364	
0.7600001	0	2.412238	2.804494	
0.761	0	2.40849	2.808613	
0.762	0	2.404754	2.812719	
0.763	0	2.401029	2.816814	
0.7640001	0	2.397317	2.820898	
0.765	0	2.393616	2.82497	
0.766	0	2.389927	2.82903	
0.767	0	2.38625	2.833078	
0.768	0	2.382585	2.837114	
0.7690001	0	2.378931	2.841139	
0.77	0	2.37529	2.845152	
0.771	0	2.37166	2.849153	
0.772	0	2.368043	2.853142	
0.7730001	0	2.364437	2.85712	
0.774	0	2.360844	2.861085	
0.775	0	2.357262	2.865038	
0.776	0	2.353693	2.86898	
0.777	0	2.350135	2.87291	
