Time	Length	Position	2	
0	5.59017	-0.5	0	
0.001	5.590158	-0.4999897	0	
0.002	5.590137	-0.4999692	0	
0.003	5.590106	-0.4999384	0	
0.004	5.590065	-0.4998974	0	
0.005	5.590014	-0.4998461	0	
0.006	5.589953	-0.4997846	0	
0.007	5.589881	-0.4997129	0	
0.008	5.5898	-0.499631	0	
0.009000001	5.58971	-0.499539	0	
0.01	5.589609	-0.4994367	0	
0.011	5.589498	-0.4993243	0	
0.012	5.589376	-0.4992017	0	
0.013	5.589245	-0.499069	0	
0.014	5.589105	-0.4989261	0	
0.015	5.588954	-0.4987731	0	
0.016	5.588793	-0.49861	0	
0.017	5.588623	-0.4984367	0	
0.018	5.588443	-0.4982534	0	
0.019	5.588253	-0.49806	0	
0.02	5.588052	-0.4978565	0	
0.021	5.587842	-0.497643	0	
0.022	5.587622	-0.4974194	0	
0.023	5.587392	-0.4971857	0	
0.024	5.587152	-0.4969421	0	
0.025	5.586903	-0.4966884	0	
0.026	5.586643	-0.4964247	0	
0.027	5.586374	-0.496151	0	
0.028	5.586095	-0.4958673	0	
0.029	5.585806	-0.4955736	0	
0.03	5.585507	-0.49527	0	
0.031	5.585199	-0.4949564	0	
0.032	5.58488	-0.4946329	0	
0.033	5.584552	-0.4942994	0	
0.034	5.584215	-0.493956	0	
0.035	5.583868	-0.4936028	0	
0.036	5.58351	-0.4932396	0	
0.037	5.583143	-0.4928665	0	
0.038	5.582767	-0.4924836	0	
0.039	5.58238	-0.4920908	0	
0.04	5.581984	-0.4916881	0	
0.041	5.581578	-0.4912756	0	
0.042	5.581162	-0.4908533	0	
0.043	5.580737	-0.4904212	0	
0.044	5.580302	-0.4899792	0	
0.045	5.579858	-0.4895275	0	
0.046	5.579404	-0.489066	0	
0.047	5.57894	-0.4885947	0	
0.048	5.578467	-0.4881136	0	
0.049	5.577984	-0.4876228	0	
0.05	5.577492	-0.4871223	0	
0.051	5.57699	-0.4866121	0	
0.052	5.576478	-0.4860921	0	
0.053	5.575957	-0.4855624	0	
0.054	5.575427	-0.4850231	0	
0.055	5.574887	-0.484474	0	
0.056	5.574337	-0.4839153	0	
0.057	5.573778	-0.483347	0	
0.058	5.573209	-0.482769	0	
0.059	5.572631	-0.4821814	0	
0.06	5.572043	-0.4815842	0	
0.061	5.571446	-0.4809774	0	
0.062	5.57084	-0.480361	0	
0.063	5.570225	-0.479735	0	
0.064	5.569599	-0.4790994	0	
0.06500001	5.568964	-0.4784543	0	
0.066	5.568321	-0.4777997	0	
0.067	5.567667	-0.4771355	0	
0.068	5.567005	-0.4764618	0	
0.06900001	5.566332	-0.4757786	0	
0.07	5.565651	-0.4750859	0	
0.071	5.56496	-0.4743838	0	
0.072	5.56426	-0.4736722	0	
0.07300001	5.56355	-0.4729511	0	
