Time	Length	Position	Length2	2	
1.257	2.930499	2.069524	2.930499	0	
1.258	2.931608	2.068415	2.931608	0	
1.259	2.93272	2.067303	2.93272	0	
1.26	2.933836	2.066187	2.933836	0	
1.261	2.934955	2.065068	2.934955	0	
1.262	2.936077	2.063946	2.936077	0	
1.263	2.937202	2.06282	2.937202	0	
1.264	2.938332	2.061691	2.938332	0	
1.265	2.939464	2.060558	2.939464	0	
1.266	2.9406	2.059422	2.9406	0	
1.267	2.941739	2.058283	2.941739	0	
1.268	2.942882	2.057141	2.942882	0	
1.269	2.944027	2.055995	2.944027	0	
1.27	2.945176	2.054846	2.945176	0	
1.271	2.946328	2.053694	2.946328	0	
1.272	2.947484	2.052539	2.947484	0	
1.273	2.948642	2.05138	2.948642	0	
1.274	2.949804	2.050218	2.949804	0	
1.275	2.950969	2.049053	2.950969	0	
1.276	2.952137	2.047885	2.952137	0	
1.277	2.953308	2.046714	2.953308	0	
1.278	2.954482	2.04554	2.954482	0	
1.279	2.95566	2.044363	2.95566	0	
1.28	2.95684	2.043182	2.95684	0	
1.281	2.958023	2.041999	2.958023	0	
1.282	2.95921	2.040812	2.95921	0	
1.283	2.960399	2.039623	2.960399	0	
1.284	2.961592	2.03843	2.961592	0	
1.285	2.962787	2.037235	2.962787	0	
1.286	2.963985	2.036036	2.963985	0	
1.287	2.965187	2.034835	2.965187	0	
1.288	2.966391	2.033631	2.966391	0	
1.289	2.967598	2.032423	2.967598	0	
1.29	2.968808	2.031213	2.968808	0	
1.291	2.970021	2.03	2.970021	0	
1.292	2.971237	2.028784	2.971237	0	
1.293	2.972456	2.027565	2.972456	0	
1.294	2.973678	2.026344	2.973678	0	
1.295	2.974902	2.025119	2.974902	0	
1.296	2.976129	2.023892	2.976129	0	
1.297	2.977359	2.022662	2.977359	0	
1.298	2.978592	2.02143	2.978592	0	
1.299	2.979827	2.020194	2.979827	0	
1.3	2.981066	2.018956	2.981066	0	
1.301	2.982306	2.017715	2.982306	0	
1.302	2.98355	2.016472	2.98355	0	
1.303	2.984796	2.015225	2.984796	0	
1.304	2.986045	2.013977	2.986045	0	
1.305	2.987296	2.012725	2.987296	0	
1.306	2.98855	2.011471	2.98855	0	
1.307	2.989806	2.010214	2.989806	0	
1.308	2.991065	2.008955	2.991065	0	
1.309	2.992327	2.007694	2.992327	0	
1.31	2.993591	2.006429	2.993591	0	
1.311	2.994858	2.005162	2.994858	0	
1.312	2.996127	2.003893	2.996127	0	
1.313	2.997399	2.002621	2.997399	0	
1.314	2.998673	2.001347	2.998673	0	
1.315	2.99995	2.00007	2.99995	0	
1.316	3.001229	1.998791	3.001229	0	
1.317	3.002511	1.99751	3.002511	0	
1.318	3.003795	1.996226	3.003795	0	
1.319	3.005081	1.99494	3.005081	0	
1.32	3.00637	1.993651	3.00637	0	
1.321	3.007661	1.99236	3.007661	0	
1.322	3.008954	1.991067	3.008954	0	
1.323	3.01025	1.989771	3.01025	0	
1.324	3.011548	1.988473	3.011548	0	
1.325	3.012848	1.987173	3.012848	0	
1.326	3.01415	1.98587	3.01415	0	
1.327	3.015455	1.984566	3.015455	0	
1.328	3.016762	1.983259	3.016762	0	
1.329	3.01807	1.98195	3.01807	0	
1.33	3.019382	1.980638	3.019382	0	
1.331	3.020695	1.979325	3.020695	0	
1.332	3.022011	1.978009	3.022011	0	
1.333	3.023329	1.976691	3.023329	0	
1.334	3.024648	1.975372	3.024648	0	
1.335	3.02597	1.97405	3.02597	0	
1.336	3.027294	1.972726	3.027294	0	
1.337	3.02862	1.9714	3.02862	0	
1.338	3.029948	1.970071	3.029948	0	
1.339	3.031278	1.968741	3.031278	0	
1.34	3.03261	1.967409	3.03261	0	
1.341	3.033945	1.966075	3.033945	0	
1.342	3.035281	1.964739	3.035281	0	
1.343	3.036619	1.963401	3.036619	0	
1.344	3.037959	1.962061	3.037959	0	
1.345	3.039301	1.960719	3.039301	0	
1.346	3.040645	1.959375	3.040645	0	
1.347	3.04199	1.958029	3.04199	0	
1.348	3.043338	1.956681	3.043338	0	
1.349	3.044688	1.955332	3.044688	0	
1.35	3.046039	1.953981	3.046039	0	
1.351	3.047392	1.952628	3.047392	0	
1.352	3.048747	1.951273	3.048747	0	
1.353	3.050103	1.949916	3.050103	0	
1.354	3.051462	1.948557	3.051462	0	
1.355	3.052822	1.947197	3.052822	0	
1.356	3.054184	1.945835	3.054184	0	
1.357	3.055548	1.944471	3.055548	0	
1.358	3.056913	1.943106	3.056913	0	
1.359	3.05828	1.941739	3.05828	0	
1.36	3.059649	1.94037	3.059649	0	
1.361	3.061019	1.939	3.061019	0	
1.362	3.062391	1.937628	3.062391	0	
1.363	3.063765	1.936254	3.063765	0	
1.364	3.06514	1.934879	3.06514	0	
1.365	3.066517	1.933502	3.066517	0	
1.366	3.067895	1.932124	3.067895	0	
1.367	3.069275	1.930744	3.069275	0	
1.368	3.070657	1.929362	3.070657	0	
1.369	3.07204	1.927979	3.07204	0	
1.37	3.073424	1.926595	3.073424	0	
1.371	3.07481	1.925209	3.07481	0	
1.372	3.076197	1.923821	3.076197	0	
1.373	3.077586	1.922432	3.077586	0	
1.374	3.078977	1.921042	3.078977	0	
1.375	3.080368	1.91965	3.080368	0	
1.376	3.081761	1.918257	3.081761	0	
1.377	3.083156	1.916863	3.083156	0	
1.378	3.084551	1.915467	3.084551	0	
1.379	3.085948	1.91407	3.085948	0	
1.38	3.087347	1.912671	3.087347	0	
1.381	3.088747	1.911271	3.088747	0	
1.382	3.090148	1.90987	3.090148	0	
1.383	3.091551	1.908468	3.091551	0	
1.384	3.092954	1.907064	3.092954	0	
1.385	3.094359	1.905659	3.094359	0	
1.386	3.095765	1.904253	3.095765	0	
1.387	3.097173	1.902845	3.097173	0	
1.388	3.098581	1.901437	3.098581	0	
1.389	3.099991	1.900027	3.099991	0	
1.39	3.101402	1.898616	3.101402	0	
1.391	3.102814	1.897204	3.102814	0	
1.392	3.104227	1.895791	3.104227	0	
1.393	3.105641	1.894377	3.105641	0	
1.394	3.107057	1.892961	3.107057	0	
1.395	3.108473	1.891545	3.108473	0	
1.396	3.10989	1.890127	3.10989	0	
1.397	3.111309	1.888709	3.111309	0	
1.398	3.112729	1.887289	3.112729	0	
1.399	3.114149	1.885868	3.114149	0	
1.4	3.115571	1.884447	3.115571	0	
1.401	3.116993	1.883024	3.116993	0	
1.402	3.118417	1.8816	3.118417	0	
1.403	3.119841	1.880176	3.119841	0	
1.404	3.121267	1.87875	3.121267	0	
1.405	3.122693	1.877324	3.122693	0	
1.406	3.124121	1.875897	3.124121	0	
1.407	3.125549	1.874468	3.125549	0	
1.408	3.126978	1.873039	3.126978	0	
1.409	3.128408	1.871609	3.128408	0	
1.41	3.129838	1.870179	3.129838	0	
1.411	3.13127	1.868747	3.13127	0	
1.412	3.132703	1.867315	3.132703	0	
1.413	3.134136	1.865881	3.134136	0	
1.414	3.13557	1.864447	3.13557	0	
1.415	3.137005	1.863013	3.137005	0	
1.416	3.13844	1.861577	3.13844	0	
1.417	3.139876	1.860141	3.139876	0	
1.418	3.141313	1.858704	3.141313	0	
1.419	3.142751	1.857266	3.142751	0	
1.42	3.144189	1.855828	3.144189	0	
1.421	3.145628	1.854389	3.145628	0	
1.422	3.147068	1.852949	3.147068	0	
1.423	3.148508	1.851509	3.148508	0	
1.424	3.149948	1.850068	3.149948	0	
1.425	3.15139	1.848626	3.15139	0	
1.426	3.152832	1.847184	3.152832	0	
1.427	3.154274	1.845742	3.154274	0	
1.428	3.155718	1.844298	3.155718	0	
1.429	3.157161	1.842855	3.157161	0	
1.43	3.158606	1.84141	3.158606	0	
1.431	3.160051	1.839966	3.160051	0	
1.432	3.161496	1.83852	3.161496	0	
1.433	3.162942	1.837075	3.162942	0	
1.434	3.164388	1.835628	3.164388	0	
1.435	3.165835	1.834182	3.165835	0	
1.436	3.167282	1.832734	3.167282	0	
1.437	3.168729	1.831287	3.168729	0	
1.438	3.170177	1.829839	3.170177	0	
1.439	3.171626	1.828391	3.171626	0	
1.44	3.173074	1.826942	3.173074	0	
1.441	3.174523	1.825493	3.174523	0	
1.442	3.175973	1.824044	3.175973	0	
1.443	3.177423	1.822594	3.177423	0	
1.444	3.178873	1.821144	3.178873	0	
1.445	3.180323	1.819693	3.180323	0	
1.446	3.181773	1.818243	3.181773	0	
1.447	3.183224	1.816792	3.183224	0	
1.448	3.184675	1.815341	3.184675	0	
1.449	3.186126	1.813889	3.186126	0	
1.45	3.187578	1.812438	3.187578	0	
1.451	3.18903	1.810986	3.18903	0	
1.452	3.190482	1.809534	3.190482	0	
1.453	3.191934	1.808082	3.191934	0	
1.454	3.193386	1.806629	3.193386	0	
1.455	3.194838	1.805177	3.194838	0	
1.456	3.196291	1.803724	3.196291	0	
1.457	3.197743	1.802272	3.197743	0	
1.458	3.199196	1.800819	3.199196	0	
1.459	3.200649	1.799366	3.200649	0	
1.46	3.202102	1.797913	3.202102	0	
1.461	3.203555	1.79646	3.203555	0	
1.462	3.205009	1.795007	3.205009	0	
1.463	3.206461	1.793554	3.206461	0	
1.464	3.207915	1.792101	3.207915	0	
1.465	3.209368	1.790647	3.209368	0	
1.466	3.210821	1.789194	3.210821	0	
1.467	3.212274	1.787741	3.212274	0	
1.468	3.213727	1.786288	3.213727	0	
1.469	3.21518	1.784835	3.21518	0	
1.47	3.216633	1.783382	3.216633	0	
1.471	3.218086	1.781929	3.218086	0	
1.472	3.219539	1.780477	3.219539	0	
1.473	3.220991	1.779024	3.220991	0	
1.474	3.222444	1.777572	3.222444	0	
1.475	3.223896	1.776119	3.223896	0	
1.476	3.225348	1.774667	3.225348	0	
1.477	3.226799	1.773215	3.226799	0	
1.478	3.228251	1.771763	3.228251	0	
1.479	3.229703	1.770312	3.229703	0	
1.48	3.231154	1.76886	3.231154	0	
1.481	3.232605	1.767409	3.232605	0	
1.482	3.234056	1.765958	3.234056	0	
1.483	3.235507	1.764508	3.235507	0	
1.484	3.236958	1.763057	3.236958	0	
1.485	3.238408	1.761607	3.238408	0	
1.486	3.239858	1.760157	3.239858	0	
1.487	3.241307	1.758708	3.241307	0	
1.488	3.242756	1.757258	3.242756	0	
1.489	3.244205	1.75581	3.244205	0	
1.49	3.245653	1.754361	3.245653	0	
1.491	3.247101	1.752913	3.247101	0	
1.492	3.248549	1.751465	3.248549	0	
1.493	3.249997	1.750018	3.249997	0	
1.494	3.251443	1.748571	3.251443	0	
1.495	3.25289	1.747124	3.25289	0	
1.496	3.254336	1.745678	3.254336	0	
1.497	3.255782	1.744233	3.255782	0	
1.498	3.257227	1.742787	3.257227	0	
1.499	3.258672	1.741343	3.258672	0	
1.5	3.260116	1.739898	3.260116	0	
1.501	3.261559	1.738455	3.261559	0	
1.502	3.263003	1.737011	3.263003	0	
1.503	3.264445	1.735569	3.264445	0	
1.504	3.265887	1.734127	3.265887	0	
1.505	3.267329	1.732685	3.267329	0	
1.506	3.26877	1.731244	3.26877	0	
1.507	3.27021	1.729804	3.27021	0	
1.508	3.27165	1.728364	3.27165	0	
1.509	3.273089	1.726925	3.273089	0	
1.51	3.274528	1.725486	3.274528	0	
1.511	3.275966	1.724048	3.275966	0	
1.512	3.277403	1.722611	3.277403	0	
1.513	3.27884	1.721174	3.27884	0	
1.514	3.280276	1.719738	3.280276	0	
1.515	3.281711	1.718303	3.281711	0	
1.516	3.283146	1.716868	3.283146	0	
1.517	3.28458	1.715434	3.28458	0	
1.518	3.286013	1.714001	3.286013	0	
1.519	3.287445	1.712569	3.287445	0	
1.52	3.288877	1.711137	3.288877	0	
1.521	3.290308	1.709706	3.290308	0	
1.522	3.291738	1.708276	3.291738	0	
1.523	3.293167	1.706847	3.293167	0	
1.524	3.294596	1.705418	3.294596	0	
1.525	3.296023	1.70399	3.296023	0	
1.526	3.297451	1.702563	3.297451	0	
1.527	3.298877	1.701137	3.298877	0	
1.528	3.300302	1.699712	3.300302	0	
1.529	3.301725	1.698288	3.301725	0	
1.53	3.303149	1.696864	3.303149	0	
1.531	3.304572	1.695442	3.304572	0	
1.532	3.305993	1.69402	3.305993	0	
1.533	3.307414	1.692599	3.307414	0	
1.534	3.308833	1.69118	3.308833	0	
1.535	3.310252	1.689761	3.310252	0	
1.536	3.31167	1.688343	3.31167	0	
1.537	3.313087	1.686926	3.313087	0	
1.538	3.314503	1.68551	3.314503	0	
1.539	3.315918	1.684095	3.315918	0	
1.54	3.317332	1.682681	3.317332	0	
1.541	3.318745	1.681268	3.318745	0	
1.542	3.320157	1.679856	3.320157	0	
1.543	3.321568	1.678445	3.321568	0	
1.544	3.322978	1.677035	3.322978	0	
1.545	3.324386	1.675627	3.324386	0	
1.546	3.325794	1.674219	3.325794	0	
1.547	3.327201	1.672812	3.327201	0	
1.548	3.328606	1.671407	3.328606	0	
1.549	3.330011	1.670002	3.330011	0	
1.55	3.331414	1.668599	3.331414	0	
1.551	3.332816	1.667197	3.332816	0	
1.552	3.334217	1.665796	3.334217	0	
1.553	3.335617	1.664396	3.335617	0	
1.554	3.337016	1.662997	3.337016	0	
1.555	3.338413	1.661599	3.338413	0	
1.556	3.33981	1.660203	3.33981	0	
1.557	3.341205	1.658808	3.341205	0	
1.558	3.342599	1.657414	3.342599	0	
1.559	3.343992	1.656021	3.343992	0	
1.56	3.345383	1.65463	3.345383	0	
1.561	3.346773	1.653239	3.346773	0	
1.562	3.348162	1.65185	3.348162	0	
1.563	3.34955	1.650463	3.34955	0	
1.564	3.350936	1.649076	3.350936	0	
1.565	3.352322	1.647691	3.352322	0	
1.566	3.353705	1.646307	3.353705	0	
1.567	3.355087	1.644925	3.355087	0	
1.568	3.356469	1.643544	3.356469	0	
1.569	3.357848	1.642164	3.357848	0	
1.57	3.359227	1.640785	3.359227	0	
1.571	3.360604	1.639408	3.360604	0	
1.572	3.36198	1.638033	3.36198	0	
1.573	3.363354	1.636658	3.363354	0	
1.574	3.364727	1.635285	3.364727	0	
1.575	3.366098	1.633914	3.366098	0	
1.576	3.367469	1.632543	3.367469	0	
1.577	3.368837	1.631175	3.368837	0	
1.578	3.370205	1.629807	3.370205	0	
1.579	3.371571	1.628441	3.371571	0	
1.58	3.372935	1.627077	3.372935	0	
1.581	3.374298	1.625714	3.374298	0	
1.582	3.375659	1.624353	3.375659	0	
1.583	3.377019	1.622993	3.377019	0	
1.584	3.378378	1.621634	3.378378	0	
1.585	3.379735	1.620277	3.379735	0	
1.586	3.38109	1.618922	3.38109	0	
1.587	3.382444	1.617568	3.382444	0	
1.588	3.383796	1.616216	3.383796	0	
1.589	3.385147	1.614865	3.385147	0	
1.59	3.386496	1.613516	3.386496	0	
1.591	3.387844	1.612168	3.387844	0	
1.592	3.38919	1.610822	3.38919	0	
1.593	3.390534	1.609477	3.390534	0	
1.594	3.391877	1.608135	3.391877	0	
1.595	3.393219	1.606793	3.393219	0	
1.596	3.394558	1.605454	3.394558	0	
1.597	3.395896	1.604116	3.395896	0	
1.598	3.397233	1.602779	3.397233	0	
1.599	3.398567	1.601445	3.398567	0	
1.6	3.3999	1.600112	3.3999	0	
1.601	3.401232	1.59878	3.401232	0	
1.602	3.402561	1.597451	3.402561	0	
1.603	3.403889	1.596123	3.403889	0	
1.604	3.405215	1.594796	3.405215	0	
1.605	3.40654	1.593472	3.40654	0	
1.606	3.407863	1.592149	3.407863	0	
1.607	3.409184	1.590828	3.409184	0	
1.608	3.410503	1.589508	3.410503	0	
1.609	3.411821	1.588191	3.411821	0	
1.61	3.413136	1.586875	3.413136	0	
1.611	3.414451	1.585561	3.414451	0	
1.612	3.415763	1.584249	3.415763	0	
1.613	3.417073	1.582938	3.417073	0	
1.614	3.418382	1.58163	3.418382	0	
1.615	3.419689	1.580323	3.419689	0	
1.616	3.420994	1.579018	3.420994	0	
1.617	3.422297	1.577714	3.422297	0	
1.618	3.423599	1.576413	3.423599	0	
1.619	3.424898	1.575113	3.424898	0	
1.62	3.426196	1.573815	3.426196	0	
1.621	3.427492	1.57252	3.427492	0	
1.622	3.428786	1.571226	3.428786	0	
1.623	3.430078	1.569934	3.430078	0	
1.624	3.431368	1.568643	3.431368	0	
1.625	3.432656	1.567355	3.432656	0	
1.626	3.433942	1.566069	3.433942	0	
1.627	3.435227	1.564784	3.435227	0	
1.628	3.436509	1.563502	3.436509	0	
1.629	3.43779	1.562221	3.43779	0	
1.63	3.439069	1.560942	3.439069	0	
1.631	3.440345	1.559666	3.440345	0	
1.632	3.44162	1.558391	3.44162	0	
1.633	3.442893	1.557118	3.442893	0	
1.634	3.444164	1.555847	3.444164	0	
1.635	3.445432	1.554579	3.445432	0	
1.636	3.446699	1.553312	3.446699	0	
1.637	3.447964	1.552047	3.447964	0	
1.638	3.449227	1.550784	3.449227	0	
1.639	3.450488	1.549523	3.450488	0	
1.64	3.451746	1.548265	3.451746	0	
1.641	3.453003	1.547008	3.453003	0	
1.642	3.454257	1.545753	3.454257	0	
1.643	3.45551	1.544501	3.45551	0	
1.644	3.45676	1.54325	3.45676	0	
1.645	3.458008	1.542002	3.458008	0	
1.646	3.459255	1.540756	3.459255	0	
1.647	3.460499	1.539512	3.460499	0	
1.648	3.461741	1.538269	3.461741	0	
1.649	3.462981	1.537029	3.462981	0	
1.65	3.464219	1.535792	3.464219	0	
1.651	3.465455	1.534556	3.465455	0	
1.652	3.466688	1.533322	3.466688	0	
1.653	3.46792	1.532091	3.46792	0	
1.654	3.469149	1.530861	3.469149	0	
1.655	3.470376	1.529634	3.470376	0	
1.656	3.471601	1.528409	3.471601	0	
1.657	3.472824	1.527187	3.472824	0	
1.658	3.474045	1.525966	3.474045	0	
1.659	3.475263	1.524747	3.475263	0	
1.66	3.47648	1.523531	3.47648	0	
1.661	3.477694	1.522317	3.477694	0	
1.662	3.478905	1.521105	3.478905	0	
1.663	3.480115	1.519896	3.480115	0	
1.664	3.481322	1.518688	3.481322	0	
1.665	3.482527	1.517483	3.482527	0	
1.666	3.48373	1.51628	3.48373	0	
1.667	3.484931	1.515079	3.484931	0	
1.668	3.48613	1.513881	3.48613	0	
1.669	3.487326	1.512685	3.487326	0	
1.67	3.48852	1.511491	3.48852	0	
1.671	3.489711	1.510299	3.489711	0	
1.672	3.490901	1.50911	3.490901	0	
1.673	3.492087	1.507923	3.492087	0	
1.674	3.493272	1.506738	3.493272	0	
1.675	3.494455	1.505556	3.494455	0	
1.676	3.495635	1.504376	3.495635	0	
1.677	3.496812	1.503198	3.496812	0	
1.678	3.497988	1.502023	3.497988	0	
1.679	3.499161	1.500849	3.499161	0	
1.68	3.500332	1.499679	3.500332	0	
1.681	3.5015	1.49851	3.5015	0	
1.682	3.502666	1.497344	3.502666	0	
1.683	3.50383	1.496181	3.50383	0	
1.684	3.504991	1.495019	3.504991	0	
1.685	3.50615	1.49386	3.50615	0	
1.686	3.507307	1.492704	3.507307	0	
1.687	3.508461	1.491549	3.508461	0	
1.688	3.509613	1.490398	3.509613	0	
1.689	3.510762	1.489248	3.510762	0	
1.69	3.511909	1.488101	3.511909	0	
1.691	3.513053	1.486957	3.513053	0	
1.692	3.514196	1.485815	3.514196	0	
1.693	3.515335	1.484675	3.515335	0	
1.694	3.516473	1.483538	3.516473	0	
1.695	3.517607	1.482403	3.517607	0	
1.696	3.518739	1.481271	3.518739	0	
1.697	3.519869	1.480141	3.519869	0	
1.698	3.520996	1.479014	3.520996	0	
1.699	3.522121	1.477889	3.522121	0	
1.7	3.523243	1.476766	3.523243	0	
1.701	3.524364	1.475646	3.524364	0	
1.702	3.525481	1.474529	3.525481	0	
1.703	3.526596	1.473414	3.526596	0	
1.704	3.527708	1.472301	3.527708	0	
1.705	3.528818	1.471191	3.528818	0	
1.706	3.529926	1.470084	3.529926	0	
1.707	3.531031	1.468979	3.531031	0	
1.708	3.532133	1.467876	3.532133	0	
1.709	3.533233	1.466776	3.533233	0	
1.71	3.53433	1.465679	3.53433	0	
1.711	3.535425	1.464584	3.535425	0	
1.712	3.536518	1.463492	3.536518	0	
1.713	3.537607	1.462402	3.537607	0	
1.714	3.538694	1.461315	3.538694	0	
1.715	3.539779	1.460231	3.539779	0	
1.716	3.540861	1.459149	3.540861	0	
1.717	3.54194	1.458069	3.54194	0	
1.718	3.543017	1.456992	3.543017	0	
1.719	3.544092	1.455918	3.544092	0	
1.72	3.545163	1.454846	3.545163	0	
1.721	3.546232	1.453777	3.546232	0	
1.722	3.547299	1.452711	3.547299	0	
1.723	3.548363	1.451647	3.548363	0	
1.724	3.549424	1.450586	3.549424	0	
1.725	3.550482	1.449527	3.550482	0	
1.726	3.551538	1.448471	3.551538	0	
1.727	3.552592	1.447418	3.552592	0	
1.728	3.553642	1.446367	3.553642	0	
1.729	3.55469	1.445319	3.55469	0	
1.73	3.555736	1.444274	3.555736	0	
1.731	3.556779	1.443231	3.556779	0	
1.732	3.557819	1.442191	3.557819	0	
1.733	3.558856	1.441153	3.558856	0	
1.734	3.559891	1.440119	3.559891	0	
1.735	3.560923	1.439086	3.560923	0	
1.736	3.561953	1.438057	3.561953	0	
1.737	3.562979	1.43703	3.562979	0	
1.738	3.564003	1.436006	3.564003	0	
1.739	3.565025	1.434985	3.565025	0	
1.74	3.566043	1.433966	3.566043	0	
1.741	3.567059	1.43295	3.567059	0	
1.742	3.568073	1.431937	3.568073	0	
1.743	3.569083	1.430926	3.569083	0	
1.744	3.570091	1.429919	3.570091	0	
1.745	3.571096	1.428914	3.571096	0	
1.746	3.572098	1.427911	3.572098	0	
1.747	3.573098	1.426911	3.573098	0	
1.748	3.574095	1.425915	3.574095	0	
1.749	3.575089	1.42492	3.575089	0	
1.75	3.576081	1.423929	3.576081	0	
1.751	3.577069	1.42294	3.577069	0	
1.752	3.578055	1.421954	3.578055	0	
1.753	3.579039	1.420971	3.579039	0	
1.754	3.580019	1.419991	3.580019	0	
1.755	3.580997	1.419013	3.580997	0	
1.756	3.581972	1.418038	3.581972	0	
1.757	3.582944	1.417066	3.582944	0	
1.758	3.583913	1.416097	3.583913	0	
1.759	3.584879	1.41513	3.584879	0	
1.76	3.585843	1.414166	3.585843	0	
1.761	3.586804	1.413205	3.586804	0	
1.762	3.587762	1.412247	3.587762	0	
1.763	3.588718	1.411292	3.588718	0	
1.764	3.58967	1.410339	3.58967	0	
1.765	3.59062	1.409389	3.59062	0	
1.766	3.591567	1.408442	3.591567	0	
1.767	3.592511	1.407498	3.592511	0	
1.768	3.593453	1.406557	3.593453	0	
1.769	3.594391	1.405618	3.594391	0	
1.77	3.595327	1.404683	3.595327	0	
1.771	3.59626	1.40375	3.59626	0	
1.772	3.59719	1.40282	3.59719	0	
1.773	3.598117	1.401892	3.598117	0	
1.774	3.599041	1.400968	3.599041	0	
1.775	3.599962	1.400047	3.599962	0	
1.776	3.600881	1.399128	3.600881	0	
1.777	3.601797	1.398212	3.601797	0	
1.778	3.60271	1.397299	3.60271	0	
1.779	3.60362	1.396389	3.60362	0	
1.78	3.604527	1.395482	3.604527	0	
1.781	3.605432	1.394577	3.605432	0	
1.782	3.606333	1.393676	3.606333	0	
1.783	3.607232	1.392777	3.607232	0	
1.784	3.608128	1.391881	3.608128	0	
1.785	3.609021	1.390988	3.609021	0	
1.786	3.609911	1.390098	3.609911	0	
1.787	3.610798	1.389211	3.610798	0	
1.788	3.611682	1.388327	3.611682	0	
1.789	3.612564	1.387445	3.612564	0	
1.79	3.613442	1.386567	3.613442	0	
1.791	3.614318	1.385691	3.614318	0	
1.792	3.615191	1.384819	3.615191	0	
1.793	3.61606	1.383949	3.61606	0	
1.794	3.616927	1.383082	3.616927	0	
1.795	3.617791	1.382218	3.617791	0	
1.796	3.618652	1.381357	3.618652	0	
1.797	3.61951	1.380499	3.61951	0	
1.798	3.620366	1.379643	3.620366	0	
1.799	3.621218	1.378791	3.621218	0	
1.8	3.622067	1.377942	3.622067	0	
1.801	3.622914	1.377095	3.622914	0	
1.802	3.623757	1.376252	3.623757	0	
1.803	3.624598	1.375411	3.624598	0	
1.804	3.625436	1.374573	3.625436	0	
1.805	3.626271	1.373738	3.626271	0	
1.806	3.627102	1.372907	3.627102	0	
1.807	3.627931	1.372078	3.627931	0	
1.808	3.628757	1.371252	3.628757	0	
1.809	3.62958	1.370429	3.62958	0	
1.81	3.6304	1.369609	3.6304	0	
1.811	3.631217	1.368791	3.631217	0	
1.812	3.632032	1.367977	3.632032	0	
1.813	3.632843	1.367166	3.632843	0	
1.814	3.633651	1.366358	3.633651	0	
1.815	3.634457	1.365552	3.634457	0	
1.816	3.635259	1.36475	3.635259	0	
1.817	3.636059	1.36395	3.636059	0	
1.818	3.636855	1.363154	3.636855	0	
1.819	3.637649	1.362361	3.637649	0	
1.82	3.638439	1.36157	3.638439	0	
1.821	3.639227	1.360782	3.639227	0	
1.822	3.640011	1.359998	3.640011	0	
1.823	3.640793	1.359216	3.640793	0	
1.824	3.641572	1.358437	3.641572	0	
1.825	3.642347	1.357662	3.642347	0	
1.826	3.64312	1.356889	3.64312	0	
1.827	3.64389	1.356119	3.64389	0	
1.828	3.644657	1.355353	3.644657	0	
1.829	3.64542	1.354589	3.64542	0	
1.83	3.646181	1.353828	3.646181	0	
1.831	3.646939	1.35307	3.646939	0	
1.832	3.647694	1.352315	3.647694	0	
1.833	3.648446	1.351563	3.648446	0	
1.834	3.649194	1.350815	3.649194	0	
1.835	3.64994	1.350069	3.64994	0	
1.836	3.650683	1.349326	3.650683	0	
1.837	3.651423	1.348586	3.651423	0	
1.838	3.65216	1.347849	3.65216	0	
1.839	3.652894	1.347115	3.652894	0	
1.84	3.653625	1.346384	3.653625	0	
1.841	3.654353	1.345657	3.654353	0	
1.842	3.655077	1.344932	3.655077	0	
1.843	3.655799	1.34421	3.655799	0	
1.844	3.656518	1.343491	3.656518	0	
1.845	3.657234	1.342775	3.657234	0	
1.846	3.657947	1.342062	3.657947	0	
1.847	3.658657	1.341352	3.658657	0	
1.848	3.659364	1.340645	3.659364	0	
1.849	3.660068	1.339942	3.660068	0	
1.85	3.660769	1.339241	3.660769	0	
1.851	3.661466	1.338543	3.661466	0	
1.852	3.662161	1.337848	3.662161	0	
1.853	3.662853	1.337156	3.662853	0	
1.854	3.663542	1.336467	3.663542	0	
1.855	3.664227	1.335782	3.664227	0	
1.856	3.66491	1.335099	3.66491	0	
1.857	3.66559	1.334419	3.66559	0	
1.858	3.666267	1.333742	3.666267	0	
1.859	3.66694	1.333069	3.66694	0	
1.86	3.667611	1.332398	3.667611	0	
1.861	3.668279	1.33173	3.668279	0	
1.862	3.668943	1.331066	3.668943	0	
1.863	3.669605	1.330404	3.669605	0	
1.864	3.670264	1.329745	3.670264	0	
1.865	3.670919	1.32909	3.670919	0	
1.866	3.671572	1.328437	3.671572	0	
1.867	3.672222	1.327788	3.672222	0	
1.868	3.672868	1.327141	3.672868	0	
1.869	3.673512	1.326497	3.673512	0	
1.87	3.674152	1.325857	3.674152	0	
1.871	3.67479	1.325219	3.67479	0	
1.872	3.675424	1.324585	3.675424	0	
1.873	3.676055	1.323954	3.676055	0	
1.874	3.676684	1.323325	3.676684	0	
1.875	3.677309	1.3227	3.677309	0	
1.876	3.677932	1.322077	3.677932	0	
1.877	3.678551	1.321458	3.678551	0	
1.878	3.679167	1.320842	3.679167	0	
1.879	3.67978	1.320228	3.67978	0	
1.88	3.680391	1.319618	3.680391	0	
1.881	3.680998	1.319011	3.680998	0	
1.882	3.681602	1.318407	3.681602	0	
1.883	3.682204	1.317806	3.682204	0	
1.884	3.682802	1.317207	3.682802	0	
1.885	3.683397	1.316612	3.683397	0	
1.886	3.683989	1.31602	3.683989	0	
1.887	3.684578	1.315431	3.684578	0	
1.888	3.685164	1.314845	3.685164	0	
1.889	3.685747	1.314262	3.685747	0	
1.89	3.686327	1.313682	3.686327	0	
1.891	3.686904	1.313105	3.686904	0	
