Time	Length	Position	2	
0	5	0	0	
0.001	4.999984	1.498369E-05	0	
0.002	4.999953	4.493556E-05	0	
0.003	4.999907	8.984013E-05	0	
0.004	4.999845	0.0001496818	0	
0.005	4.999769	0.0002244451	0	
0.006	4.999678	0.0003141141	0	
0.007	4.999572	0.0004186732	0	
0.008	4.999452	0.0005381063	0	
0.009000001	4.999317	0.0006723973	0	
0.01	4.999166	0.00082153	0	
0.011	4.999002	0.0009854881	0	
0.012	4.998823	0.001164255	0	
0.013	4.998629	0.001357814	0	
0.014	4.99842	0.001566148	0	
0.015	4.998197	0.001789241	0	
0.016	4.997958	0.002027076	0	
0.017	4.997705	0.002279634	0	
0.018	4.997437	0.002546899	0	
0.019	4.997155	0.002828853	0	
0.02	4.996858	0.00312548	0	
0.021	4.996547	0.00343676	0	
0.022	4.996221	0.003762676	0	
0.023	4.99588	0.00410321	0	
0.024	4.995525	0.004458345	0	
0.025	4.995155	0.004828061	0	
0.026	4.994771	0.00521234	0	
0.027	4.994372	0.005611163	0	
0.028	4.993959	0.006024513	0	
0.029	4.993531	0.00645237	0	
0.03	4.993089	0.006894715	0	
0.031	4.992632	0.00735153	0	
0.032	4.99216	0.007822795	0	
0.033	4.991675	0.008308491	0	
0.034	4.991175	0.008808598	0	
0.035	4.99066	0.009323097	0	
0.036	4.990131	0.009851968	0	
0.037	4.989588	0.01039519	0	
0.038	4.98903	0.01095275	0	
0.039	4.988459	0.01152462	0	
0.04	4.987873	0.01211078	0	
0.041	4.987272	0.01271121	0	
0.042	4.986658	0.0133259	0	
0.043	4.986029	0.01395481	0	
0.044	4.985385	0.01459794	0	
0.045	4.984728	0.01525526	0	
0.046	4.984056	0.01592674	0	
0.047	4.983371	0.01661238	0	
0.048	4.982671	0.01731214	0	
0.049	4.981957	0.018026	0	
0.05	4.981229	0.01875395	0	
0.051	4.980487	0.01949597	0	
0.052	4.979731	0.02025202	0	
0.053	4.978961	0.02102209	0	
0.054	4.978177	0.02180616	0	
0.055	4.977379	0.02260421	0	
0.056	4.976567	0.02341621	0	
0.057	4.975741	0.02424214	0	
0.058	4.974901	0.02508198	0	
0.059	4.974048	0.02593571	0	
0.06	4.97318	0.0268033	0	
0.061	4.972299	0.02768473	0	
0.062	4.971403	0.02857998	0	
0.063	4.970494	0.02948903	0	
0.064	4.969572	0.03041185	0	
0.06500001	4.968635	0.03134841	0	
0.066	4.967685	0.03229871	0	
0.067	4.966721	0.03326271	0	
0.068	4.965743	0.03424039	0	
0.06900001	4.964752	0.03523172	0	
0.07	4.963747	0.03623669	0	
0.071	4.962728	0.03725526	0	
0.072	4.961696	0.03828742	0	
0.07300001	4.96065	0.03933315	0	
0.074	4.959591	0.0403924	0	
0.075	4.958518	0.04146517	0	
0.07600001	4.957432	0.04255143	0	
0.07700001	4.956332	0.04365115	0	
0.078	4.955219	0.04476431	0	
0.079	4.954093	0.04589089	0	
0.08000001	4.952952	0.04703085	0	
0.081	4.951799	0.04818418	0	
0.082	4.950633	0.04935085	0	
0.083	4.949452	0.05053083	0	
0.08400001	4.948259	0.0517241	0	
0.085	4.947052	0.05293063	0	
0.086	4.945833	0.05415041	0	
0.087	4.9446	0.0553834	0	
0.08800001	4.943354	0.05662957	0	
0.089	4.942094	0.0578889	0	
0.09	4.940822	0.05916137	0	
0.09100001	4.939537	0.06044696	0	
0.09200001	4.938238	0.06174562	0	
0.093	4.936926	0.06305734	0	
0.094	4.935601	0.06438209	0	
0.09500001	4.934263	0.06571985	0	
0.096	4.932913	0.06707059	0	
0.097	4.931549	0.06843428	0	
0.098	4.930172	0.06981089	0	
0.09900001	4.928783	0.0712004	0	
0.1	4.927381	0.07260279	0	
0.101	4.925965	0.07401802	0	
0.102	4.924537	0.07544606	0	
0.103	4.923096	0.0768869	0	
0.104	4.921643	0.0783405	0	
0.105	4.920177	0.07980683	0	
0.106	4.918697	0.08128588	0	
0.107	4.917206	0.0827776	0	
0.108	4.915701	0.08428197	0	
0.109	4.914185	0.08579897	0	
0.11	4.912655	0.08732857	0	
0.111	4.911113	0.08887073	0	
0.112	4.909558	0.09042544	0	
0.113	4.90799	0.09199266	0	
0.114	4.906411	0.09357236	0	
0.115	4.904819	0.09516452	0	
0.116	4.903214	0.09676911	0	
0.117	4.901597	0.09838609	0	
0.118	4.899968	0.1000154	0	
0.119	4.898326	0.1016571	0	
0.12	4.896672	0.1033112	0	
0.121	4.895006	0.1049775	0	
0.122	4.893327	0.106656	0	
0.123	4.891636	0.1083468	0	
0.124	4.889934	0.1100497	0	
0.125	4.888218	0.1117649	0	
0.126	4.886491	0.1134922	0	
0.127	4.884752	0.1152315	0	
0.128	4.883	0.116983	0	
0.129	4.881237	0.1187465	0	
0.13	4.879461	0.1205221	0	
0.131	4.877674	0.1223096	0	
0.132	4.875874	0.1241091	0	
0.133	4.874063	0.1259205	0	
0.134	4.87224	0.1277438	0	
0.135	4.870404	0.1295789	0	
0.136	4.868557	0.131426	0	
0.137	4.866699	0.1332848	0	
0.138	4.864828	0.1351554	0	
0.139	4.862946	0.1370377	0	
0.14	4.861052	0.1389318	0	
0.141	4.859146	0.1408376	0	
0.142	4.857228	0.142755	0	
0.143	4.855299	0.144684	0	
0.144	4.853359	0.1466246	0	
0.145	4.851407	0.1485768	0	
0.146	4.849443	0.1505405	0	
0.147	4.847467	0.1525157	0	
0.148	4.845481	0.1545024	0	
0.149	4.843483	0.1565005	0	
0.15	4.841473	0.1585101	0	
0.151	4.839452	0.160531	0	
0.152	4.83742	0.1625632	0	
0.153	4.835377	0.1646068	0	
0.154	4.833322	0.1666616	0	
0.155	4.831255	0.1687277	0	
0.156	4.829178	0.1708049	0	
0.157	4.82709	0.1728934	0	
0.158	4.82499	0.174993	0	
0.159	4.822879	0.1771038	0	
0.16	4.820758	0.1792256	0	
0.161	4.818625	0.1813585	0	
0.162	4.816481	0.1835024	0	
0.163	4.814326	0.1856573	0	
0.164	4.81216	0.1878231	0	
0.165	4.809983	0.1899999	0	
0.166	4.807796	0.1921876	0	
0.167	4.805597	0.1943861	0	
0.168	4.803388	0.1965955	0	
0.169	4.801167	0.1988156	0	
0.17	4.798937	0.2010465	0	
0.171	4.796695	0.2032881	0	
0.172	4.794443	0.2055404	0	
0.173	4.79218	0.2078034	0	
0.174	4.789907	0.210077	0	
0.175	4.787622	0.2123612	0	
0.176	4.785327	0.2146559	0	
0.177	4.783022	0.2169612	0	
0.178	4.780706	0.219277	0	
0.179	4.77838	0.2216032	0	
0.18	4.776044	0.2239398	0	
0.181	4.773697	0.2262869	0	
