Time	5ExternalOff	7ExternalOff	6SynapticOff	5FFOff	6FFOff	7FFOff	8SynapticOn	9ExternalOn	5ExternalOn	9FFon	5FFOn	8FFOn	
0.622	0	5E-09	2.146582E-10	0.03435924	0.06387788	0.9996755	8.711554E-14	5E-09	0	0.9996755	0.03435924	0.0005426308	
0.624	0	5E-09	1.717405E-10	0.02748739	0.05453711	0.9997404	5.575599E-14	5E-09	0	0.9997404	0.02748739	0.0004352198	
0.626	0	5E-09	1.374013E-10	0.02198991	0.04637772	0.9997923	3.568383E-14	5E-09	0	0.9997923	0.02198991	0.0003488895	
0.628	0	5E-09	1.099267E-10	0.01759193	0.03930071	0.9998338	2.283896E-14	5E-09	0	0.9998338	0.01759193	0.0002795684	
0.6300001	0	5E-09	8.794504E-11	0.01407355	0.03319947	0.999867	1.461694E-14	5E-09	0	0.999867	0.01407355	0.000223947	
0.632	0	5E-09	7.035837E-11	0.01125883	0.02796674	0.9998936	9.357357E-15	5E-09	0	0.9998936	0.01125883	0.0001793448	
0.634	0	5E-09	5.628819E-11	0.009007068	0.02349916	0.9999149	5.989378E-15	5E-09	0	0.9999149	0.009007068	0.0001435956	
0.636	0	5E-09	4.503151E-11	0.007205654	0.01969995	0.9999319	3.830518E-15	5E-09	0	0.9999319	0.007205654	0.0001149531	
0.638	0	5E-09	3.602582E-11	0.005764524	0.01648048	0.9999455	2.452391E-15	5E-09	0	0.9999455	0.005764524	9.201153E-05	
0.64	0	5E-09	2.882105E-11	0.004611619	0.0137608	0.9999564	1.570217E-15	5E-09	0	0.9999564	0.004611619	7.364062E-05	
0.642	0	5E-09	2.305709E-11	0.003689295	0.01146979	0.9999651	1.004664E-15	5E-09	0	0.9999651	0.003689295	5.893259E-05	
0.6440001	0	5E-09	1.844583E-11	0.002951436	0.009544744	0.9999721	6.432048E-16	5E-09	0	0.9999721	0.002951436	4.715894E-05	
0.646	0	5E-09	1.475677E-11	0.002361149	0.007930931	0.9999776	4.116511E-16	5E-09	0	0.9999776	0.002361149	3.773538E-05	
0.648	0	5E-09	1.180548E-11	0.001888919	0.006580854	0.9999821	2.638789E-16	5E-09	0	0.9999821	0.001888919	3.019358E-05	
0.65	0	5E-09	9.444426E-12	0.001511135	0.005453572	0.9999857	1.688825E-16	5E-09	0	0.9999857	0.001511135	2.415824E-05	
0.652	0	5E-09	7.555567E-12	0.001208908	0.004513969	0.9999886	1.080848E-16	5E-09	0	0.9999886	0.001208908	1.932876E-05	
0.654	0	5E-09	6.044471E-12	0.0009671266	0.003732064	0.9999908	6.917428E-17	5E-09	0	0.9999908	0.0009671266	1.546439E-05	
0.656	0	5E-09	4.835589E-12	0.0007737012	0.003082363	0.9999927	4.438683E-17	5E-09	0	0.9999927	0.0007737012	1.23724E-05	
0.6580001	0	5E-09	3.868478E-12	0.0006189609	0.00254326	0.9999942	2.813087E-17	5E-09	0	0.9999942	0.0006189609	9.898481E-06	
0.66	0	5E-09	3.094787E-12	0.0004951687	0.002096504	0.9999954	1.789308E-17	5E-09	0	0.9999954	0.0004951687	7.919142E-06	
0.6620001	0	5E-09	2.475832E-12	0.000396135	0.00172672	0.9999962	1.15106E-17	5E-09	0	0.9999962	0.000396135	6.335544E-06	
0.664	0	5E-09	1.980667E-12	0.000316908	0.001420989	0.999997	7.555675E-18	5E-09	0	0.999997	0.000316908	5.068587E-06	
0.666	0	5E-09	1.584535E-12	0.0002535264	0.001168482	0.9999976	4.816743E-18	5E-09	0	0.9999976	0.0002535264	4.054966E-06	
0.668	0	5E-09	1.267629E-12	0.0002028211	0.000960138	0.999998	3.097827E-18	5E-09	0	0.999998	0.0002028211	3.244035E-06	
0.67	0	5E-09	1.014103E-12	0.0001622569	0.0007883925	0.9999984	2.055143E-18	5E-09	0	0.9999984	0.0001622569	2.595269E-06	
0.6720001	0	5E-09	8.112831E-13	0.0001298055	0.0006469397	0.9999987	1.305621E-18	5E-09	0	0.9999987	0.0001298055	2.076241E-06	
0.674	0	5E-09	6.490266E-13	0.0001038444	0.0005305323	0.999999	8.510712E-19	5E-09	0	0.999999	0.0001038444	1.66101E-06	
0.6760001	0	5E-09	5.192214E-13	8.307552E-05	0.0004348102	0.9999992	5.261167E-19	5E-09	0	0.9999992	8.307552E-05	1.328818E-06	
0.678	0	5E-09	4.153773E-13	6.646042E-05	0.0003561557	0.9999993	3.466181E-19	5E-09	0	0.9999993	6.646042E-05	1.063062E-06	
0.68	0	5E-09	3.323019E-13	5.316833E-05	0.0002915706	0.9999995	2.178742E-19	5E-09	0	0.9999995	5.316833E-05	0	
0.682	0	5E-09	2.658415E-13	4.253467E-05	0.0002385733	0.9999996	1.267632E-19	5E-09	0	0.9999996	4.253467E-05	0	
0.684	0	5E-09	2.126732E-13	3.402773E-05	0.0001951121	0.9999996	8.873423E-20	5E-09	0	0.9999996	3.402773E-05	0	
0.686	0	5E-09	1.701386E-13	2.722219E-05	0.0001594925	0.9999997	6.084633E-20	5E-09	0	0.9999997	2.722219E-05	0	
0.688	0	5E-09	1.361109E-13	2.177775E-05	0.0001303162	0.9999998	4.056422E-20	5E-09	0	0.9999998	2.177775E-05	0	
0.6900001	0	5E-09	1.088887E-13	1.74222E-05	0.0001064307	0.9999998	2.59611E-20	5E-09	0	0.9999998	1.74222E-05	0	
0.692	0	5E-09	8.711097E-14	1.393776E-05	8.688679E-05	0.9999998	2.076888E-20	5E-09	0	0.9999998	1.393776E-05	0	
0.694	0	5E-09	6.968878E-14	1.115021E-05	7.09032E-05	0.9999998	1.66151E-20	5E-09	0	0.9999998	1.115021E-05	0	
0.696	0	5E-09	5.575101E-14	8.920165E-06	5.783759E-05	0.9999998	1.329208E-20	5E-09	0	0.9999998	8.920165E-06	0	
0.698	0	5E-09	4.460081E-14	7.136132E-06	4.716208E-05	0.9999998	1.063367E-20	5E-09	0	0.9999998	7.136132E-06	0	
0.7	6E-09	5E-09	3.568065E-14	5.708906E-06	3.844328E-05	0.9999998	8.506932E-21	5E-09	6E-09	0.9999998	5.708906E-06	0	
0.702	6E-09	5E-09	2.854452E-14	0.1200046	3.132552E-05	0.9999998	6.805545E-21	5E-09	6E-09	0.9999998	0.1200046	0	
0.7040001	6E-09	5E-09	6.000227E-10	0.2160037	0.01202551	0.9999998	1.430566E-16	5E-09	6E-09	0.9999998	0.2160037	0	
0.706	6E-09	5E-09	1.080018E-09	0.2928029	0.03122077	0.9999998	2.574964E-16	5E-09	6E-09	0.9999998	0.2928029	0	
0.708	6E-09	5E-09	1.464014E-09	0.3542424	0.05425691	0.9999998	3.490483E-16	5E-09	6E-09	0.9999998	0.3542424	0	
0.71	6E-09	5E-09	1.771211E-09	0.4033939	0.07882975	0.9999998	4.222898E-16	5E-09	6E-09	0.9999998	0.4033939	0	
0.712	6E-09	5E-09	2.016969E-09	0.4427151	0.1034032	0.9999998	4.808829E-16	5E-09	6E-09	0.9999998	0.4427151	0	
0.714	6E-09	5E-09	2.213575E-09	0.4741721	0.126994	0.9999998	5.277575E-16	5E-09	6E-09	0.9999998	0.4741721	0	
0.716	6E-09	5E-09	2.37086E-09	0.4993377	0.1490124	0.9999998	5.652572E-16	5E-09	6E-09	0.9999998	0.4993377	0	
0.7180001	6E-09	5E-09	2.496688E-09	0.5194702	0.1691437	0.9999998	5.952569E-16	5E-09	6E-09	0.9999998	0.5194702	0	
0.72	6E-09	5E-09	2.59735E-09	0.5355761	0.187262	0.9999998	6.192567E-16	5E-09	6E-09	0.9999998	0.5355761	0	
0.7220001	6E-09	5E-09	2.67788E-09	0.5484609	0.2033672	0.9999998	6.384565E-16	5E-09	6E-09	0.9999998	0.5484609	0	
0.724	6E-09	5E-09	2.742304E-09	0.5587687	0.2175398	0.9999998	6.538163E-16	5E-09	6E-09	0.9999998	0.5587687	0	
0.726	6E-09	5E-09	2.793843E-09	0.5670149	0.2299087	0.9999998	6.661042E-16	5E-09	6E-09	0.9999998	0.5670149	0	
0.728	6E-09	5E-09	2.835074E-09	0.573612	0.2406284	0.9999998	6.759345E-16	5E-09	6E-09	0.9999998	0.573612	0	
0.73	6E-09	5E-09	2.868059E-09	0.5788896	0.2498639	0.9999998	6.837987E-16	5E-09	6E-09	0.9999998	0.5788896	0	
0.7320001	6E-09	5E-09	2.894447E-09	0.5831117	0.2577801	0.9999998	6.900902E-16	5E-09	6E-09	0.9999998	0.5831117	0	
0.734	6E-09	5E-09	2.915558E-09	0.5864893	0.2645352	0.9999998	6.951233E-16	5E-09	6E-09	0.9999998	0.5864893	0	
0.7360001	6E-09	5E-09	2.932446E-09	0.5891914	0.2702771	0.9999998	6.991497E-16	5E-09	6E-09	0.9999998	0.5891914	0	
0.738	6E-09	5E-09	2.945956E-09	0.5913532	0.2751408	0.9999998	7.023709E-16	5E-09	6E-09	0.9999998	0.5913532	0	
0.74	6E-09	5E-09	2.956765E-09	0.5930825	0.2792479	0.9999998	7.049479E-16	5E-09	6E-09	0.9999998	0.5930825	0	
0.742	6E-09	5E-09	2.965412E-09	0.594466	0.2827066	0.9999998	7.070095E-16	5E-09	6E-09	0.9999998	0.594466	0	
0.744	6E-09	5E-09	2.972329E-09	0.5955728	0.2856119	0.9999998	7.086587E-16	5E-09	6E-09	0.9999998	0.5955728	0	
0.7460001	6E-09	5E-09	2.977863E-09	0.5964583	0.2880467	0.9999998	7.099781E-16	5E-09	6E-09	0.9999998	0.5964583	0	
0.748	6E-09	5E-09	2.98229E-09	0.5971666	0.2900832	0.9999998	7.110337E-16	5E-09	6E-09	0.9999998	0.5971666	0	
0.7500001	6E-09	5E-09	2.985832E-09	0.5977333	0.2917832	0.9999998	7.11878E-16	5E-09	6E-09	0.9999998	0.5977333	0	
0.752	6E-09	5E-09	2.988666E-09	0.5981866	0.2931999	0.9999998	7.125537E-16	5E-09	6E-09	0.9999998	0.5981866	0	
0.754	6E-09	5E-09	2.990932E-09	0.5985493	0.2943785	0.9999998	7.13094E-16	5E-09	6E-09	0.9999998	0.5985493	0	
0.756	6E-09	5E-09	2.992746E-09	0.5988394	0.2953578	0.9999998	7.135264E-16	5E-09	6E-09	0.9999998	0.5988394	0	
0.758	6E-09	5E-09	2.994196E-09	0.5990715	0.2961701	0.9999998	7.138722E-16	5E-09	6E-09	0.9999998	0.5990715	0	
0.7600001	6E-09	5E-09	2.995357E-09	0.5992572	0.2968432	0.9999998	7.141489E-16	5E-09	6E-09	0.9999998	0.5992572	0	
0.762	6E-09	5E-09	2.996285E-09	0.5994058	0.2974003	0.9999998	7.143703E-16	5E-09	6E-09	0.9999998	0.5994058	0	
0.7640001	6E-09	5E-09	2.997028E-09	0.5995246	0.2978608	0.9999998	7.145474E-16	5E-09	6E-09	0.9999998	0.5995246	0	
0.766	6E-09	5E-09	2.997622E-09	0.5996197	0.2982411	0.9999998	7.14689E-16	5E-09	6E-09	0.9999998	0.5996197	0	
0.768	6E-09	5E-09	2.998098E-09	0.5996958	0.2985548	0.9999998	7.148024E-16	5E-09	6E-09	0.9999998	0.5996958	0	
0.77	6E-09	5E-09	2.998478E-09	0.5997566	0.2988134	0.9999998	7.148931E-16	5E-09	6E-09	0.9999998	0.5997566	0	
0.772	6E-09	5E-09	2.998782E-09	0.5998053	0.2990264	0.9999998	7.149656E-16	5E-09	6E-09	0.9999998	0.5998053	0	
0.774	6E-09	5E-09	2.999026E-09	0.5998442	0.2992016	0.9999998	7.150236E-16	5E-09	6E-09	0.9999998	0.5998442	0	
0.776	6E-09	5E-09	2.99922E-09	0.5998754	0.2993457	0.9999998	7.1507E-16	5E-09	6E-09	0.9999998	0.5998754	0	
0.7780001	6E-09	5E-09	2.999376E-09	0.5999003	0.2994641	0.9999998	7.151072E-16	5E-09	6E-09	0.9999998	0.5999003	0	
0.78	6E-09	5E-09	2.999501E-09	0.5999202	0.2995613	0.9999998	7.151369E-16	5E-09	6E-09	0.9999998	0.5999202	0	
0.7820001	6E-09	5E-09	2.9996E-09	0.5999362	0.299641	0.9999998	7.151606E-16	5E-09	6E-09	0.9999998	0.5999362	0	
0.784	6E-09	5E-09	2.99968E-09	0.5999489	0.2997064	0.9999998	7.151797E-16	5E-09	6E-09	0.9999998	0.5999489	0	
0.786	6E-09	5E-09	2.999744E-09	0.5999591	0.29976	0.9999998	7.151949E-16	5E-09	6E-09	0.9999998	0.5999591	0	
0.788	6E-09	5E-09	2.999795E-09	0.5999673	0.2998039	0.9999998	7.15207E-16	5E-09	6E-09	0.9999998	0.5999673	0	
0.79	6E-09	5E-09	2.999836E-09	0.5999739	0.2998399	0.9999998	7.152167E-16	5E-09	6E-09	0.9999998	0.5999739	0	
0.7920001	6E-09	5E-09	2.999869E-09	0.599979	0.2998692	0.9999998	7.152246E-16	5E-09	6E-09	0.9999998	0.599979	0	
0.794	6E-09	5E-09	2.999894E-09	0.5999833	0.2998933	0.9999998	7.152308E-16	5E-09	6E-09	0.9999998	0.5999833	0	
0.7960001	6E-09	5E-09	2.999916E-09	0.5999866	0.2999129	0.9999998	7.152358E-16	5E-09	6E-09	0.9999998	0.5999866	0	
0.798	6E-09	5E-09	2.999932E-09	0.5999893	0.299929	0.9999998	7.152398E-16	5E-09	6E-09	0.9999998	0.5999893	0	
0.8	0	5E-09	2.999946E-09	0.5999914	0.2999421	0.9999998	7.15243E-16	5E-09	0	0.9999998	0.5999914	0	
0.802	0	5E-09	2.999956E-09	0.4799932	0.2999528	0.9999998	7.152455E-16	5E-09	0	0.9999998	0.4799932	0	
0.804	0	5E-09	2.399965E-09	0.3839945	0.2879615	0.9999998	5.721964E-16	5E-09	0	0.9999998	0.3839945	0	
0.8060001	0	5E-09	1.919972E-09	0.3071956	0.2687687	0.9999998	4.577571E-16	5E-09	0	0.9999998	0.3071956	0	
0.808	0	5E-09	1.535978E-09	0.2457565	0.2457345	0.9999998	3.662057E-16	5E-09	0	0.9999998	0.2457565	0	
0.8100001	0	5E-09	1.228782E-09	0.1966052	0.2211632	0.9999998	2.929646E-16	5E-09	0	0.9999998	0.1966052	0	
0.812	0	5E-09	9.830257E-10	0.1572841	0.1965911	0.9999998	2.343716E-16	5E-09	0	0.9999998	0.1572841	0	
0.814	0	5E-09	7.864205E-10	0.1258273	0.1730013	0.9999998	1.874973E-16	5E-09	0	0.9999998	0.1258273	0	
0.816	0	5E-09	6.291364E-10	0.1006619	0.1509838	0.9999998	1.499978E-16	5E-09	0	0.9999998	0.1006619	0	
0.818	0	5E-09	5.033091E-10	0.08052948	0.1308532	0.9999998	1.199983E-16	5E-09	0	0.9999998	0.08052948	0	
0.8200001	0	5E-09	4.026473E-10	0.06442358	0.1127355	0.9999998	9.599862E-17	5E-09	0	0.9999998	0.06442358	0	
0.822	0	5E-09	3.221178E-10	0.05153887	0.09663075	0.9999998	7.67989E-17	5E-09	0	0.9999998	0.05153887	0	
0.8240001	0	5E-09	2.576943E-10	0.0412311	0.08245849	0.9999998	6.143912E-17	5E-09	0	0.9999998	0.0412311	0	
0.826	0	5E-09	2.061554E-10	0.03298488	0.07008991	0.9999998	4.91513E-17	5E-09	0	0.9999998	0.03298488	0	
0.8280001	0	5E-09	1.649243E-10	0.0263879	0.05937041	0.9999998	3.932104E-17	5E-09	0	0.9999998	0.0263879	0	
0.83	0	5E-09	1.319395E-10	0.02111032	0.05013511	0.9999998	3.145683E-17	5E-09	0	0.9999998	0.02111032	0	
0.832	0	5E-09	1.055516E-10	0.01688825	0.04221912	0.9999998	2.516546E-17	5E-09	0	0.9999998	0.01688825	0	
0.8340001	0	5E-09	8.444125E-11	0.0135106	0.03546413	0.9999998	2.013237E-17	5E-09	0	0.9999998	0.0135106	0	
0.836	0	5E-09	6.7553E-11	0.01080848	0.02972236	0.9999998	1.610589E-17	5E-09	0	0.9999998	0.01080848	0	
0.8380001	0	5E-09	5.40424E-11	0.008646786	0.02485873	0.9999998	1.288472E-17	5E-09	0	0.9999998	0.008646786	0	
0.84	0	5E-09	4.323392E-11	0.006917429	0.02075166	0.9999998	1.030777E-17	5E-09	0	0.9999998	0.006917429	0	
0.8420001	0	5E-09	3.458714E-11	0.005533943	0.01729308	0.9999998	8.246217E-18	5E-09	0	0.9999998	0.005533943	0	
0.844	0	5E-09	2.766971E-11	0.004427155	0.01438785	0.9999998	6.596974E-18	5E-09	0	0.9999998	0.004427155	0	
0.846	0	5E-09	2.213577E-11	0.003541724	0.011953	0.9999998	5.277579E-18	5E-09	0	0.9999998	0.003541724	0	
0.848	0	5E-09	1.770861E-11	0.002833379	0.00991657	0.9999998	4.222064E-18	5E-09	0	0.9999998	0.002833379	0	
0.85	0	0	1.416689E-11	0.002266703	0.008216594	0.9999998	3.377651E-18	0	0	0.9999998	0.002266703	0	
0.8520001	0	0	1.133351E-11	0.001813362	0.006799945	0.7999998	2.702121E-18	0	0	0.7999998	0.001813362	0	
0.854	0	0	7.253448E-12	0.00145069	0.005585025	0.6399999	1.813364E-12	0	0	0.6399999	0.00145069	3.626858E-05	
0.8560001	0	0	4.642207E-12	0.001160552	0.004560864	0.5119999	2.611243E-12	0	0	0.5119999	0.001160552	8.123972E-05	
0.858	0	0	2.971013E-12	0.0009284416	0.003708112	0.4095999	2.831747E-12	0	0	0.4095999	0.0009284416	0.0001216267	
0.86	0	0	1.901448E-12	0.0007427533	0.003004518	0.3276799	2.74076E-12	0	0	0.3276799	0.0007427533	0.0001521166	
0.862	0	0	1.216927E-12	0.0005942026	0.002427953	0.2621439	2.49684E-12	0	0	0.2621439	0.0005942026	0.0001716301	
0.864	0	0	7.78833E-13	0.0004753621	0.001957939	0.2097151	2.19218E-12	0	0	0.2097151	0.0004753621	0.0001811476	
0.8660001	0	0	4.984531E-13	0.0003802896	0.00157632	0.1677721	1.878357E-12	0	0	0.1677721	0.0003802896	0.0001824853	
0.868	0	0	3.190099E-13	0.0003042317	0.001267436	0.1342177	1.582438E-12	0	0	0.1342177	0.0003042317	0.000177637	
0.8700001	0	0	2.041664E-13	0.0002433854	0.001018032	0.1073741	1.316992E-12	0	0	0.1073741	0.0002433854	0.0001684494	
0.872	0	0	1.306665E-13	0.0001947083	0.0008170393	0.08589932	1.08626E-12	0	0	0.08589932	0.0001947083	0.0001564847	
0.874	0	0	8.362654E-14	0.0001557666	0.0006553039	0.06871945	8.899149E-13	0	0	0.06871945	0.0001557666	0.0001429861	
0.876	0	0	5.352099E-14	0.0001246133	0.0005253136	0.05497556	7.253122E-13	0	0	0.05497556	0.0001246133	0.0001288951	
0.878	0	0	3.425343E-14	9.969065E-05	0.0004209359	0.04398045	5.888131E-13	0	0	0.04398045	9.969065E-05	0.0001148924	
0.8800001	0	0	2.19222E-14	7.975251E-05	0.0003371872	0.03518436	4.76531E-13	0	0	0.03518436	7.975251E-05	0.0001014445	
0.882	0	0	1.40302E-14	6.380201E-05	0.0002700303	0.02814749	3.847323E-13	0	0	0.02814749	6.380201E-05	8.885025E-05	
0.8840001	0	0	8.979332E-15	5.104161E-05	0.0002162039	0.02251799	3.100307E-13	0	0	0.02251799	5.104161E-05	7.728081E-05	
0.886	0	0	5.746772E-15	4.083329E-05	0.000173078	0.01801439	2.494613E-13	0	0	0.01801439	4.083329E-05	6.681387E-05	
0.8880001	0	0	3.677934E-15	3.266663E-05	0.000138536	0.01441151	2.004885E-13	0	0	0.01441151	3.266663E-05	5.746086E-05	
0.89	0	0	2.353877E-15	2.61333E-05	0.0001108759	0.01152921	1.609793E-13	0	0	0.01152921	2.61333E-05	4.918827E-05	
0.892	0	0	1.506482E-15	2.090664E-05	8.873082E-05	0.009223368	1.2916E-13	0	0	0.009223368	2.090664E-05	4.193382E-05	
0.8940001	0	0	9.641483E-16	1.672531E-05	7.100394E-05	0.007378694	1.035691E-13	0	0	0.007378694	1.672531E-05	3.561844E-05	
0.896	0	0	6.170548E-16	1.338025E-05	5.681549E-05	0.005902955	8.300951E-14	0	0	0.005902955	1.338025E-05	3.015494E-05	
0.8980001	0	0	3.949151E-16	1.07042E-05	4.546029E-05	0.004722364	6.650634E-14	0	0	0.004722364	1.07042E-05	2.545408E-05	
0.9	8E-09	0	2.527456E-16	8.563358E-06	3.637328E-05	0.003777891	5.326825E-14	0	8E-09	0.003777891	8.563358E-06	2.142863E-05	
0.9020001	8E-09	0	1.617572E-16	0.1600069	2.910186E-05	0.003022313	4.265503E-14	0	8E-09	0.003022313	0.1600069	1.7996E-05	
0.904	8E-09	0	2.417954E-12	0.2880055	7.164057E-05	0.002417851	7.976164E-10	0	8E-09	0.002417851	0.2880055	0.01596672	
0.906	8E-09	0	3.481771E-12	0.3904044	0.0001269479	0.00193428	1.436546E-09	0	8E-09	0.00193428	0.3904044	0.04150429	
0.9080001	8E-09	0	3.775758E-12	0.4723235	0.0001770735	0.001547424	1.948246E-09	0	8E-09	0.001547424	0.4723235	0.07216837	
0.91	8E-09	0	3.654425E-12	0.5378588	0.0002147473	0.001237939	2.357963E-09	0	8E-09	0.001237939	0.5378588	0.104894	
0.9120001	8E-09	0	3.329183E-12	0.5902871	0.0002383815	0.0009903515	2.685965E-09	0	8E-09	0.0009903515	0.5902871	0.1376345	
0.914	8E-09	0	2.922959E-12	0.6322297	0.0002491644	0.0007922812	2.948513E-09	0	8E-09	0.0007922812	0.6322297	0.1690778	
0.9160001	8E-09	0	2.504519E-12	0.6657838	0.0002494218	0.000633825	3.158644E-09	0	8E-09	0.000633825	0.6657838	0.1984351	
0.918	8E-09	0	2.109952E-12	0.692627	0.0002417365	0.00050706	3.326809E-09	0	8E-09	0.00050706	0.692627	0.2252843	
0.92	8E-09	0	1.756017E-12	0.7141016	0.0002285095	0.000405648	3.461379E-09	0	8E-09	0.000405648	0.7141016	0.249455	
0.9220001	8E-09	0	1.448369E-12	0.7312813	0.000211775	0.0003245184	3.569059E-09	0	8E-09	0.0003245184	0.7312813	0.2709452	
0.924	8E-09	0	1.186571E-12	0.745025	0.0001931514	0.0002596147	3.65522E-09	0	8E-09	0.0002596147	0.745025	0.2898605	
0.9260001	8E-09	0	9.670972E-13	0.7560199	0.0001738631	0.0002076918	3.724158E-09	0	8E-09	0.0002076918	0.7560199	0.3063716	
0.928	8E-09	0	7.850956E-13	0.7648159	0.0001547924	0.0001661534	3.779315E-09	0	8E-09	0.0001661534	0.7648159	0.3206836	
0.9300001	8E-09	0	6.353839E-13	0.7718527	0.0001365416	0.0001329227	3.823444E-09	0	8E-09	0.0001329227	0.7718527	0.3330157	
0.932	8E-09	0	5.129838E-13	0.7774822	0.000119493	0.0001063382	3.858751E-09	0	8E-09	0.0001063382	0.7774822	0.3435876	
0.934	8E-09	0	4.133802E-13	0.7819858	0.000103862	8.507053E-05	3.886997E-09	0	8E-09	8.507053E-05	0.7819858	0.35261	
0.936	8E-09	0	3.326197E-13	0.7855886	8.974197E-05	6.805643E-05	3.909596E-09	0	8E-09	6.805643E-05	0.7855886	0.3602799	
0.938	8E-09	0	2.673218E-13	0.7884709	7.714001E-05	5.444514E-05	3.927676E-09	0	8E-09	5.444514E-05	0.7884709	0.3667775	
0.9400001	8E-09	0	2.14642E-13	0.7907767	6.600485E-05	4.355611E-05	3.94214E-09	0	8E-09	4.355611E-05	0.7907767	0.3722647	
0.942	8E-09	0	1.722158E-13	0.7926214	5.624819E-05	3.484489E-05	3.953711E-09	0	8E-09	3.484489E-05	0.7926214	0.376886	
0.9440001	8E-09	0	1.38094E-13	0.7940971	4.776044E-05	2.787591E-05	3.962969E-09	0	8E-09	2.787591E-05	0.7940971	0.3807682	
0.946	8E-09	0	1.106809E-13	0.7952777	4.042196E-05	2.230073E-05	3.970375E-09	0	8E-09	2.230073E-05	0.7952777	0.384022	
0.9480001	8E-09	0	8.867635E-14	0.7962221	3.41111E-05	1.784058E-05	3.9763E-09	0	8E-09	1.784058E-05	0.7962221	0.3867436	
0.95	8E-09	0	7.102533E-14	0.7969776	2.870938E-05	1.427247E-05	3.981039E-09	0	8E-09	1.427247E-05	0.7969776	0.3890157	
0.952	8E-09	0	5.687418E-14	0.7975821	2.410499E-05	1.141797E-05	3.984832E-09	0	8E-09	1.141797E-05	0.7975821	0.3909092	
0.9540001	8E-09	0	4.553386E-14	0.7980657	2.019467E-05	9.134378E-06	3.987865E-09	0	8E-09	9.134378E-06	0.7980657	0.3924846	
0.956	8E-09	0	3.644917E-14	0.7984525	1.688472E-05	7.307503E-06	3.990292E-09	0	8E-09	7.307503E-06	0.7984525	0.3937936	
0.9580001	8E-09	0	2.917347E-14	0.798762	1.409125E-05	5.846002E-06	3.992233E-09	0	8E-09	5.846002E-06	0.798762	0.3948795	
0.96	8E-09	0	2.334782E-14	0.7990096	1.173995E-05	4.676801E-06	3.993786E-09	0	8E-09	4.676801E-06	0.7990096	0.3957793	
0.9620001	8E-09	0	1.868404E-14	0.7992077	9.765643E-06	3.741441E-06	3.995029E-09	0	8E-09	3.741441E-06	0.7992077	0.396524	
0.964	8E-09	0	1.495094E-14	0.7993662	8.111532E-06	2.993153E-06	3.996024E-09	0	8E-09	2.993153E-06	0.7993662	0.3971397	
0.966	8E-09	0	1.196313E-14	0.7994929	6.728488E-06	2.394522E-06	3.996819E-09	0	8E-09	2.394522E-06	0.7994929	0.3976481	
0.9680001	8E-09	0	9.572017E-15	0.7995943	5.574231E-06	1.915618E-06	3.997455E-09	0	8E-09	1.915618E-06	0.7995943	0.3980676	
0.97	8E-09	0	7.658585E-15	0.7996755	4.612556E-06	1.532494E-06	3.997964E-09	0	8E-09	1.532494E-06	0.7996755	0.3984133	
0.9720001	8E-09	0	6.12749E-15	0.7997403	3.812595E-06	1.225995E-06	3.998371E-09	0	8E-09	1.225995E-06	0.7997403	0.3986981	
0.974	8E-09	0	4.90239E-15	0.7997923	3.148124E-06	0	3.998696E-09	0	8E-09	0	0.7997923	0.3989324	
0.9760001	8E-09	0	0	0.7998338	2.518499E-06	0	3.998962E-09	0	8E-09	0	0.7998338	0.3991252	
0.978	8E-09	0	0	0.799867	2.014799E-06	0	3.999169E-09	0	8E-09	0	0.799867	0.3992835	
0.98	8E-09	0	0	0.7998937	1.611839E-06	0	3.999335E-09	0	8E-09	0	0.7998937	0.3994135	
0.9820001	8E-09	0	0	0.7999149	1.289472E-06	0	3.999468E-09	0	8E-09	0	0.7999149	0.3995202	
0.984	8E-09	0	0	0.7999319	1.031577E-06	0	3.999574E-09	0	8E-09	0	0.7999319	0.3996076	
0.9860001	8E-09	0	0	0.7999455	0	0	3.999659E-09	0	8E-09	0	0.7999455	0.3996793	
0.988	8E-09	0	0	0.7999564	0	0	3.999728E-09	0	8E-09	0	0.7999564	0.399738	
0.9900001	8E-09	0	0	0.7999651	0	0	3.999782E-09	0	8E-09	0	0.7999651	0.3997861	
0.992	8E-09	0	0	0.7999721	0	0	3.999826E-09	0	8E-09	0	0.7999721	0.3998253	
0.994	8E-09	0	0	0.7999777	0	0	3.99986E-09	0	8E-09	0	0.7999777	0.3998575	
0.9960001	8E-09	0	0	0.7999821	0	0	3.999888E-09	0	8E-09	0	0.7999821	0.3998837	
0.998	8E-09	0	0	0.7999856	0	0	3.99991E-09	0	8E-09	0	0.7999856	0.3999052	
1	0	0	0	0.7999885	0	0	3.999928E-09	0	0	0	0.7999885	0.3999227	
1.002	0	0	0	0.6399908	0	0	3.999943E-09	0	0	0	0.6399908	0.399937	
1.004	0	0	0	0.5119926	0	0	3.199954E-09	0	0	0	0.5119926	0.3839487	
1.006	0	0	0	0.4095941	0	0	2.559963E-09	0	0	0	0.4095941	0.3583583	
1.008	0	0	0	0.3276753	0	0	2.04797E-09	0	0	0	0.3276753	0.327646	
1.01	0	0	0	0.2621402	0	0	1.638376E-09	0	0	0	0.2621402	0.2948843	
1.012	0	0	0	0.2097122	0	0	1.310701E-09	0	0	0	0.2097122	0.2621215	
1.014	0	0	0	0.1677698	0	0	1.048561E-09	0	0	0	0.1677698	0.2306684	
