Time	PendulumX	PendulumY	PendulumZ	Rotation	
0	0	-0.5	0	0	
0.001	-0.0002251744	-0.4999999	4.585748E-08	0.0004839033	
0.002	-0.0008435819	-0.4999991	1.717981E-07	0.001690768	
0.003	-0.001649528	-0.4999971	3.359316E-07	0.003299449	
0.004	-0.002549895	-0.4999933	5.192941E-07	0.005099853	
0.005	-0.003498606	-0.4999877	7.125021E-07	0.006997275	
0.006	-0.004472148	-0.49998	9.107668E-07	0.008944417	
0.007	-0.00545844	-0.4999702	1.111628E-06	0.0109171	
0.008	-0.006451266	-0.4999584	1.31382E-06	0.01290289	
0.009000001	-0.007447426	-0.4999445	1.516692E-06	0.0148954	
0.01	-0.008445219	-0.4999287	1.719896E-06	0.01689133	
0.011	-0.009443915	-0.4999108	1.923283E-06	0.01888897	
0.012	-0.01044301	-0.499891	2.126751E-06	0.02088753	
0.013	-0.01144226	-0.4998691	2.330252E-06	0.02288652	
0.014	-0.01244155	-0.4998452	2.533761E-06	0.02488568	
0.015	-0.01344083	-0.4998194	2.737267E-06	0.02688491	
0.016	-0.01444006	-0.4997915	2.940763E-06	0.02888414	
0.017	-0.01543922	-0.4997616	3.144246E-06	0.03088335	
0.018	-0.01643829	-0.4997298	3.347708E-06	0.0328825	
0.019	-0.01743727	-0.4996959	3.551154E-06	0.0348816	
0.02	-0.01843616	-0.49966	3.754581E-06	0.03688067	
0.021	-0.01943494	-0.4996222	3.957986E-06	0.03887967	
0.022	-0.02043362	-0.4995824	4.161371E-06	0.04087861	
0.023	-0.02143218	-0.4995405	4.36473E-06	0.04287749	
0.024	-0.02243063	-0.4994967	4.568067E-06	0.04487631	
0.025	-0.02342896	-0.4994508	4.771382E-06	0.04687509	
0.026	-0.02442718	-0.499403	4.974671E-06	0.0488738	
0.027	-0.02542526	-0.4993532	5.177936E-06	0.05087246	
0.028	-0.02642322	-0.4993013	5.381172E-06	0.05287107	
0.029	-0.02742104	-0.4992476	5.58438E-06	0.05486962	
0.03	-0.02841873	-0.4991918	5.787562E-06	0.05686808	
0.031	-0.02941627	-0.499134	5.990714E-06	0.05886652	
0.032	-0.03041367	-0.4990742	6.193837E-06	0.06086492	
0.033	-0.03141093	-0.4990124	6.396933E-06	0.06286322	
0.034	-0.03240801	-0.4989486	6.599995E-06	0.06486149	
0.035	-0.03340495	-0.4988829	6.80302E-06	0.06685969	
0.036	-0.0344017	-0.4988151	7.006012E-06	0.06885785	
0.037	-0.03539831	-0.4987454	7.208976E-06	0.07085589	
0.038	-0.03639473	-0.4986737	7.411901E-06	0.07285391	
0.039	-0.03739098	-0.4986	7.614791E-06	0.0748519	
0.04	-0.03838707	-0.4985242	7.817647E-06	0.07684974	
0.041	-0.03938298	-0.4984466	8.020467E-06	0.07884762	
0.042	-0.0403787	-0.4983669	8.223247E-06	0.08084541	
0.043	-0.04137421	-0.4982853	8.425988E-06	0.08284314	
0.044	-0.04236954	-0.4982016	8.628692E-06	0.0848408	
0.045	-0.04336466	-0.498116	8.831351E-06	0.08683841	
0.046	-0.04435958	-0.4980284	9.033966E-06	0.08883606	
0.047	-0.04535429	-0.4979387	9.236544E-06	0.09083344	
0.048	-0.04634881	-0.4978471	9.439081E-06	0.0928309	
0.049	-0.04734311	-0.4977536	9.641572E-06	0.09482825	
0.05	-0.04833719	-0.497658	9.84402E-06	0.0968256	
0.051	-0.04933105	-0.4975605	1.004642E-05	0.09882286	
0.052	-0.05032466	-0.497461	1.024878E-05	0.1008201	
0.053	-0.05131808	-0.4973596	1.045109E-05	0.1028175	
0.054	-0.05231123	-0.497256	1.065335E-05	0.1048143	
0.055	-0.05330417	-0.4971505	1.085556E-05	0.1068113	
0.056	-0.05429688	-0.4970431	1.105773E-05	0.1088083	
0.057	-0.05528932	-0.4969337	1.125984E-05	0.1108052	
0.058	-0.05628151	-0.4968223	1.146191E-05	0.1128021	
0.059	-0.05727344	-0.4967089	1.166391E-05	0.1147989	
0.06	-0.05826509	-0.4965936	1.186587E-05	0.1167956	
0.061	-0.05925652	-0.4964762	1.206778E-05	0.1187923	
0.062	-0.0602477	-0.4963569	1.226963E-05	0.1207889	
0.063	-0.06123859	-0.4962356	1.247143E-05	0.1227855	
0.064	-0.06222922	-0.4961124	1.267317E-05	0.124782	
0.06500001	-0.06321955	-0.4959872	1.287486E-05	0.1267784	
0.066	-0.06420957	-0.49586	1.307648E-05	0.1287748	
0.067	-0.06519935	-0.4957309	1.327805E-05	0.1307714	
0.068	-0.0661888	-0.4955997	1.347956E-05	0.1327674	
0.06900001	-0.06717803	-0.4954665	1.368101E-05	0.1347636	
0.07	-0.06816695	-0.4953314	1.388241E-05	0.1367598	
0.071	-0.06915555	-0.4951944	1.408375E-05	0.1387559	
0.072	-0.07014386	-0.4950553	1.428502E-05	0.140752	
