Time	Vm	Activation	Inactivation	
6.1514	-0.04085056	0.6206628	0.1327091	
6.1516	-0.04083889	0.6210395	0.1327022	
6.1518	-0.04082721	0.6214161	0.1326954	
6.152	-0.04081552	0.6217928	0.1326886	
6.1522	-0.04080382	0.6221695	0.1326818	
6.1524	-0.04079213	0.6225462	0.132675	
6.1526	-0.04078043	0.622923	0.1326682	
6.1528	-0.04076872	0.6232997	0.1326613	
6.153	-0.040757	0.6236765	0.1326545	
6.1532	-0.04074528	0.6240532	0.1326478	
6.1534	-0.04073355	0.62443	0.132641	
6.1536	-0.04072183	0.6248068	0.1326342	
6.1538	-0.04071009	0.6251836	0.1326274	
6.154	-0.04069835	0.6255604	0.1326206	
6.1542	-0.0406866	0.6259372	0.1326138	
6.1544	-0.04067485	0.626314	0.1326071	
6.1546	-0.04066309	0.6266909	0.1326003	
6.1548	-0.04065133	0.6270677	0.1325935	
6.155	-0.04063957	0.6274445	0.1325868	
6.1552	-0.0406278	0.6278213	0.13258	
6.1554	-0.04061602	0.6281981	0.1325733	
6.1556	-0.04060424	0.628575	0.1325666	
6.1558	-0.04059245	0.6289518	0.1325598	
6.156	-0.04058066	0.6293285	0.1325531	
6.1562	-0.04056887	0.6297053	0.1325464	
6.1564	-0.04055708	0.6300821	0.1325396	
6.1566	-0.04054527	0.6304588	0.1325329	
6.1568	-0.04053346	0.6308356	0.1325262	
6.157	-0.04052165	0.6312123	0.1325195	
6.1572	-0.04050983	0.631589	0.1325128	
6.1574	-0.04049801	0.6319657	0.1325061	
6.1576	-0.04048619	0.6323424	0.1324994	
6.1578	-0.04047436	0.632719	0.1324927	
6.158	-0.04046252	0.6330957	0.132486	
6.1582	-0.04045069	0.6334723	0.1324793	
6.1584	-0.04043885	0.6338488	0.1324727	
6.1586	-0.040427	0.6342254	0.132466	
6.1588	-0.04041515	0.634602	0.1324593	
6.159	-0.0404033	0.6349785	0.1324527	
6.1592	-0.04039144	0.6353549	0.132446	
6.1594	-0.04037958	0.6357314	0.1324393	
6.1596	-0.04036772	0.6361078	0.1324327	
6.1598	-0.04035585	0.6364842	0.132426	
6.16	-0.04034397	0.6368605	0.1324194	
6.1602	-0.0403321	0.6372368	0.1324127	
6.1604	-0.04032022	0.6376131	0.1324061	
6.1606	-0.04030833	0.6379893	0.1323995	
6.1608	-0.04029645	0.6383656	0.1323929	
6.161	-0.04028456	0.6387417	0.1323862	
6.1612	-0.04027266	0.6391178	0.1323796	
6.1614	-0.04026077	0.6394939	0.132373	
6.1616	-0.04024887	0.6398699	0.1323664	
6.1618	-0.04023696	0.6402459	0.1323598	
6.162	-0.04022505	0.6406218	0.1323532	
6.1622	-0.04021314	0.6409977	0.1323466	
6.1624	-0.04020123	0.6413735	0.13234	
6.1626	-0.04018931	0.6417493	0.1323334	
6.1628	-0.04017739	0.6421251	0.1323268	
6.163	-0.04016547	0.6425008	0.1323203	
6.1632	-0.04015354	0.6428764	0.1323137	
6.1634	-0.04014162	0.643252	0.1323071	
6.1636	-0.04012968	0.6436275	0.1323006	
6.1638	-0.04011775	0.6440029	0.132294	
6.164	-0.04010581	0.6443783	0.1322874	
6.1642	-0.04009388	0.6447536	0.1322809	
6.1644	-0.04008193	0.6451289	0.1322743	
6.1646	-0.04006999	0.6455041	0.1322678	
6.1648	-0.04005804	0.6458793	0.1322613	
6.165	-0.04004609	0.6462543	0.1322547	
6.1652	-0.04003413	0.6466293	0.1322482	
6.1654	-0.04002218	0.6470042	0.1322417	
6.1656	-0.04001023	0.647379	0.1322352	
6.1658	-0.03999826	0.6477538	0.1322286	
6.166	-0.0399863	0.6481285	0.1322221	
6.1662	-0.03997434	0.6485031	0.1322156	
6.1664	-0.03996237	0.6488777	0.1322091	
6.1666	-0.0399504	0.6492522	0.1322026	
6.1668	-0.03993843	0.6496266	0.1321961	
6.167	-0.03992646	0.6500009	0.1321896	
6.1672	-0.03991449	0.6503751	0.1321831	
6.1674	-0.03990251	0.6507493	0.1321767	
6.1676	-0.03989054	0.6511233	0.1321702	
6.1678	-0.03987855	0.6514973	0.1321637	
6.168	-0.03986657	0.6518712	0.1321573	
6.1682	-0.03985458	0.652245	0.1321508	
6.1684	-0.0398426	0.6526188	0.1321443	
6.1686	-0.03983061	0.6529924	0.1321379	
6.1688	-0.03981862	0.653366	0.1321314	
6.169	-0.03980663	0.6537394	0.132125	
6.1692	-0.03979464	0.6541128	0.1321185	
6.1694	-0.03978265	0.654486	0.1321121	
6.1696	-0.03977065	0.6548592	0.1321056	
6.1698	-0.03975866	0.6552323	0.1320992	
6.17	-0.03974666	0.6556052	0.1320928	
6.1702	-0.03973467	0.6559781	0.1320864	
6.1704	-0.03972266	0.6563509	0.1320799	
6.1706	-0.03971066	0.6567235	0.1320735	
6.1708	-0.03969866	0.6570961	0.1320671	
6.171	-0.03968666	0.6574686	0.1320607	
6.1712	-0.03967465	0.6578409	0.1320543	
6.1714	-0.03966265	0.6582131	0.1320479	
6.1716	-0.03965064	0.6585853	0.1320415	
6.1718	-0.03963863	0.6589574	0.1320351	
6.172	-0.03962662	0.6593293	0.1320287	
6.1722	-0.03961461	0.6597011	0.1320223	
6.1724	-0.0396026	0.6600728	0.132016	
6.1726	-0.03959059	0.6604444	0.1320096	
6.1728	-0.03957858	0.6608158	0.1320032	
6.173	-0.03956657	0.6611872	0.1319968	
6.1732	-0.03955456	0.6615584	0.1319905	
6.1734	-0.03954255	0.6619295	0.1319841	
6.1736	-0.03953054	0.6623005	0.1319778	
6.1738	-0.03951852	0.6626713	0.1319714	
6.174	-0.03950651	0.6630421	0.1319651	
6.1742	-0.03949449	0.6634127	0.1319587	
6.1744	-0.03948248	0.6637832	0.1319524	
6.1746	-0.03947047	0.6641536	0.1319461	
6.1748	-0.03945845	0.6645238	0.1319397	
6.175	-0.03944644	0.664894	0.1319334	
6.1752	-0.03943442	0.665264	0.1319271	
6.1754	-0.0394224	0.6656339	0.1319208	
6.1756	-0.03941039	0.6660036	0.1319144	
6.1758	-0.03939837	0.6663732	0.1319081	
6.176	-0.03938635	0.6667427	0.1319018	
6.1762	-0.03937434	0.6671121	0.1318955	
6.1764	-0.03936232	0.6674812	0.1318892	
6.1766	-0.03935031	0.6678503	0.1318829	
6.1768	-0.03933829	0.6682193	0.1318766	
6.177	-0.03932628	0.668588	0.1318703	
6.1772	-0.03931427	0.6689567	0.1318641	
6.1774	-0.03930225	0.6693252	0.1318578	
6.1776	-0.03929024	0.6696936	0.1318515	
6.1778	-0.03927822	0.6700618	0.1318452	
6.178	-0.03926621	0.6704299	0.131839	
6.1782	-0.0392542	0.6707978	0.1318327	
6.1784	-0.03924219	0.6711656	0.1318264	
6.1786	-0.03923018	0.6715333	0.1318202	
6.1788	-0.03921816	0.6719008	0.1318139	
6.179	-0.03920615	0.6722682	0.1318077	
6.1792	-0.03919414	0.6726354	0.1318014	
6.1794	-0.03918214	0.6730024	0.1317952	
6.1796	-0.03917013	0.6733693	0.131789	
6.1798	-0.03915813	0.673736	0.1317827	
6.18	-0.03914612	0.6741026	0.1317765	
6.1802	-0.03913412	0.6744691	0.1317703	
6.1804	-0.03912212	0.6748353	0.131764	
6.1806	-0.03911012	0.6752014	0.1317578	
6.1808	-0.03909811	0.6755674	0.1317516	
6.181	-0.03908611	0.6759332	0.1317454	
6.1812	-0.03907411	0.6762988	0.1317392	
6.1814	-0.03906212	0.6766643	0.131733	
6.1816	-0.03905012	0.6770296	0.1317268	
6.1818	-0.03903813	0.6773947	0.1317206	
6.182	-0.03902613	0.6777597	0.1317144	
6.1822	-0.03901414	0.6781245	0.1317082	
6.1824	-0.03900215	0.6784892	0.131702	
6.1826	-0.03899016	0.6788537	0.1316958	
6.1828	-0.03897818	0.679218	0.1316897	
6.183	-0.03896619	0.6795821	0.1316835	
6.1832	-0.03895421	0.6799461	0.1316773	
6.1834	-0.03894223	0.6803099	0.1316711	
6.1836	-0.03893024	0.6806735	0.131665	
6.1838	-0.03891827	0.681037	0.1316588	
6.184	-0.03890629	0.6814003	0.1316527	
6.1842	-0.03889431	0.6817634	0.1316465	
6.1844	-0.03888234	0.6821263	0.1316404	
6.1846	-0.03887037	0.6824891	0.1316342	
6.1848	-0.0388584	0.6828517	0.1316281	
6.185	-0.03884643	0.6832141	0.1316219	
6.1852	-0.03883446	0.6835763	0.1316158	
6.1854	-0.0388225	0.6839383	0.1316097	
6.1856	-0.03881054	0.6843002	0.1316036	
6.1858	-0.03879859	0.6846619	0.1315974	
6.186	-0.03878663	0.6850234	0.1315913	
6.1862	-0.03877467	0.6853847	0.1315852	
6.1864	-0.03876272	0.6857458	0.1315791	
6.1866	-0.03875077	0.6861067	0.131573	
6.1868	-0.03873882	0.6864674	0.1315669	
6.187	-0.03872688	0.686828	0.1315608	
6.1872	-0.03871494	0.6871883	0.1315547	
6.1874	-0.03870299	0.6875485	0.1315486	
6.1876	-0.03869106	0.6879085	0.1315425	
6.1878	-0.03867913	0.6882682	0.1315364	
6.188	-0.0386672	0.6886278	0.1315303	
6.1882	-0.03865527	0.6889873	0.1315242	
6.1884	-0.03864334	0.6893464	0.1315181	
6.1886	-0.03863142	0.6897054	0.1315121	
6.1888	-0.0386195	0.6900643	0.131506	
6.189	-0.03860757	0.6904229	0.1314999	
6.1892	-0.03859566	0.6907813	0.1314939	
6.1894	-0.03858375	0.6911395	0.1314878	
6.1896	-0.03857184	0.6914975	0.1314818	
6.1898	-0.03855994	0.6918553	0.1314757	
6.19	-0.03854803	0.6922129	0.1314697	
6.1902	-0.03853613	0.6925703	0.1314636	
6.1904	-0.03852424	0.6929275	0.1314576	
6.1906	-0.03851235	0.6932845	0.1314515	
6.1908	-0.03850045	0.6936413	0.1314455	
6.191	-0.03848856	0.6939979	0.1314394	
6.1912	-0.03847668	0.6943543	0.1314334	
6.1914	-0.0384648	0.6947105	0.1314274	
6.1916	-0.03845292	0.6950665	0.1314214	
6.1918	-0.03844104	0.6954222	0.1314154	
6.192	-0.03842917	0.6957778	0.1314093	
6.1922	-0.03841731	0.6961331	0.1314033	
6.1924	-0.03840544	0.6964883	0.1313973	
6.1926	-0.03839359	0.6968431	0.1313913	
6.1928	-0.03838173	0.6971979	0.1313853	
6.193	-0.03836988	0.6975523	0.1313793	
6.1932	-0.03835803	0.6979066	0.1313733	
6.1934	-0.03834618	0.6982607	0.1313673	
6.1936	-0.03833434	0.6986145	0.1313613	
6.1938	-0.0383225	0.6989681	0.1313553	
6.194	-0.03831067	0.6993215	0.1313493	
6.1942	-0.03829884	0.6996747	0.1313434	
6.1944	-0.03828701	0.7000276	0.1313374	
6.1946	-0.03827519	0.7003804	0.1313314	
6.1948	-0.03826337	0.7007329	0.1313254	
6.195	-0.03825155	0.7010852	0.1313195	
6.1952	-0.03823974	0.7014373	0.1313135	
6.1954	-0.03822793	0.7017891	0.1313076	
6.1956	-0.03821613	0.7021407	0.1313016	
6.1958	-0.03820434	0.7024922	0.1312956	
6.196	-0.03819254	0.7028434	0.1312897	
6.1962	-0.03818075	0.7031943	0.1312837	
6.1964	-0.03816896	0.703545	0.1312778	
6.1966	-0.03815718	0.7038955	0.1312719	
6.1968	-0.03814541	0.7042458	0.1312659	
6.197	-0.03813364	0.7045959	0.13126	
6.1972	-0.03812186	0.7049457	0.131254	
6.1974	-0.0381101	0.7052953	0.1312481	
6.1976	-0.03809834	0.7056446	0.1312422	
6.1978	-0.03808659	0.7059937	0.1312363	
6.198	-0.03807484	0.7063426	0.1312304	
6.1982	-0.03806309	0.7066912	0.1312244	
6.1984	-0.03805135	0.7070396	0.1312185	
6.1986	-0.03803961	0.7073878	0.1312126	
6.1988	-0.03802788	0.7077358	0.1312067	
6.199	-0.03801615	0.7080835	0.1312008	
6.1992	-0.03800442	0.708431	0.1311949	
6.1994	-0.03799271	0.7087783	0.131189	
6.1996	-0.037981	0.7091253	0.1311831	
6.1998	-0.03796928	0.7094721	0.1311772	
6.2	-0.03795758	0.7098186	0.1311713	
6.2002	-0.03794588	0.7101649	0.1311654	
6.2004	-0.03793419	0.710511	0.1311596	
6.2006	-0.0379225	0.7108568	0.1311537	
6.2008	-0.03791081	0.7112024	0.1311478	
6.201	-0.03789913	0.7115477	0.1311419	
6.2012	-0.03788746	0.7118927	0.1311361	
6.2014	-0.03787579	0.7122375	0.1311302	
6.2016	-0.03786413	0.7125821	0.1311243	
6.2018	-0.03785247	0.7129264	0.1311185	
6.202	-0.03784082	0.7132705	0.1311126	
6.2022	-0.03782917	0.7136144	0.1311067	
6.2024	-0.03781753	0.713958	0.1311009	
6.2026	-0.03780589	0.7143014	0.131095	
6.2028	-0.03779426	0.7146445	0.1310892	
6.203	-0.03778263	0.7149873	0.1310834	
6.2032	-0.03777101	0.7153299	0.1310775	
6.2034	-0.03775939	0.7156723	0.1310717	
6.2036	-0.03774778	0.7160144	0.1310658	
6.2038	-0.03773617	0.7163563	0.13106	
6.204	-0.03772458	0.7166979	0.1310542	
6.2042	-0.03771298	0.7170392	0.1310484	
6.2044	-0.03770139	0.7173803	0.1310425	
6.2046	-0.03768981	0.7177212	0.1310367	
6.2048	-0.03767823	0.7180618	0.1310309	
6.205	-0.03766666	0.7184021	0.1310251	
6.2052	-0.03765509	0.7187423	0.1310193	
6.2054	-0.03764353	0.7190821	0.1310135	
6.2056	-0.03763198	0.7194216	0.1310076	
6.2058	-0.03762043	0.719761	0.1310018	
6.206	-0.03760889	0.7201	0.130996	
6.2062	-0.03759735	0.7204388	0.1309902	
6.2064	-0.03758582	0.7207774	0.1309844	
6.2066	-0.03757429	0.7211157	0.1309786	
6.2068	-0.03756278	0.7214537	0.1309728	
6.207	-0.03755126	0.7217915	0.1309671	
6.2072	-0.03753975	0.722129	0.1309613	
6.2074	-0.03752825	0.7224663	0.1309555	
6.2076	-0.03751675	0.7228033	0.1309497	
6.2078	-0.03750527	0.72314	0.1309439	
6.208	-0.03749378	0.7234765	0.1309382	
6.2082	-0.0374823	0.7238127	0.1309324	
6.2084	-0.03747083	0.7241486	0.1309266	
6.2086	-0.03745937	0.7244843	0.1309209	
6.2088	-0.03744791	0.7248197	0.1309151	
6.209	-0.03743646	0.7251549	0.1309093	
6.2092	-0.03742501	0.7254897	0.1309036	
6.2094	-0.03741357	0.7258244	0.1308978	
6.2096	-0.03740213	0.7261587	0.1308921	
6.2098	-0.03739071	0.7264928	0.1308863	
6.21	-0.03737929	0.7268267	0.1308806	
6.2102	-0.03736787	0.7271602	0.1308748	
6.2104	-0.03735646	0.7274935	0.1308691	
6.2106	-0.03734506	0.7278265	0.1308634	
6.2108	-0.03733366	0.7281593	0.1308576	
6.211	-0.03732227	0.7284918	0.1308519	
6.2112	-0.03731089	0.728824	0.1308461	
6.2114	-0.03729951	0.729156	0.1308404	
6.2116	-0.03728815	0.7294876	0.1308347	
6.2118	-0.03727679	0.729819	0.130829	
6.212	-0.03726543	0.7301501	0.1308233	
6.2122	-0.03725408	0.730481	0.1308175	
6.2124	-0.03724274	0.7308115	0.1308118	
6.2126	-0.0372314	0.7311419	0.1308061	
6.2128	-0.03722007	0.7314719	0.1308004	
6.213	-0.03720875	0.7318017	0.1307947	
6.2132	-0.03719743	0.7321312	0.130789	
6.2134	-0.03718613	0.7324604	0.1307833	
6.2136	-0.03717482	0.7327893	0.1307776	
6.2138	-0.03716353	0.733118	0.1307719	
6.214	-0.03715224	0.7334464	0.1307662	
6.2142	-0.03714096	0.7337745	0.1307605	
6.2144	-0.03712969	0.7341023	0.1307548	
6.2146	-0.03711842	0.7344299	0.1307491	
6.2148	-0.03710715	0.7347572	0.1307434	
6.215	-0.0370959	0.7350842	0.1307377	
6.2152	-0.03708465	0.7354109	0.1307321	
6.2154	-0.03707341	0.7357374	0.1307264	
6.2156	-0.03706218	0.7360635	0.1307207	
6.2158	-0.03705095	0.7363895	0.130715	
6.216	-0.03703974	0.7367151	0.1307094	
6.2162	-0.03702853	0.7370404	0.1307037	
6.2164	-0.03701732	0.7373655	0.130698	
6.2166	-0.03700612	0.7376903	0.1306924	
6.2168	-0.03699494	0.7380148	0.1306867	
6.217	-0.03698376	0.7383389	0.130681	
6.2172	-0.03697258	0.7386629	0.1306754	
6.2174	-0.03696141	0.7389866	0.1306697	
6.2176	-0.03695025	0.7393099	0.1306641	
6.2178	-0.0369391	0.739633	0.1306584	
6.218	-0.03692795	0.7399558	0.1306528	
6.2182	-0.03691681	0.7402784	0.1306471	
6.2184	-0.03690568	0.7406006	0.1306415	
6.2186	-0.03689455	0.7409226	0.1306359	
6.2188	-0.03688344	0.7412443	0.1306302	
6.219	-0.03687233	0.7415656	0.1306246	
6.2192	-0.03686123	0.7418867	0.130619	
6.2194	-0.03685014	0.7422075	0.1306133	
6.2196	-0.03683905	0.7425281	0.1306077	
6.2198	-0.03682797	0.7428483	0.1306021	
6.22	-0.0368169	0.7431683	0.1305965	
6.2202	-0.03680584	0.743488	0.1305908	
6.2204	-0.03679478	0.7438074	0.1305852	
6.2206	-0.03678373	0.7441265	0.1305796	
6.2208	-0.03677269	0.7444453	0.130574	
6.221	-0.03676166	0.7447639	0.1305684	
6.2212	-0.03675063	0.7450821	0.1305628	
6.2214	-0.03673962	0.7454	0.1305572	
6.2216	-0.03672861	0.7457177	0.1305516	
6.2218	-0.0367176	0.7460351	0.130546	
6.222	-0.03670661	0.7463522	0.1305404	
6.2222	-0.03669562	0.746669	0.1305348	
6.2224	-0.03668464	0.7469855	0.1305292	
6.2226	-0.03667367	0.7473017	0.1305236	
6.2228	-0.03666271	0.7476177	0.130518	
6.223	-0.03665175	0.7479333	0.1305124	
6.2232	-0.0366408	0.7482487	0.1305068	
6.2234	-0.03662986	0.7485638	0.1305012	
6.2236	-0.03661893	0.7488785	0.1304956	
6.2238	-0.03660801	0.749193	0.1304901	
6.224	-0.03659709	0.7495072	0.1304845	
6.2242	-0.03658618	0.7498211	0.1304789	
6.2244	-0.03657529	0.7501347	0.1304733	
6.2246	-0.03656439	0.750448	0.1304678	
6.2248	-0.03655351	0.7507611	0.1304622	
6.225	-0.03654263	0.7510738	0.1304566	
6.2252	-0.03653177	0.7513863	0.1304511	
6.2254	-0.03652091	0.7516984	0.1304455	
6.2256	-0.03651005	0.7520103	0.13044	
6.2258	-0.03649921	0.7523218	0.1304344	
6.226	-0.03648838	0.7526331	0.1304288	
6.2262	-0.03647755	0.7529441	0.1304233	
6.2264	-0.03646673	0.7532548	0.1304177	
6.2266	-0.03645592	0.7535652	0.1304122	
6.2268	-0.03644511	0.7538753	0.1304066	
6.227	-0.03643432	0.7541851	0.1304011	
6.2272	-0.03642353	0.7544947	0.1303955	
6.2274	-0.03641275	0.7548039	0.13039	
6.2276	-0.03640198	0.7551128	0.1303845	
6.2278	-0.03639122	0.7554215	0.1303789	
6.228	-0.03638047	0.7557298	0.1303734	
6.2282	-0.03636973	0.7560378	0.1303679	
6.2284	-0.03635899	0.7563456	0.1303623	
6.2286	-0.03634826	0.756653	0.1303568	
6.2288	-0.03633754	0.7569602	0.1303513	
6.229	-0.03632683	0.757267	0.1303457	
6.2292	-0.03631613	0.7575735	0.1303402	
6.2294	-0.03630544	0.7578798	0.1303347	
6.2296	-0.03629475	0.7581857	0.1303292	
6.2298	-0.03628407	0.7584914	0.1303237	
6.23	-0.0362734	0.7587968	0.1303182	
6.2302	-0.03626274	0.7591018	0.1303127	
6.2304	-0.03625209	0.7594066	0.1303071	
6.2306	-0.03624145	0.759711	0.1303016	
6.2308	-0.03623082	0.7600152	0.1302961	
6.231	-0.03622019	0.7603191	0.1302906	
6.2312	-0.03620957	0.7606226	0.1302851	
6.2314	-0.03619896	0.7609259	0.1302796	
6.2316	-0.03618836	0.7612289	0.1302741	
6.2318	-0.03617777	0.7615315	0.1302686	
6.232	-0.03616719	0.7618339	0.1302631	
6.2322	-0.03615662	0.762136	0.1302576	
6.2324	-0.03614605	0.7624378	0.1302521	
6.2326	-0.03613549	0.7627392	0.1302467	
6.2328	-0.03612494	0.7630404	0.1302412	
6.233	-0.0361144	0.7633413	0.1302357	
6.2332	-0.03610387	0.7636419	0.1302302	
6.2334	-0.03609335	0.7639422	0.1302247	
6.2336	-0.03608284	0.7642422	0.1302192	
6.2338	-0.03607234	0.7645419	0.1302138	
6.234	-0.03606183	0.7648413	0.1302083	
6.2342	-0.03605134	0.7651404	0.1302028	
6.2344	-0.03604087	0.7654392	0.1301973	
6.2346	-0.0360304	0.7657377	0.1301919	
6.2348	-0.03601994	0.7660359	0.1301864	
6.235	-0.03600948	0.7663338	0.1301809	
6.2352	-0.03599904	0.7666314	0.1301755	
6.2354	-0.03598861	0.7669287	0.13017	
6.2356	-0.03597818	0.7672257	0.1301645	
6.2358	-0.03596776	0.7675224	0.1301591	
6.236	-0.03595735	0.7678188	0.1301536	
6.2362	-0.03594695	0.7681149	0.1301482	
6.2364	-0.03593656	0.7684107	0.1301427	
6.2366	-0.03592618	0.7687063	0.1301373	
6.2368	-0.03591581	0.7690015	0.1301318	
6.237	-0.03590544	0.7692964	0.1301264	
6.2372	-0.03589509	0.769591	0.1301209	
6.2374	-0.03588474	0.7698854	0.1301155	
6.2376	-0.0358744	0.7701794	0.1301101	
6.2378	-0.03586407	0.7704731	0.1301046	
6.238	-0.03585375	0.7707666	0.1300992	
6.2382	-0.03584344	0.7710597	0.1300937	
6.2384	-0.03583314	0.7713525	0.1300883	
6.2386	-0.03582285	0.771645	0.1300829	
6.2388	-0.03581256	0.7719372	0.1300774	
6.239	-0.03580229	0.7722291	0.130072	
6.2392	-0.03579202	0.7725207	0.1300666	
6.2394	-0.03578177	0.7728119	0.1300612	
6.2396	-0.03577152	0.7731029	0.1300557	
6.2398	-0.03576129	0.7733936	0.1300503	
6.24	-0.03575106	0.773684	0.1300449	
6.2402	-0.03574084	0.7739741	0.1300395	
6.2404	-0.03573063	0.7742639	0.1300341	
6.2406	-0.03572042	0.7745534	0.1300287	
6.2408	-0.03571023	0.7748426	0.1300232	
6.241	-0.03570005	0.7751315	0.1300178	
6.2412	-0.03568987	0.7754201	0.1300124	
6.2414	-0.03567971	0.7757084	0.130007	
6.2416	-0.03566955	0.7759964	0.1300016	
6.2418	-0.0356594	0.7762842	0.1299962	
6.242	-0.03564926	0.7765716	0.1299908	
6.2422	-0.03563914	0.7768586	0.1299854	
6.2424	-0.03562902	0.7771454	0.12998	
6.2426	-0.03561891	0.7774318	0.1299746	
6.2428	-0.03560881	0.777718	0.1299692	
6.243	-0.03559872	0.7780039	0.1299638	
6.2432	-0.03558864	0.7782894	0.1299584	
6.2434	-0.03557856	0.7785747	0.129953	
6.2436	-0.0355685	0.7788597	0.1299476	
6.2438	-0.03555845	0.7791443	0.1299422	
6.244	-0.0355484	0.7794287	0.1299369	
6.2442	-0.03553836	0.7797128	0.1299315	
6.2444	-0.03552834	0.7799966	0.1299261	
6.2446	-0.03551832	0.7802801	0.1299207	
6.2448	-0.03550831	0.7805632	0.1299153	
6.245	-0.03549831	0.7808461	0.12991	
6.2452	-0.03548832	0.7811286	0.1299046	
6.2454	-0.03547834	0.7814109	0.1298992	
6.2456	-0.03546838	0.7816928	0.1298938	
6.2458	-0.03545841	0.7819744	0.1298885	
6.246	-0.03544846	0.7822558	0.1298831	
6.2462	-0.03543852	0.7825368	0.1298777	
6.2464	-0.03542859	0.7828175	0.1298724	
6.2466	-0.03541866	0.783098	0.129867	
6.2468	-0.03540875	0.7833781	0.1298616	
6.247	-0.03539884	0.783658	0.1298563	
6.2472	-0.03538895	0.7839375	0.1298509	
6.2474	-0.03537906	0.7842168	0.1298455	
6.2476	-0.03536919	0.7844957	0.1298402	
6.2478	-0.03535932	0.7847744	0.1298348	
6.248	-0.03534946	0.7850527	0.1298295	
6.2482	-0.03533961	0.7853308	0.1298241	
6.2484	-0.03532977	0.7856085	0.1298188	
6.2486	-0.03531994	0.7858859	0.1298134	
6.2488	-0.03531012	0.786163	0.1298081	
6.249	-0.03530031	0.7864398	0.1298027	
6.2492	-0.03529051	0.7867163	0.1297974	
6.2494	-0.03528072	0.7869925	0.129792	
6.2496	-0.03527094	0.7872685	0.1297867	
6.2498	-0.03526117	0.7875441	0.1297814	
6.25	-0.03525141	0.7878194	0.129776	
6.2502	-0.03524165	0.7880944	0.1297707	
6.2504	-0.03523191	0.7883691	0.1297654	
6.2506	-0.03522218	0.7886435	0.12976	
6.2508	-0.03521245	0.7889177	0.1297547	
6.251	-0.03520273	0.7891915	0.1297494	
6.2512	-0.03519303	0.789465	0.129744	
6.2514	-0.03518333	0.7897382	0.1297387	
6.2516	-0.03517364	0.7900112	0.1297334	
6.2518	-0.03516397	0.7902838	0.1297281	
6.252	-0.03515431	0.7905561	0.1297227	
6.2522	-0.03514464	0.7908282	0.1297174	
6.2524	-0.03513499	0.7910999	0.1297121	
6.2526	-0.03512535	0.7913713	0.1297068	
6.2528	-0.03511572	0.7916424	0.1297015	
6.253	-0.03510611	0.7919132	0.1296961	
6.2532	-0.0350965	0.7921837	0.1296908	
6.2534	-0.0350869	0.7924539	0.1296855	
6.2536	-0.03507731	0.7927238	0.1296802	
6.2538	-0.03506773	0.7929934	0.1296749	
6.254	-0.03505816	0.7932627	0.1296696	
6.2542	-0.0350486	0.7935317	0.1296643	
6.2544	-0.03503904	0.7938004	0.129659	
6.2546	-0.0350295	0.7940688	0.1296537	
6.2548	-0.03501997	0.7943369	0.1296484	
6.255	-0.03501045	0.7946047	0.1296431	
6.2552	-0.03500093	0.7948722	0.1296378	
6.2554	-0.03499143	0.7951394	0.1296325	
6.2556	-0.03498193	0.7954063	0.1296272	
6.2558	-0.03497245	0.7956729	0.1296219	
6.256	-0.03496297	0.7959392	0.1296166	
6.2562	-0.0349535	0.7962052	0.1296113	
6.2564	-0.03494405	0.7964709	0.129606	
6.2566	-0.03493461	0.7967364	0.1296007	
6.2568	-0.03492517	0.7970015	0.1295954	
6.257	-0.03491575	0.7972663	0.1295901	
6.2572	-0.03490633	0.7975308	0.1295848	
6.2574	-0.03489692	0.7977951	0.1295796	
6.2576	-0.03488752	0.798059	0.1295743	
6.2578	-0.03487813	0.7983226	0.129569	
6.258	-0.03486875	0.798586	0.1295637	
6.2582	-0.03485939	0.798849	0.1295584	
6.2584	-0.03485003	0.7991117	0.1295532	
6.2586	-0.03484068	0.7993742	0.1295479	
6.2588	-0.03483134	0.7996363	0.1295426	
6.259	-0.03482201	0.7998981	0.1295373	
6.2592	-0.03481269	0.8001597	0.1295321	
6.2594	-0.03480338	0.8004209	0.1295268	
6.2596	-0.03479408	0.8006819	0.1295215	
6.2598	-0.03478479	0.8009425	0.1295162	
6.26	-0.03477551	0.8012029	0.129511	
6.2602	-0.03476623	0.8014629	0.1295057	
6.2604	-0.03475697	0.8017227	0.1295005	
6.2606	-0.03474773	0.8019822	0.1294952	
6.2608	-0.03473848	0.8022413	0.1294899	
6.261	-0.03472925	0.8025002	0.1294847	
6.2612	-0.03472003	0.8027588	0.1294794	
6.2614	-0.03471082	0.803017	0.1294742	
6.2616	-0.03470162	0.803275	0.1294689	
6.2618	-0.03469242	0.8035327	0.1294636	
6.262	-0.03468324	0.80379	0.1294584	
6.2622	-0.03467406	0.8040471	0.1294531	
6.2624	-0.0346649	0.8043039	0.1294479	
6.2626	-0.03465574	0.8045605	0.1294426	
6.2628	-0.0346466	0.8048167	0.1294374	
6.263	-0.03463746	0.8050727	0.1294322	
6.2632	-0.03462834	0.8053283	0.1294269	
6.2634	-0.03461922	0.8055837	0.1294217	
6.2636	-0.03461011	0.8058387	0.1294164	
6.2638	-0.03460102	0.8060935	0.1294112	
6.264	-0.03459194	0.8063479	0.1294059	
6.2642	-0.03458286	0.8066021	0.1294007	
6.2644	-0.03457379	0.8068559	0.1293954	
6.2646	-0.03456474	0.8071095	0.1293902	
6.2648	-0.03455569	0.8073627	0.129385	
