Time	Vm	Activation	Inactivation	
7.8122	-0.03266843	0.9920307	0.09629241	
7.8124	-0.03266916	0.9920288	0.09628866	
7.8126	-0.03266988	0.9920269	0.0962849	
7.8128	-0.03267061	0.992025	0.09628115	
7.813	-0.03267133	0.9920231	0.09627739	
7.8132	-0.03267206	0.9920211	0.09627364	
7.8134	-0.03267278	0.9920192	0.09626988	
7.8136	-0.03267351	0.9920173	0.09626613	
7.8138	-0.03267423	0.9920154	0.09626237	
7.814	-0.03267496	0.9920135	0.09625862	
7.8142	-0.03267568	0.9920116	0.09625486	
7.8144	-0.03267641	0.9920097	0.09625111	
7.8146	-0.03267713	0.9920078	0.09624735	
7.8148	-0.03267786	0.9920059	0.0962436	
7.815	-0.03267859	0.992004	0.09623984	
7.8152	-0.03267931	0.9920021	0.09623609	
7.8154	-0.03268004	0.9920002	0.09623233	
7.8156	-0.03268076	0.9919983	0.09622858	
7.8158	-0.03268149	0.9919963	0.09622482	
7.816	-0.03268221	0.9919943	0.09622107	
7.8162	-0.03268294	0.9919924	0.09621731	
7.8164	-0.03268367	0.9919904	0.09621356	
7.8166	-0.0326844	0.9919884	0.0962098	
7.8168	-0.03268513	0.9919865	0.09620605	
7.817	-0.03268585	0.9919845	0.09620229	
7.8172	-0.03268658	0.9919825	0.09619854	
7.8174	-0.03268731	0.9919806	0.09619478	
7.8176	-0.03268803	0.9919786	0.09619103	
7.8178	-0.03268876	0.9919766	0.09618727	
7.818	-0.03268949	0.9919747	0.09618352	
7.8182	-0.03269022	0.9919727	0.09617976	
7.8184	-0.03269094	0.9919707	0.09617601	
7.8186	-0.03269167	0.9919688	0.09617225	
7.8188	-0.0326924	0.9919668	0.0961685	
7.819	-0.03269312	0.9919648	0.09616474	
7.8192	-0.03269385	0.9919629	0.09616099	
7.8194	-0.03269458	0.9919609	0.09615723	
7.8196	-0.03269531	0.9919589	0.09615348	
7.8198	-0.03269604	0.9919569	0.09614972	
7.82	-0.03269676	0.991955	0.09614597	
7.8202	-0.03269749	0.991953	0.09614221	
7.8204	-0.03269822	0.991951	0.09613845	
7.8206	-0.03269894	0.9919491	0.0961347	
7.8208	-0.03269967	0.9919471	0.09613094	
7.821	-0.0327004	0.9919451	0.09612719	
7.8212	-0.03270113	0.9919432	0.09612343	
7.8214	-0.03270185	0.9919412	0.09611968	
7.8216	-0.03270258	0.9919392	0.09611592	
7.8218	-0.03270331	0.9919373	0.09611217	
7.822	-0.03270403	0.9919353	0.09610842	
7.8222	-0.03270476	0.9919333	0.09610467	
7.8224	-0.03270549	0.9919314	0.09610093	
7.8226	-0.03270622	0.9919294	0.09609718	
7.8228	-0.03270694	0.9919274	0.09609343	
7.823	-0.03270767	0.9919255	0.09608968	
7.8232	-0.03270839	0.9919235	0.09608594	
7.8234	-0.03270912	0.9919215	0.09608219	
7.8236	-0.03270984	0.9919196	0.09607844	
7.8238	-0.03271057	0.9919176	0.09607469	
7.824	-0.0327113	0.9919156	0.09607095	
7.8242	-0.03271202	0.9919137	0.0960672	
7.8244	-0.03271275	0.9919117	0.09606345	
7.8246	-0.03271347	0.9919097	0.0960597	
7.8248	-0.0327142	0.9919078	0.09605595	
7.825	-0.03271493	0.9919058	0.09605221	
7.8252	-0.03271565	0.9919038	0.09604846	
7.8254	-0.03271638	0.9919019	0.09604471	
7.8256	-0.03271711	0.9918999	0.09604096	
7.8258	-0.03271784	0.9918979	0.09603722	
7.826	-0.03271856	0.991896	0.09603347	
7.8262	-0.03271928	0.991894	0.09602972	
7.8264	-0.03272001	0.991892	0.09602597	
7.8266	-0.03272073	0.9918901	0.09602223	
7.8268	-0.03272146	0.9918881	0.09601848	
7.827	-0.03272219	0.9918861	0.09601473	
7.8272	-0.03272292	0.9918842	0.09601098	
7.8274	-0.03272364	0.9918822	0.09600724	
7.8276	-0.03272437	0.9918802	0.09600349	
7.8278	-0.03272509	0.9918783	0.09599974	
7.828	-0.03272581	0.9918763	0.09599599	
7.8282	-0.03272654	0.9918743	0.09599224	
7.8284	-0.03272727	0.9918724	0.0959885	
7.8286	-0.032728	0.9918704	0.09598475	
7.8288	-0.03272872	0.9918684	0.095981	
7.829	-0.03272945	0.9918665	0.09597725	
7.8292	-0.03273017	0.9918645	0.09597351	
7.8294	-0.0327309	0.9918625	0.09596976	
7.8296	-0.03273163	0.9918606	0.09596601	
7.8298	-0.03273235	0.9918586	0.09596226	
7.83	-0.03273308	0.9918566	0.09595852	
7.8302	-0.0327338	0.9918547	0.09595477	
7.8304	-0.03273453	0.9918527	0.09595102	
7.8306	-0.03273526	0.9918507	0.09594727	
7.8308	-0.03273598	0.9918488	0.09594353	
7.831	-0.03273671	0.9918468	0.09593978	
7.8312	-0.03273743	0.9918448	0.09593603	
7.8314	-0.03273816	0.9918429	0.09593228	
7.8316	-0.03273889	0.9918409	0.09592853	
7.8318	-0.03273962	0.9918389	0.09592479	
7.832	-0.03274034	0.991837	0.09592104	
7.8322	-0.03274107	0.991835	0.09591729	
7.8324	-0.03274179	0.991833	0.09591354	
7.8326	-0.03274252	0.9918311	0.0959098	
7.8328	-0.03274325	0.9918291	0.09590605	
7.833	-0.03274397	0.9918271	0.0959023	
7.8332	-0.0327447	0.9918252	0.09589855	
7.8334	-0.03274542	0.9918232	0.09589481	
7.8336	-0.03274615	0.9918212	0.09589106	
7.8338	-0.03274687	0.9918193	0.09588731	
7.834	-0.0327476	0.9918173	0.09588356	
7.8342	-0.03274833	0.9918153	0.09587982	
7.8344	-0.03274906	0.9918134	0.09587607	
7.8346	-0.03274978	0.9918114	0.09587232	
7.8348	-0.03275051	0.9918094	0.09586857	
7.835	-0.03275124	0.9918075	0.09586482	
7.8352	-0.03275196	0.9918055	0.09586108	
7.8354	-0.03275269	0.9918035	0.09585733	
7.8356	-0.03275341	0.9918016	0.09585359	
7.8358	-0.03275413	0.9917996	0.09584985	
7.836	-0.03275486	0.9917976	0.09584611	
7.8362	-0.03275558	0.9917957	0.09584237	
7.8364	-0.03275631	0.9917937	0.09583863	
7.8366	-0.03275703	0.9917917	0.09583489	
7.8368	-0.03275776	0.9917898	0.09583115	
7.837	-0.03275849	0.9917878	0.09582741	
7.8372	-0.03275921	0.9917858	0.09582367	
7.8374	-0.03275993	0.9917839	0.09581993	
7.8376	-0.03276066	0.9917819	0.09581619	
7.8378	-0.03276138	0.9917799	0.09581245	
7.838	-0.03276211	0.991778	0.09580871	
7.8382	-0.03276283	0.991776	0.09580497	
7.8384	-0.03276356	0.991774	0.09580123	
7.8386	-0.03276428	0.9917721	0.09579749	
7.8388	-0.03276501	0.9917701	0.09579375	
7.839	-0.03276573	0.9917681	0.09579001	
7.8392	-0.03276646	0.9917662	0.09578627	
7.8394	-0.03276718	0.9917642	0.09578253	
7.8396	-0.03276791	0.9917622	0.09577879	
7.8398	-0.03276863	0.9917603	0.09577505	
7.84	-0.03276936	0.9917583	0.09577131	
7.8402	-0.03277008	0.9917563	0.09576757	
7.8404	-0.03277081	0.9917544	0.09576382	
7.8406	-0.03277153	0.9917524	0.09576008	
7.8408	-0.03277225	0.9917504	0.09575634	
7.841	-0.03277298	0.9917485	0.0957526	
7.8412	-0.03277371	0.9917464	0.09574886	
7.8414	-0.03277444	0.9917444	0.09574512	
7.8416	-0.03277516	0.9917424	0.09574138	
7.8418	-0.03277589	0.9917403	0.09573764	
7.842	-0.03277662	0.9917383	0.0957339	
7.8422	-0.03277734	0.9917363	0.09573016	
7.8424	-0.03277807	0.9917343	0.09572642	
7.8426	-0.03277879	0.9917322	0.09572268	
7.8428	-0.03277952	0.9917302	0.09571894	
7.843	-0.03278025	0.9917282	0.0957152	
7.8432	-0.03278098	0.9917262	0.09571146	
7.8434	-0.03278171	0.9917241	0.09570772	
7.8436	-0.03278243	0.9917221	0.09570398	
7.8438	-0.03278316	0.9917201	0.09570024	
7.844	-0.03278388	0.9917181	0.0956965	
7.8442	-0.03278461	0.991716	0.09569276	
7.8444	-0.03278534	0.991714	0.09568902	
7.8446	-0.03278606	0.991712	0.09568528	
7.8448	-0.03278679	0.9917099	0.09568154	
7.845	-0.03278751	0.9917079	0.0956778	
7.8452	-0.03278825	0.9917059	0.09567406	
7.8454	-0.03278897	0.9917039	0.09567032	
7.8456	-0.0327897	0.9917018	0.09566658	
7.8458	-0.03279043	0.9916998	0.09566284	
7.846	-0.03279115	0.9916978	0.0956591	
7.8462	-0.03279188	0.9916958	0.09565536	
7.8464	-0.03279261	0.9916937	0.09565162	
7.8466	-0.03279334	0.9916917	0.09564788	
7.8468	-0.03279406	0.9916897	0.09564414	
7.847	-0.03279478	0.9916877	0.0956404	
7.8472	-0.03279551	0.9916856	0.09563666	
7.8474	-0.03279624	0.9916836	0.09563292	
7.8476	-0.03279697	0.9916816	0.09562918	
7.8478	-0.03279769	0.9916795	0.09562544	
7.848	-0.03279842	0.9916775	0.0956217	
7.8482	-0.03279915	0.9916755	0.09561796	
7.8484	-0.03279987	0.9916735	0.09561422	
7.8486	-0.0328006	0.9916714	0.09561048	
7.8488	-0.03280133	0.9916694	0.09560674	
7.849	-0.03280206	0.9916674	0.095603	
7.8492	-0.03280278	0.9916654	0.09559926	
7.8494	-0.03280351	0.9916633	0.09559553	
7.8496	-0.03280423	0.9916613	0.0955918	
7.8498	-0.03280496	0.9916593	0.09558807	
7.85	-0.03280569	0.9916573	0.09558433	
7.8502	-0.03280641	0.9916552	0.0955806	
7.8504	-0.03280714	0.9916532	0.09557687	
7.8506	-0.03280786	0.9916512	0.09557313	
7.8508	-0.03280859	0.9916492	0.0955694	
7.851	-0.03280931	0.9916471	0.09556567	
7.8512	-0.03281004	0.9916451	0.09556194	
7.8514	-0.03281076	0.9916431	0.0955582	
7.8516	-0.03281149	0.991641	0.09555447	
7.8518	-0.03281222	0.991639	0.09555074	
7.852	-0.03281294	0.991637	0.09554701	
7.8522	-0.03281367	0.991635	0.09554327	
7.8524	-0.03281439	0.9916329	0.09553954	
7.8526	-0.03281512	0.9916309	0.09553581	
7.8528	-0.03281584	0.9916289	0.09553207	
7.853	-0.03281657	0.9916269	0.09552834	
7.8532	-0.03281729	0.9916248	0.09552461	
7.8534	-0.03281802	0.9916228	0.09552088	
7.8536	-0.03281875	0.9916208	0.09551714	
7.8538	-0.03281947	0.9916188	0.09551341	
7.854	-0.0328202	0.9916167	0.09550968	
7.8542	-0.03282092	0.9916147	0.09550595	
7.8544	-0.03282165	0.9916127	0.09550221	
7.8546	-0.03282237	0.9916106	0.09549848	
7.8548	-0.0328231	0.9916086	0.09549475	
7.855	-0.03282383	0.9916066	0.09549101	
7.8552	-0.03282455	0.9916046	0.09548728	
7.8554	-0.03282528	0.9916025	0.09548355	
7.8556	-0.032826	0.9916005	0.09547982	
7.8558	-0.03282673	0.9915985	0.09547608	
7.856	-0.03282745	0.9915965	0.09547235	
7.8562	-0.03282818	0.9915944	0.09546862	
7.8564	-0.0328289	0.9915924	0.09546489	
7.8566	-0.03282963	0.9915904	0.09546115	
7.8568	-0.03283036	0.9915884	0.09545742	
7.857	-0.03283108	0.9915863	0.09545369	
7.8572	-0.03283181	0.9915843	0.09544995	
7.8574	-0.03283253	0.9915823	0.09544622	
7.8576	-0.03283326	0.9915802	0.09544249	
7.8578	-0.03283399	0.9915782	0.09543876	
7.858	-0.03283471	0.9915762	0.09543502	
7.8582	-0.03283544	0.9915742	0.09543129	
7.8584	-0.03283616	0.9915721	0.09542756	
7.8586	-0.03283689	0.9915701	0.09542383	
7.8588	-0.03283761	0.9915681	0.09542009	
7.859	-0.03283834	0.9915661	0.09541636	
7.8592	-0.03283907	0.991564	0.09541263	
7.8594	-0.03283979	0.991562	0.09540889	
7.8596	-0.03284052	0.99156	0.09540516	
7.8598	-0.03284124	0.991558	0.09540143	
7.86	-0.03284197	0.9915559	0.0953977	
7.8602	-0.03284269	0.9915539	0.09539396	
7.8604	-0.03284341	0.9915519	0.09539023	
7.8606	-0.03284414	0.9915498	0.0953865	
7.8608	-0.03284487	0.9915478	0.09538276	
7.861	-0.03284559	0.9915458	0.09537903	
7.8612	-0.03284632	0.9915438	0.0953753	
7.8614	-0.03284705	0.9915417	0.09537157	
7.8616	-0.03284777	0.9915397	0.09536783	
7.8618	-0.0328485	0.9915377	0.0953641	
7.862	-0.03284922	0.9915357	0.09536037	
7.8622	-0.03284995	0.9915336	0.09535664	
7.8624	-0.03285068	0.9915316	0.0953529	
7.8626	-0.0328514	0.9915296	0.09534917	
7.8628	-0.03285213	0.9915276	0.09534544	
7.863	-0.03285285	0.9915255	0.09534171	
7.8632	-0.03285357	0.9915235	0.09533799	
7.8634	-0.0328543	0.9915215	0.09533426	
7.8636	-0.03285502	0.9915195	0.09533054	
7.8638	-0.03285575	0.9915174	0.09532681	
7.864	-0.03285647	0.9915154	0.09532309	
7.8642	-0.03285719	0.9915134	0.09531936	
7.8644	-0.03285792	0.9915113	0.09531564	
7.8646	-0.03285864	0.9915093	0.09531191	
7.8648	-0.03285937	0.9915073	0.09530818	
7.865	-0.03286009	0.9915053	0.09530446	
7.8652	-0.03286082	0.9915032	0.09530073	
7.8654	-0.03286154	0.9915012	0.09529701	
7.8656	-0.03286227	0.9914992	0.09529328	
7.8658	-0.03286299	0.9914971	0.09528956	
7.866	-0.03286372	0.991495	0.09528583	
7.8662	-0.03286444	0.9914929	0.09528211	
7.8664	-0.03286517	0.9914908	0.09527838	
7.8666	-0.0328659	0.9914888	0.09527466	
7.8668	-0.03286662	0.9914867	0.09527093	
7.867	-0.03286735	0.9914846	0.09526721	
7.8672	-0.03286807	0.9914825	0.09526348	
7.8674	-0.0328688	0.9914804	0.09525976	
7.8676	-0.03286953	0.9914783	0.09525603	
7.8678	-0.03287026	0.9914762	0.09525231	
7.868	-0.03287098	0.9914742	0.09524858	
7.8682	-0.03287171	0.9914721	0.09524485	
7.8684	-0.03287243	0.99147	0.09524113	
7.8686	-0.03287316	0.9914679	0.0952374	
7.8688	-0.03287389	0.9914658	0.09523368	
7.869	-0.03287461	0.9914637	0.09522995	
7.8692	-0.03287534	0.9914616	0.09522623	
7.8694	-0.03287607	0.9914595	0.0952225	
7.8696	-0.03287679	0.9914575	0.09521878	
7.8698	-0.03287752	0.9914554	0.09521505	
7.87	-0.03287825	0.9914533	0.09521133	
7.8702	-0.03287897	0.9914512	0.0952076	
7.8704	-0.0328797	0.9914491	0.09520388	
7.8706	-0.03288043	0.991447	0.09520015	
7.8708	-0.03288115	0.9914449	0.09519643	
7.871	-0.03288187	0.9914429	0.0951927	
7.8712	-0.0328826	0.9914408	0.09518898	
7.8714	-0.03288333	0.9914387	0.09518525	
7.8716	-0.03288406	0.9914366	0.09518152	
7.8718	-0.03288478	0.9914345	0.0951778	
7.872	-0.03288551	0.9914324	0.09517407	
7.8722	-0.03288623	0.9914303	0.09517035	
7.8724	-0.03288696	0.9914283	0.09516662	
7.8726	-0.03288769	0.9914262	0.0951629	
7.8728	-0.03288841	0.9914241	0.09515917	
7.873	-0.03288914	0.991422	0.09515545	
7.8732	-0.03288987	0.9914199	0.09515172	
7.8734	-0.0328906	0.9914178	0.095148	
7.8736	-0.03289132	0.9914157	0.09514427	
7.8738	-0.03289205	0.9914137	0.09514055	
7.874	-0.03289277	0.9914116	0.09513682	
7.8742	-0.0328935	0.9914095	0.0951331	
7.8744	-0.03289423	0.9914074	0.09512937	
7.8746	-0.03289495	0.9914053	0.09512565	
7.8748	-0.03289568	0.9914032	0.09512192	
7.875	-0.0328964	0.9914011	0.09511819	
7.8752	-0.03289713	0.991399	0.09511447	
7.8754	-0.03289786	0.991397	0.09511074	
7.8756	-0.03289858	0.9913949	0.09510702	
7.8758	-0.03289931	0.9913928	0.09510329	
7.876	-0.03290004	0.9913907	0.09509957	
7.8762	-0.03290077	0.9913886	0.09509584	
7.8764	-0.03290149	0.9913865	0.09509212	
7.8766	-0.03290222	0.9913844	0.09508839	
7.8768	-0.03290294	0.9913824	0.09508467	
7.877	-0.03290367	0.9913803	0.09508096	
7.8772	-0.03290439	0.9913782	0.09507724	
7.8774	-0.03290512	0.9913761	0.09507352	
7.8776	-0.03290584	0.991374	0.0950698	
7.8778	-0.03290657	0.9913719	0.09506609	
7.878	-0.03290729	0.9913698	0.09506237	
7.8782	-0.03290801	0.9913678	0.09505865	
7.8784	-0.03290874	0.9913657	0.09505493	
7.8786	-0.03290947	0.9913636	0.09505121	
7.8788	-0.03291019	0.9913615	0.0950475	
7.879	-0.03291092	0.9913594	0.09504378	
7.8792	-0.03291164	0.9913573	0.09504006	
7.8794	-0.03291237	0.9913552	0.09503634	
7.8796	-0.03291309	0.9913532	0.09503262	
7.8798	-0.03291382	0.9913511	0.09502891	
7.88	-0.03291454	0.991349	0.09502519	
7.8802	-0.03291527	0.9913469	0.09502147	
7.8804	-0.03291599	0.9913448	0.09501775	
7.8806	-0.03291672	0.9913427	0.09501404	
7.8808	-0.03291744	0.9913406	0.09501032	
7.881	-0.03291817	0.9913386	0.0950066	
7.8812	-0.03291889	0.9913365	0.09500288	
7.8814	-0.03291962	0.9913344	0.09499916	
7.8816	-0.03292035	0.9913323	0.09499545	
7.8818	-0.03292107	0.9913302	0.09499173	
7.882	-0.03292179	0.9913281	0.09498801	
7.8822	-0.03292252	0.991326	0.09498429	
7.8824	-0.03292324	0.9913239	0.09498058	
7.8826	-0.03292397	0.9913219	0.09497686	
7.8828	-0.03292469	0.9913198	0.09497314	
7.883	-0.03292542	0.9913177	0.09496942	
7.8832	-0.03292615	0.9913156	0.0949657	
7.8834	-0.03292687	0.9913135	0.09496199	
7.8836	-0.0329276	0.9913114	0.09495827	
7.8838	-0.03292832	0.9913093	0.09495455	
7.884	-0.03292905	0.9913073	0.09495083	
7.8842	-0.03292977	0.9913052	0.09494711	
7.8844	-0.0329305	0.9913031	0.0949434	
7.8846	-0.03293122	0.991301	0.09493968	
7.8848	-0.03293195	0.9912989	0.09493596	
7.885	-0.03293267	0.9912968	0.09493224	
7.8852	-0.0329334	0.9912947	0.09492853	
7.8854	-0.03293412	0.9912927	0.09492481	
7.8856	-0.03293484	0.9912906	0.09492109	
7.8858	-0.03293557	0.9912885	0.09491737	
7.886	-0.03293629	0.9912864	0.09491365	
7.8862	-0.03293702	0.9912843	0.09490994	
7.8864	-0.03293775	0.9912822	0.09490622	
7.8866	-0.03293847	0.9912801	0.0949025	
7.8868	-0.0329392	0.9912781	0.09489878	
7.887	-0.03293993	0.991276	0.09489506	
7.8872	-0.03294065	0.9912739	0.09489135	
7.8874	-0.03294137	0.9912718	0.09488763	
7.8876	-0.0329421	0.9912697	0.09488391	
7.8878	-0.03294282	0.9912676	0.09488019	
7.888	-0.03294355	0.9912655	0.09487648	
7.8882	-0.03294427	0.9912634	0.09487276	
7.8884	-0.032945	0.9912614	0.09486904	
7.8886	-0.03294573	0.9912593	0.09486532	
7.8888	-0.03294645	0.9912572	0.0948616	
7.889	-0.03294718	0.9912551	0.09485789	
7.8892	-0.0329479	0.991253	0.09485417	
7.8894	-0.03294862	0.9912509	0.09485045	
7.8896	-0.03294935	0.9912488	0.09484673	
7.8898	-0.03295008	0.9912466	0.09484302	
7.89	-0.03295081	0.9912445	0.0948393	
7.8902	-0.03295153	0.9912423	0.09483558	
7.8904	-0.03295226	0.9912402	0.09483186	
7.8906	-0.03295298	0.9912381	0.09482815	
7.8908	-0.03295371	0.9912359	0.09482444	
7.891	-0.03295444	0.9912338	0.09482073	
7.8912	-0.03295516	0.9912316	0.09481702	
7.8914	-0.03295589	0.9912295	0.09481331	
7.8916	-0.03295661	0.9912273	0.0948096	
7.8918	-0.03295734	0.9912252	0.09480589	
7.892	-0.03295807	0.991223	0.09480218	
7.8922	-0.03295879	0.9912209	0.09479847	
7.8924	-0.03295952	0.9912187	0.09479476	
7.8926	-0.03296024	0.9912166	0.09479105	
7.8928	-0.03296097	0.9912145	0.09478734	
7.893	-0.03296169	0.9912123	0.09478363	
7.8932	-0.03296242	0.9912102	0.09477992	
7.8934	-0.03296314	0.991208	0.09477621	
7.8936	-0.03296388	0.9912059	0.0947725	
7.8938	-0.0329646	0.9912037	0.09476878	
7.894	-0.03296532	0.9912016	0.09476507	
7.8942	-0.03296605	0.9911994	0.09476136	
7.8944	-0.03296677	0.9911973	0.09475765	
7.8946	-0.0329675	0.9911951	0.09475394	
7.8948	-0.03296823	0.991193	0.09475023	
7.895	-0.03296895	0.9911909	0.09474652	
7.8952	-0.03296968	0.9911887	0.09474281	
7.8954	-0.03297041	0.9911866	0.0947391	
7.8956	-0.03297113	0.9911844	0.09473539	
7.8958	-0.03297186	0.9911823	0.09473168	
7.896	-0.03297259	0.9911801	0.09472797	
7.8962	-0.03297331	0.991178	0.09472426	
7.8964	-0.03297404	0.9911758	0.09472055	
7.8966	-0.03297476	0.9911737	0.09471684	
7.8968	-0.03297549	0.9911715	0.09471313	
7.897	-0.03297621	0.9911694	0.09470942	
7.8972	-0.03297694	0.9911672	0.09470571	
7.8974	-0.03297767	0.9911651	0.094702	
7.8976	-0.03297839	0.991163	0.09469829	
7.8978	-0.03297912	0.9911608	0.09469458	
7.898	-0.03297984	0.9911587	0.09469087	
7.8982	-0.03298057	0.9911565	0.09468716	
7.8984	-0.03298129	0.9911544	0.09468345	
7.8986	-0.03298202	0.9911522	0.09467974	
7.8988	-0.03298274	0.9911501	0.09467603	
7.899	-0.03298347	0.9911479	0.09467231	
7.8992	-0.0329842	0.9911458	0.0946686	
7.8994	-0.03298492	0.9911436	0.09466489	
7.8996	-0.03298565	0.9911415	0.09466118	
7.8998	-0.03298637	0.9911394	0.09465747	
7.9	-0.0329871	0.9911372	0.09465376	
7.9002	-0.03298782	0.9911351	0.09465005	
7.9004	-0.03298855	0.9911329	0.09464634	
7.9006	-0.03298927	0.9911308	0.09464263	
7.9008	-0.03299	0.9911286	0.09463892	
7.901	-0.03299073	0.9911265	0.09463521	
7.9012	-0.03299145	0.9911243	0.0946315	
7.9014	-0.03299218	0.9911222	0.09462779	
7.9016	-0.0329929	0.99112	0.09462408	
7.9018	-0.03299363	0.9911179	0.09462037	
7.902	-0.03299436	0.9911157	0.09461666	
7.9022	-0.03299509	0.9911136	0.09461295	
7.9024	-0.03299581	0.9911115	0.09460924	
7.9026	-0.03299654	0.9911093	0.09460553	
7.9028	-0.03299726	0.9911072	0.09460182	
7.903	-0.03299798	0.991105	0.09459811	
7.9032	-0.03299871	0.9911029	0.0945944	
7.9034	-0.03299944	0.9911007	0.09459069	
7.9036	-0.03300017	0.9910986	0.09458698	
7.9038	-0.03300089	0.9910964	0.09458327	
7.904	-0.03300162	0.9910943	0.09457956	
7.9042	-0.03300234	0.9910921	0.09457584	
7.9044	-0.03300307	0.99109	0.09457213	
7.9046	-0.03300379	0.9910879	0.09456843	
7.9048	-0.03300451	0.9910857	0.09456473	
7.905	-0.03300524	0.9910836	0.09456103	
7.9052	-0.03300597	0.9910814	0.09455732	
7.9054	-0.03300669	0.9910793	0.09455362	
7.9056	-0.03300742	0.9910771	0.09454992	
7.9058	-0.03300814	0.991075	0.09454621	
7.906	-0.03300887	0.9910728	0.09454251	
7.9062	-0.03300959	0.9910707	0.09453881	
7.9064	-0.03301032	0.9910685	0.0945351	
7.9066	-0.03301104	0.9910664	0.0945314	
7.9068	-0.03301176	0.9910643	0.0945277	
7.907	-0.03301249	0.9910621	0.094524	
7.9072	-0.03301321	0.99106	0.09452029	
7.9074	-0.03301394	0.9910578	0.09451659	
7.9076	-0.03301466	0.9910557	0.09451289	
7.9078	-0.03301539	0.9910535	0.09450918	
7.908	-0.03301611	0.9910514	0.09450548	
7.9082	-0.03301683	0.9910492	0.09450178	
7.9084	-0.03301756	0.9910471	0.09449808	
7.9086	-0.03301829	0.9910449	0.09449437	
7.9088	-0.03301901	0.9910428	0.09449067	
7.909	-0.03301974	0.9910406	0.09448697	
7.9092	-0.03302046	0.9910385	0.09448326	
7.9094	-0.03302118	0.9910364	0.09447956	
7.9096	-0.03302191	0.9910342	0.09447586	
7.9098	-0.03302263	0.9910321	0.09447215	
7.91	-0.03302336	0.9910299	0.09446845	
7.9102	-0.03302408	0.9910278	0.09446475	
7.9104	-0.03302481	0.9910256	0.09446105	
7.9106	-0.03302553	0.9910235	0.09445734	
7.9108	-0.03302625	0.9910213	0.09445364	
7.911	-0.03302698	0.9910192	0.09444994	
7.9112	-0.0330277	0.991017	0.09444623	
7.9114	-0.03302843	0.9910149	0.09444253	
7.9116	-0.03302915	0.9910128	0.09443883	
7.9118	-0.03302988	0.9910106	0.09443513	
7.912	-0.0330306	0.9910085	0.09443142	
7.9122	-0.03303133	0.9910063	0.09442772	
7.9124	-0.03303205	0.9910042	0.09442402	
7.9126	-0.03303277	0.991002	0.09442031	
7.9128	-0.0330335	0.9909999	0.09441661	
7.913	-0.03303422	0.9909977	0.09441291	
7.9132	-0.03303495	0.9909955	0.09440921	
7.9134	-0.03303568	0.9909933	0.0944055	
7.9136	-0.0330364	0.9909911	0.0944018	
7.9138	-0.03303713	0.9909889	0.0943981	
7.914	-0.03303786	0.9909866	0.09439439	
7.9142	-0.03303859	0.9909844	0.09439069	
7.9144	-0.03303931	0.9909822	0.09438699	
7.9146	-0.03304004	0.99098	0.09438328	
7.9148	-0.03304077	0.9909778	0.09437958	
7.915	-0.03304149	0.9909756	0.09437588	
7.9152	-0.03304222	0.9909734	0.09437218	
7.9154	-0.03304294	0.9909712	0.09436847	
7.9156	-0.03304367	0.990969	0.09436477	
7.9158	-0.0330444	0.9909668	0.09436107	
7.916	-0.03304512	0.9909646	0.09435736	
7.9162	-0.03304585	0.9909624	0.09435366	
7.9164	-0.03304658	0.9909602	0.09434996	
7.9166	-0.0330473	0.990958	0.09434626	
7.9168	-0.03304803	0.9909558	0.09434255	
7.917	-0.03304876	0.9909536	0.09433885	
7.9172	-0.03304948	0.9909514	0.09433515	
7.9174	-0.03305021	0.9909492	0.09433144	
7.9176	-0.03305094	0.9909469	0.09432774	
7.9178	-0.03305166	0.9909447	0.09432404	
7.918	-0.03305239	0.9909425	0.09432033	
7.9182	-0.03305312	0.9909403	0.09431663	
7.9184	-0.03305384	0.9909381	0.09431293	
7.9186	-0.03305457	0.9909359	0.09430923	
7.9188	-0.03305529	0.9909337	0.09430554	
7.919	-0.03305602	0.9909315	0.09430184	
7.9192	-0.03305674	0.9909293	0.09429815	
7.9194	-0.03305747	0.9909271	0.09429445	
7.9196	-0.0330582	0.9909249	0.09429076	
7.9198	-0.03305892	0.9909227	0.09428706	
7.92	-0.03305965	0.9909205	0.09428336	
7.9202	-0.03306037	0.9909183	0.09427967	
7.9204	-0.03306109	0.9909161	0.09427597	
7.9206	-0.03306182	0.9909139	0.09427228	
7.9208	-0.03306255	0.9909117	0.09426858	
7.921	-0.03306327	0.9909095	0.09426489	
7.9212	-0.033064	0.9909073	0.09426119	
7.9214	-0.03306472	0.990905	0.0942575	
7.9216	-0.03306545	0.9909028	0.0942538	
7.9218	-0.03306617	0.9909006	0.09425011	
7.922	-0.0330669	0.9908984	0.09424641	
7.9222	-0.03306762	0.9908962	0.09424271	
7.9224	-0.03306835	0.990894	0.09423902	
7.9226	-0.03306908	0.9908918	0.09423532	
7.9228	-0.0330698	0.9908896	0.09423163	
7.923	-0.03307053	0.9908874	0.09422793	
7.9232	-0.03307125	0.9908852	0.09422424	
7.9234	-0.03307198	0.990883	0.09422054	
7.9236	-0.0330727	0.9908808	0.09421685	
7.9238	-0.03307343	0.9908786	0.09421315	
7.924	-0.03307415	0.9908764	0.09420945	
7.9242	-0.03307487	0.9908742	0.09420576	
7.9244	-0.0330756	0.990872	0.09420206	
7.9246	-0.03307632	0.9908698	0.09419837	
7.9248	-0.03307705	0.9908676	0.09419467	
7.925	-0.03307778	0.9908653	0.09419098	
7.9252	-0.0330785	0.9908631	0.09418728	
