Time	10FF	11FF	12FF	13FF	14FF	15FF	16FF	17FF	18FF	19FF	1FF	20FF	21FF	22FF	23FF	24FF	25FF	2FF	3FF	4FF	5FF	6FF	7FF	8FF	9FF	
1.17	0.08845267	0.1192847	0.1454328	0.1638721	0.1744772	0.1738096	0.1635583	0.1440717	0.1178037	0.0864521	0	0.05347181	0.02227533	0	0	0	0	0	0	0	0	0	0	0.02359393	0.05602958	
1.172	0.08842494	0.119347	0.1457046	0.1641522	0.1748134	0.174154	0.1638308	0.1442631	0.1178461	0.08643968	0	0.05334977	0.02203364	0	0	0	0	0	0	0	0	0	0	0.02334261	0.0557408	
1.174	0.08837232	0.1194354	0.1460219	0.1645463	0.1751792	0.1746288	0.164235	0.1445528	0.1178524	0.08648284	0	0.05313508	0.02173796	0	0	0	0	0	0	0	0	0	0	0.02305616	0.05558547	
1.176	0.08823405	0.1195043	0.1463348	0.165008	0.1756242	0.1751228	0.1645244	0.1447574	0.1179744	0.08649231	0	0.052979	0.02148104	0	0	0	0	0	0	0	0	0	0	0.0227884	0.05539819	
1.178	0.08823305	0.1196853	0.1464964	0.1654529	0.176119	0.1755585	0.1647896	0.1449948	0.1179961	0.08643992	0	0.05283907	0.02114382	0	0	0	0	0	0	0	0	0	0	0.02240946	0.05514554	
1.18	0.08819454	0.1197036	0.1467636	0.1658612	0.1765546	0.17599	0.1651733	0.1451631	0.1181664	0.08629619	0	0.05267575	0.02088011	0	0	0	0	0	0	0	0	0	0	0.02202065	0.05501922	
1.182	0.08819164	0.1198725	0.1469622	0.1662925	0.1768708	0.1764627	0.1655588	0.1453905	0.1182975	0.08621871	0	0.05249133	0.02064754	0	0	0	0	0	0	0	0	0	0	0.0217794	0.05474479	
1.184	0.08804406	0.11996	0.1471265	0.1665971	0.1772822	0.1769529	0.1658097	0.1456367	0.1183175	0.08610691	0	0.05231362	0.02031649	0	0	0	0	0	0	0	0	0	0	0.02143644	0.0546058	
1.186	0.08793154	0.1200062	0.1472921	0.1669858	0.177682	0.1774326	0.1662383	0.1458928	0.1184056	0.0861433	0	0.05211685	0.02002949	0	0	0	0	0	0	0	0	0	0	0.02119661	0.05440716	
1.188	0.08786645	0.1201918	0.1474708	0.1673254	0.1779984	0.1778377	0.1665179	0.1461687	0.1185405	0.08603738	0	0.05184126	0.0197416	0	0	0	0	0	0	0	0	0	0	0.0208904	0.05428968	
1.19	0.08781032	0.1202991	0.1477377	0.1675913	0.1783796	0.1781732	0.1669151	0.146496	0.1186325	0.08603674	0	0.05162627	0.01952424	0	0	0	0	0	0	0	0	0	0	0.02054339	0.05399849	
1.192	0.08774613	0.1202951	0.1479297	0.1679756	0.1786992	0.1784831	0.1671667	0.1467966	0.1187252	0.08594374	0	0.0515186	0.01931897	0	0	0	0	0	0	0	0	0	0	0.02015819	0.05383205	
1.194	0.08761349	0.1203442	0.1482195	0.1683187	0.1791111	0.1789656	0.167503	0.1469603	0.118908	0.08583594	0	0.05138569	0.01905493	0	0	0	0	0	0	0	0	0	0	0.0198352	0.05369414	
1.196	0.08750378	0.1204247	0.1483996	0.1687235	0.1795761	0.1793277	0.1678287	0.14719	0.1189389	0.08583308	0	0.05110373	0.01885109	0	0	0	0	0	0	0	0	0	0	0.01954107	0.05344948	
1.198	0.08747157	0.1204749	0.1486837	0.1690035	0.1799653	0.1796536	0.16822	0.1474645	0.1191228	0.08577734	0	0.05086928	0.0185111	0	0	0	0	0	0	0	0	0	0	0.01921598	0.0533019	
1.2	0.08746348	0.1206489	0.1489139	0.1694003	0.180324	0.1801072	0.1685633	0.1477211	0.1192423	0.08577159	0	0.05071824	0.01812205	0	0	0	0	0	0	0	0	0	0	0.01885843	0.05319962	
1.202	0.08739202	0.1207854	0.1491484	0.1697563	0.1806538	0.1805049	0.168877	0.147922	0.1193344	0.08570712	0	0.05051494	0.01773731	0	0	0	0	0	0	0	0	0	0	0.01853856	0.05292518	
1.204	0.08733097	0.1209429	0.1493259	0.1700007	0.1811224	0.1808192	0.1692518	0.1480556	0.1194049	0.08559894	0	0.05032194	0.01740294	0	0	0	0	0	0	0	0	0	0	0.01832867	0.05269682	
1.206	0.0872304	0.1211024	0.1495012	0.1702585	0.1814423	0.1811779	0.1695836	0.1483463	0.119519	0.08563814	0	0.05006576	0.01720773	0	0	0	0	0	0	0	0	0	0	0.01805249	0.05246411	
1.208	0.08723804	0.1210915	0.1496216	0.1706456	0.1817509	0.1814858	0.1699387	0.1484752	0.1195434	0.08556142	0	0.0499641	0.01698749	0	0	0	0	0	0	0	0	0	0	0.01786947	0.05229566	
1.21	0.08713454	0.1212189	0.1498238	0.1709827	0.1820205	0.1817689	0.1701739	0.1486549	0.1196756	0.08553848	0	0.04982938	0.01676333	0	0	0	0	0	0	0	0	0	0	0.01762964	0.05202623	
1.212	0.08710796	0.1213492	0.1499455	0.1712394	0.1824578	0.182051	0.1705154	0.148877	0.1198056	0.0855165	0	0.04973928	0.01651219	0	0	0	0	0	0	0	0	0	0	0.01740027	0.05176659	
1.214	0.08706295	0.1215024	0.1502429	0.1715428	0.182771	0.1823271	0.1707894	0.1491567	0.1198158	0.08537906	0	0.04950857	0.01617165	0	0	0	0	0	0	0	0	0	0	0.01721057	0.05165637	
1.216	0.08691582	0.1215876	0.1503888	0.171862	0.1830909	0.1825878	0.1710196	0.149268	0.1199354	0.08528093	0	0.04929253	0.01594564	0	0	0	0	0	0	0	0	0	0	0.01691613	0.05156541	
1.218	0.08685208	0.1215802	0.1506007	0.1722327	0.1833575	0.1830274	0.1713915	0.1494898	0.1200967	0.08527185	0	0.04903678	0.0156138	0	0	0	0	0	0	0	0	0	0	0.01657632	0.05133591	
1.22	0.08675593	0.1216118	0.1509013	0.1725882	0.1836601	0.1834682	0.1716968	0.1496122	0.1200979	0.08527984	0	0.04892036	0.01527991	0	0	0	0	0	0	0	0	0	0	0.01626479	0.05122167	
1.222	0.0867684	0.1217439	0.1511516	0.1728623	0.1841012	0.1837199	0.1720845	0.1497321	0.1201329	0.08516362	0	0.0487835	0.0150899	0	0	0	0	0	0	0	0	0	0	0.01605909	0.05103814	
1.224	0.08666829	0.1219084	0.1512739	0.173255	0.1843566	0.1841078	0.1724293	0.1500128	0.1202101	0.08507641	0	0.04857622	0.01479338	0	0	0	0	0	0	0	0	0	0	0.01575075	0.05084098	
1.226	0.08663113	0.1219404	0.1515301	0.1734714	0.1847219	0.1844185	0.1726234	0.1501229	0.1203089	0.08498702	0	0.04838031	0.014502	0	0	0	0	0	0	0	0	0	0	0.01547626	0.05067698	
1.228	0.08653802	0.1219996	0.1516598	0.1738141	0.1851599	0.1847429	0.1728508	0.1503457	0.1203	0.08491327	0	0.04829541	0.01424605	0	0	0	0	0	0	0	0	0	0	0.01522937	0.05044774	
1.23	0.08653498	0.1220619	0.1518969	0.1741953	0.185475	0.1851259	0.1731587	0.1504927	0.1203832	0.08478975	0	0.0480646	0.01389116	0	0	0	0	0	0	0	0	0	0	0.01506425	0.05023829	
1.232	0.08650094	0.1221564	0.1520502	0.1745518	0.1857813	0.1854143	0.1735337	0.1505869	0.1205045	0.08467877	0	0.04797	0.01372077	0	0	0	0	0	0	0	0	0	0	0.01473236	0.05009663	
1.234	0.08639379	0.1222079	0.152223	0.1747919	0.1862017	0.1857051	0.1738291	0.1507008	0.1205187	0.08465473	0	0.0478776	0.01339957	0	0	0	0	0	0	0	0	0	0	0.01456225	0.04996824	
1.236	0.08630033	0.1222743	0.1524024	0.1750376	0.1865571	0.1859685	0.1740696	0.1508678	0.1206748	0.08455136	0	0.0477704	0.01312276	0	0	0	0	0	0	0	0	0	0	0.01425928	0.04978608	
1.238	0.08627702	0.1222833	0.1526806	0.1753337	0.1868064	0.1863209	0.1742613	0.1510191	0.1207639	0.08448363	0	0.04763497	0.01277128	0	0	0	0	0	0	0	0	0	0	0.01397836	0.04954996	
1.24	0.08625887	0.1223889	0.1529529	0.1756132	0.1871976	0.1866531	0.1744453	0.151128	0.1207669	0.08436594	0	0.04744411	0.01257563	0	0	0	0	0	0	0	0	0	0	0.01368039	0.04942977	
1.242	0.0861472	0.1225311	0.1531226	0.1757859	0.1876135	0.1869032	0.1746885	0.1512384	0.1208787	0.08437626	0	0.04736758	0.01234384	0	0	0	0	0	0	0	0	0	0	0.0133966	0.04930153	
1.244	0.0861812	0.1226792	0.1533443	0.1760269	0.1879746	0.1871945	0.1749842	0.1513737	0.1208759	0.08431184	0	0.04722133	0.01210627	0	0	0	0	0	0	0	0	0	0	0.01314145	0.04922859	
1.246	0.08618004	0.1226438	0.1534861	0.1763137	0.188369	0.1874358	0.1752001	0.1515176	0.120921	0.08421165	0	0.04701383	0.01185688	0	0	0	0	0	0	0	0	0	0	0.01300001	0.04912006	
1.248	0.08614975	0.1226472	0.1536355	0.1766382	0.1886123	0.1877546	0.1754978	0.1516082	0.1208964	0.08418946	0	0.04686013	0.01170105	0	0	0	0	0	0	0	0	0	0	0.01266258	0.04888357	
1.25	0.0860846	0.1227553	0.1538991	0.1768633	0.1889627	0.1880396	0.1757841	0.1517636	0.1208474	0.08411364	0	0.04662932	0.01143201	0	0	0	0	0	0	0	0	0	0	0.01250049	0.04876301	
1.252	0.08600448	0.12285	0.1540188	0.1770525	0.1892024	0.1883564	0.175984	0.1518936	0.1209433	0.08397053	0	0.04641346	0.011116	0	0	0	0	0	0	0	0	0	0	0.01219471	0.04866852	
1.254	0.08599764	0.1229531	0.1541471	0.1772684	0.1894936	0.1886024	0.1762571	0.1520652	0.1210151	0.08394992	0	0.04629507	0.01095181	0	0	0	0	0	0	0	0	0	0	0.01191578	0.04853634	
1.256	0.0858795	0.1229318	0.154315	0.1774722	0.1898265	0.1889393	0.1765351	0.152244	0.1211309	0.08384626	0	0.04616696	0.01075779	0	0	0	0	0	0	0	0	0	0	0.01167871	0.04845898	
1.258	0.0857437	0.1229356	0.1544705	0.1776421	0.1901391	0.1892768	0.1767173	0.1524045	0.1212168	0.08372667	0	0.04599766	0.0105444	0	0	0	0	0	0	0	0	0	0	0.01143882	0.04831308	
1.26	0.08563598	0.1229101	0.1546212	0.1779917	0.1904659	0.1895474	0.1768982	0.1526186	0.1213592	0.08371745	0	0.04575784	0.01037005	0	0	0	0	0	0	0	0	0	0	0.01120612	0.04807857	
1.262	0.08557595	0.122893	0.1547886	0.1782481	0.190807	0.1898634	0.1771595	0.1528093	0.1213349	0.0836169	0	0.04566926	0.01004663	0	0	0	0	0	0	0	0	0	0	0.01091917	0.04794136	
1.264	0.0854907	0.1229004	0.1549118	0.1784744	0.1911769	0.1900741	0.1773228	0.153077	0.1213724	0.08362088	0	0.04554647	0.009835208	0	0	0	0	0	0	0	0	0	0	0.01063141	0.04773834	
1.266	0.08540834	0.1228974	0.1551784	0.1786786	0.1914639	0.1903037	0.1776582	0.153157	0.1213264	0.08364767	0	0.04545406	0.009496568	0	0	0	0	0	0	0	0	0	0	0.01032425	0.04754713	
1.268	0.08530568	0.1228969	0.1552956	0.1788769	0.1917368	0.1906205	0.1778698	0.1532937	0.1214033	0.08351073	0	0.0453214	0.009233603	0	0	0	0	0	0	0	0	0	0	0.0101551	0.04737868	
1.27	0.08525266	0.1230279	0.1554957	0.1791125	0.1920424	0.1909548	0.1781793	0.1534646	0.1215422	0.08354444	0	0.04517185	0.008917135	0	0	0	0	0	0	0	0	0	0	0.009898558	0.04731279	
1.272	0.08529726	0.1230742	0.1556838	0.1794316	0.1922458	0.1912834	0.1784734	0.1535869	0.1216473	0.08356449	0	0.04498664	0.008742201	0	0	0	0	0	0	0	0	0	0	0.009652428	0.04716435	
1.274	0.08525606	0.1230396	0.1558135	0.1796068	0.1924685	0.1914988	0.1786404	0.1538502	0.1217858	0.08340611	0	0.04477514	0.008480537	0	0	0	0	0	0	0	0	0	0	0.00947046	0.04702948	
1.276	0.08512789	0.1230203	0.1560017	0.1799421	0.1927156	0.1917188	0.178921	0.1540497	0.1217494	0.0834192	0	0.04454693	0.00815856	0	0	0	0	0	0	0	0	0	0	0.009260158	0.04692167	
1.278	0.08505192	0.1230175	0.1562104	0.1802532	0.1930316	0.1920514	0.1792274	0.1542165	0.1218331	0.08328407	0	0.04430067	0.007841302	0	0	0	0	0	0	0	0	0	0	0.009085234	0.04676297	
1.28	0.08504476	0.1230391	0.156465	0.180517	0.1932514	0.1922925	0.1794307	0.1542996	0.1219374	0.08320216	0	0.04421077	0.007710766	0	0	0	0	0	0	0	0	0	0	0.008853885	0.04655459	
1.282	0.08501332	0.123183	0.156716	0.1808271	0.1935269	0.1926196	0.1797192	0.1545119	0.1219603	0.08315095	0	0.04411399	0.007556987	0	0	0	0	0	0	0	0	0	0	0.008745495	0.04642913	
1.284	0.08488487	0.1232939	0.1568107	0.1810648	0.1937559	0.1929812	0.1799234	0.1547455	0.1218988	0.08312477	0	0.04401118	0.007346035	0	0	0	0	0	0	0	0	0	0	0.008532704	0.04621746	
1.286	0.08483257	0.1233531	0.1569372	0.1812703	0.1940677	0.1932969	0.1800575	0.1548539	0.1219757	0.08300208	0	0.04390803	0.007027448	0	0	0	0	0	0	0	0	0	0	0.008262926	0.04610441	
1.288	0.0847526	0.1233511	0.1571524	0.1815912	0.1942903	0.1934793	0.1803065	0.1550019	0.1219146	0.08300815	0	0.04365821	0.006892483	0	0	0	0	0	0	0	0	0	0	0.008037029	0.04600285	
1.29	0.08480401	0.1234192	0.1573021	0.181735	0.1944935	0.1937378	0.1804768	0.1551322	0.1219842	0.08291641	0	0.04341504	0.006661304	0	0	0	0	0	0	0	0	0	0	0.007826825	0.04593014	
1.292	0.08484554	0.1235413	0.1575178	0.1820124	0.194853	0.194096	0.1806952	0.1553416	0.1221178	0.08281192	0	0.04325461	0.006508924	0	0	0	0	0	0	0	0	0	0	0.007722852	0.04568739	
1.294	0.08477513	0.1234993	0.1576006	0.1821916	0.1952153	0.1944597	0.1808915	0.1555694	0.1222399	0.08268362	0	0.04314506	0.006262004	0	0	0	0	0	0	0	0	0	0	0.007466367	0.04557453	
1.296	0.08478082	0.1235607	0.1577922	0.1824556	0.1954017	0.1947965	0.1810206	0.1557602	0.1223198	0.08254964	0	0.04302756	0.006142308	0	0	0	0	0	0	0	0	0	0	0.007207875	0.04536237	
1.298	0.0847732	0.1236257	0.1579511	0.1827014	0.1955694	0.19508	0.1811679	0.1559765	0.1223717	0.08248347	0	0.04280293	0.00602504	0	0	0	0	0	0	0	0	0	0	0.006934167	0.04514339	
1.3	0.08465439	0.1236549	0.158161	0.1829831	0.1958849	0.1953704	0.1813898	0.1560783	0.1223928	0.08245602	0	0.04256416	0.005725306	0	0	0	0	0	0	0	0	0	0	0.0068184	0.04490599	
1.302	0.08469076	0.1236209	0.1583697	0.1831423	0.196056	0.1956131	0.1816887	0.1563141	0.1224497	0.08243314	0	0.04242295	0.005570148	0	0	0	0	0	0	0	0	0	0	0.006713371	0.04483267	
1.304	0.08468881	0.1237541	0.1585015	0.1834157	0.1962429	0.1959413	0.1820073	0.1564738	0.1225105	0.08230647	0	0.04235314	0.005296165	0	0	0	0	0	0	0	0	0	0	0.006492008	0.04470998	
1.306	0.08473425	0.1237359	0.1586729	0.1835493	0.1964986	0.1962273	0.1821395	0.1565301	0.1225778	0.0821925	0	0.04230164	0.005079187	0	0	0	0	0	0	0	0	0	0	0.006392185	0.04453893	
1.308	0.08465572	0.1236944	0.1588566	0.1838288	0.1967777	0.1964631	0.1823556	0.1566772	0.1225972	0.08205157	0	0.04217668	0.004906721	0	0	0	0	0	0	0	0	0	0	0.006264346	0.04433985	
1.31	0.08455209	0.1237399	0.1590345	0.1841274	0.197109	0.1966483	0.1826679	0.1567695	0.1226787	0.08204268	0	0.04193996	0.004794369	0	0	0	0	0	0	0	0	0	0	0.006162702	0.04427395	
1.312	0.08453357	0.1238308	0.1590781	0.1842686	0.1972733	0.1968275	0.1828904	0.1569863	0.1227797	0.08198376	0	0.04172215	0.004493874	0	0	0	0	0	0	0	0	0	0	0.00597559	0.04410629	
1.314	0.08447967	0.1239595	0.1591759	0.1845366	0.1974873	0.1971574	0.1831687	0.1570606	0.1227488	0.08200409	0	0.04151114	0.004276467	0	0	0	0	0	0	0	0	0	0	0.005817872	0.04397097	
1.316	0.08449491	0.1239606	0.1593583	0.1848315	0.1977823	0.197343	0.1834538	0.1571536	0.1226795	0.08191954	0	0.04131448	0.003990001	0	0	0	0	0	0	0	0	0	0	0.005585001	0.04373736	
1.318	0.08451767	0.1240918	0.1594095	0.1849615	0.1981237	0.1975971	0.1836267	0.1572585	0.1226856	0.08192432	0	0.04121996	0.003714928	0	0	0	0	0	0	0	0	0	0	0.005395906	0.04364275	
1.32	0.08443453	0.1241859	0.1595608	0.1852286	0.1984121	0.1978777	0.1837999	0.1574326	0.1226875	0.08188934	0	0.04099067	0.003493166	0	0	0	0	0	0	0	0	0	0	0.005228612	0.04345518	
1.322	0.08438653	0.1242702	0.159632	0.1853804	0.1986087	0.1981463	0.1840703	0.1575725	0.1227518	0.08177534	0	0.04084802	0.003306767	0	0	0	0	0	0	0	0	0	0	0.00499733	0.04330267	
1.324	0.08433484	0.1243181	0.1596791	0.1856568	0.1989372	0.1983179	0.1842537	0.1576875	0.1228073	0.08179472	0	0.04067321	0.00314505	0	0	0	0	0	0	0	0	0	0	0.004821287	0.04323546	
1.326	0.08426866	0.1244586	0.1598572	0.1859082	0.199143	0.198655	0.1844221	0.1577423	0.1228694	0.08168264	0	0.04046472	0.002923109	0	0	0	0	0	0	0	0	0	0	0.004666319	0.04301893	
1.328	0.08413541	0.124488	0.1600318	0.1860823	0.1993263	0.1989437	0.184602	0.1578259	0.1229482	0.08158399	0	0.04032113	0.002637944	0	0	0	0	0	0	0	0	0	0	0.004489599	0.04280116	
1.33	0.08402503	0.1244878	0.1601408	0.1862425	0.1996522	0.199211	0.184875	0.1580449	0.1229912	0.08143895	0	0.0402218	0.002496871	0	0	0	0	0	0	0	0	0	0	0.00436882	0.04263994	
1.332	0.0840597	0.12457	0.1602966	0.1863712	0.1999686	0.199376	0.1851555	0.158191	0.1230915	0.08131374	0	0.04000672	0.00234959	0	0	0	0	0	0	0	0	0	0	0.004271801	0.04260976	
1.334	0.08401999	0.1246215	0.1604284	0.1866432	0.20028	0.1995594	0.1854358	0.15836	0.1231041	0.08125611	0	0.03993627	0.002170468	0	0	0	0	0	0	0	0	0	0	0.004093064	0.04248891	
1.336	0.08401383	0.1246823	0.1604615	0.1868823	0.2005589	0.1998315	0.1856837	0.1584006	0.1232071	0.08130418	0	0.03971291	0.001986595	0	0	0	0	0	0	0	0	0	0	0.003852829	0.04245979	
1.338	0.08404494	0.1248123	0.1606465	0.1869874	0.2007033	0.2000672	0.1857731	0.1585115	0.1231533	0.08127691	0	0.03956933	0.001725485	0	0	0	0	0	0	0	0	0	0	0.003590355	0.04237432	
1.34	0.08394875	0.1249142	0.1606968	0.1871012	0.2008636	0.2001976	0.185976	0.1585802	0.1231919	0.08118568	0	0.03940908	0.001582569	0	0	0	0	0	0	0	0	0	0	0.003355948	0.0423086	
1.342	0.0838065	0.1249049	0.1608068	0.1873158	0.2010584	0.2004178	0.1861077	0.1586357	0.1231222	0.08112983	0	0.03920602	0.001325121	0	0	0	0	0	0	0	0	0	0	0.003137859	0.04216748	
1.344	0.08370735	0.1249243	0.1608806	0.1874625	0.2012773	0.2005583	0.1863192	0.1588452	0.1231764	0.08113063	0	0.03917388	0.001088994	0	0	0	0	0	0	0	0	0	0	0.002948937	0.04207728	
1.346	0.08356637	0.1249561	0.1610626	0.1875744	0.2014517	0.200693	0.1865561	0.15901	0.1231011	0.08113125	0	0.03914141	0.000963416	0	0	0	0	0	0	0	0	0	0	0.002803619	0.04191922	
1.348	0.08343294	0.1250592	0.1612529	0.1877155	0.2015873	0.200824	0.1866416	0.1591075	0.1231134	0.08107937	0	0.0390285	0.0007245697	0	0	0	0	0	0	0	0	0	0	0.002617324	0.04172126	
1.35	0.08345772	0.1250917	0.1614156	0.1879905	0.201827	0.2011496	0.1868709	0.1593166	0.1231774	0.08102438	0	0.03895073	0.0005013896	0	0	0	0	0	0	0	0	0	0	0.002512733	0.04168152	
1.352	0.08349791	0.1251162	0.1614672	0.1881156	0.2019621	0.2013023	0.1869851	0.1594044	0.1232238	0.08088198	0	0.03879593	0.0002504019	0	0	0	0	0	0	0	0	0	0	0.002365878	0.04149331	
1.354	0.08349852	0.125126	0.1616603	0.1883466	0.2022051	0.2014646	0.18716	0.1596077	0.1233401	0.08082703	0	0.03876216	0.0001351941	0	0	0	0	0	0	0	0	0	0	0.002246935	0.04144406	
1.356	0.08338867	0.1251957	0.1617693	0.1884334	0.2023871	0.2017169	0.1873365	0.1597373	0.1232612	0.08079972	0	0.03873621	0	0	0	0	0	0	0	0	0	0	0	0.00204134	0.04128966	
1.358	0.08331762	0.1253029	0.1618951	0.1885341	0.2025495	0.2020033	0.1875059	0.1598139	0.1232165	0.08084716	0	0.03860933	0	0	0	0	0	0	0	0	0	0	0	0.001820851	0.04120959	
1.36	0.0832716	0.1252635	0.1619373	0.1887752	0.2027871	0.2021577	0.1876327	0.15994	0.1231962	0.08081309	0	0.03840831	0	0	0	0	0	0	0	0	0	0	0	0.001569229	0.04103605	
1.362	0.08330746	0.1253474	0.1619915	0.1889555	0.2029268	0.2022807	0.1878604	0.160067	0.1231495	0.0807263	0	0.03820031	0	0	0	0	0	0	0	0	0	0	0	0.001348218	0.04087967	
1.364	0.08316734	0.1253899	0.1620303	0.1891412	0.2030614	0.2025206	0.1881014	0.1602414	0.1232391	0.08073398	0	0.0380642	0	0	0	0	0	0	0	0	0	0	0	0.001209568	0.04082553	
1.366	0.08322284	0.1254709	0.1622325	0.1892567	0.2033565	0.2026389	0.1881948	0.160359	0.1233038	0.08060838	0	0.03802855	0	0	0	0	0	0	0	0	0	0	0	0.0009661584	0.04080143	
1.368	0.0831099	0.1254956	0.1623407	0.1894071	0.2035887	0.2029111	0.1883744	0.1605092	0.1232658	0.08052402	0	0.03786596	0	0	0	0	0	0	0	0	0	0	0	0.0007402789	0.0406619	
1.37	0.08307796	0.1254721	0.1623823	0.189664	0.2037596	0.2032166	0.1885602	0.1606953	0.1233003	0.08056612	0	0.03774873	0	0	0	0	0	0	0	0	0	0	0	0.0006044859	0.04045734	
1.372	0.08296549	0.1255774	0.1625707	0.1898532	0.2040344	0.2034117	0.1887164	0.160883	0.1232631	0.08043218	0	0.03773984	0	0	0	0	0	0	0	0	0	0	0	0.0004545676	0.04038632	
1.374	0.08297254	0.1255407	0.1626936	0.1900634	0.2042549	0.2036365	0.1888236	0.1609485	0.1233324	0.08035651	0	0.03756124	0	0	0	0	0	0	0	0	0	0	0	0.0003656936	0.04030133	
1.376	0.08284982	0.1254789	0.1627562	0.1902612	0.2044092	0.2038745	0.1889287	0.1609783	0.1232832	0.08024137	0	0.03743971	0	0	0	0	0	0	0	0	0	0	0	0.0001914133	0.04024243	
1.378	0.08276069	0.1255934	0.162865	0.1904581	0.2046635	0.2041607	0.189147	0.1609869	0.1232088	0.08029207	0	0.03739848	0	0	0	0	0	0	0	0	0	0	0	0	0.04010032	
1.38	0.08278858	0.1256298	0.1629269	0.1905568	0.2049419	0.2043517	0.1892667	0.1610498	0.1232019	0.08024496	0	0.03722594	0	0	0	0	0	0	0	0	0	0	0	0	0.04007896	
1.382	0.08284158	0.125674	0.1629439	0.1906856	0.2051016	0.2045663	0.1894485	0.1612012	0.1233143	0.08014008	0	0.03705802	0	0	0	0	0	0	0	0	0	0	0	0	0.03997226	
1.384	0.08286941	0.1256265	0.1630689	0.190875	0.2053053	0.2046885	0.1896251	0.1612337	0.1232738	0.08006617	0	0.03690185	0	0	0	0	0	0	0	0	0	0	0	0	0.03983917	
1.386	0.08279537	0.125658	0.1632105	0.191005	0.2055168	0.2049594	0.1898083	0.161323	0.1233725	0.08005479	0	0.03674262	0	0	0	0	0	0	0	0	0	0	0	0	0.03977286	
1.388	0.08277458	0.1256326	0.1632134	0.1911332	0.205782	0.2050891	0.1900426	0.1613481	0.1233792	0.08010972	0	0.03671375	0	0	0	0	0	0	0	0	0	0	0	0	0.03961182	
1.39	0.08279466	0.1255708	0.1632238	0.1913149	0.205969	0.2052202	0.1902375	0.1613763	0.123328	0.08002335	0	0.03666764	0	0	0	0	0	0	0	0	0	0	0	0	0.039572	
1.392	0.08282405	0.1256354	0.1632217	0.1913789	0.2061705	0.2053583	0.1903902	0.1614741	0.1233333	0.07993245	0	0.03649835	0	0	0	0	0	0	0	0	0	0	0	0	0.03941596	
1.394	0.08280122	0.1255961	0.1633797	0.1914932	0.2063651	0.2054505	0.1906197	0.1614706	0.1234025	0.07985782	0	0.03639375	0	0	0	0	0	0	0	0	0	0	0	0	0.03934573	
1.396	0.08279968	0.1255858	0.1634121	0.1916872	0.2066238	0.2057322	0.1908209	0.1615122	0.1235072	0.0798081	0	0.03630817	0	0	0	0	0	0	0	0	0	0	0	0	0.03924995	
1.398	0.08269756	0.1256472	0.1634623	0.1917923	0.206859	0.2058541	0.1909696	0.1616233	0.1234552	0.07979545	0	0.03629294	0	0	0	0	0	0	0	0	0	0	0	0	0.03919186	
1.4	0.08272887	0.1256981	0.1635415	0.191995	0.2070537	0.2060192	0.1910314	0.16167	0.1235506	0.07979464	0	0.03614789	0	0	0	0	0	0	0	0	0	0	0	0	0.03906457	
1.402	0.08257693	0.1257038	0.1635784	0.1922211	0.2072875	0.2061223	0.1911223	0.1617658	0.1235739	0.07976243	0	0.03595953	0	0	0	0	0	0	0	0	0	0	0	0	0.03896074	
1.404	0.0824993	0.1256907	0.1636346	0.1922899	0.207406	0.2063568	0.1911886	0.1618091	0.1234858	0.07964272	0	0.03589884	0	0	0	0	0	0	0	0	0	0	0	0	0.03875532	
1.406	0.08241292	0.1257642	0.1638187	0.1924609	0.2074669	0.2065862	0.1913588	0.1619266	0.1234089	0.07956837	0	0.03583523	0	0	0	0	0	0	0	0	0	0	0	0	0.03861704	
1.408	0.08240061	0.1258481	0.163825	0.1926631	0.2075589	0.2067472	0.191572	0.161951	0.1234822	0.07958215	0	0.03571331	0	0	0	0	0	0	0	0	0	0	0	0	0.03850244	
1.41	0.08240223	0.1257845	0.1639777	0.1927918	0.2077631	0.2069671	0.1917106	0.162048	0.1234281	0.0796195	0	0.0355639	0	0	0	0	0	0	0	0	0	0	0	0	0.03842317	
1.412	0.08231968	0.125788	0.164113	0.1928938	0.2079578	0.2070732	0.1917491	0.1620721	0.1235187	0.07955644	0	0.03551864	0	0	0	0	0	0	0	0	0	0	0	0	0.03840369	
1.414	0.08227602	0.1257278	0.1642423	0.1930123	0.2081118	0.2072035	0.191969	0.162212	0.1235039	0.07953598	0	0.03533735	0	0	0	0	0	0	0	0	0	0	0	0	0.03828966	
1.416	0.08213147	0.1256673	0.1643599	0.1931094	0.2083325	0.207444	0.1920646	0.1622233	0.123431	0.0795363	0	0.03519444	0	0	0	0	0	0	0	0	0	0	0	0	0.03827852	
1.418	0.08203787	0.125773	0.1644481	0.1932617	0.2085221	0.2075257	0.1921662	0.1622063	0.1233639	0.07944198	0	0.03518968	0	0	0	0	0	0	0	0	0	0	0	0	0.03819463	
1.42	0.08199762	0.1257744	0.1645081	0.1933849	0.2086401	0.2076788	0.1923594	0.1623334	0.1233723	0.07946691	0	0.03507324	0	0	0	0	0	0	0	0	0	0	0	0	0.038061	
1.422	0.08194602	0.1257184	0.1645258	0.1935807	0.2088023	0.2078291	0.192375	0.1624232	0.1233913	0.07942688	0	0.03499362	0	0	0	0	0	0	0	0	0	0	0	0	0.03789221	
1.424	0.08189128	0.1257019	0.164607	0.1936782	0.2089103	0.2080136	0.1925527	0.1624877	0.1233768	0.07937886	0	0.03487617	0	0	0	0	0	0	0	0	0	0	0	0	0.03774576	
