Time	Body_2 X	Body_2 Z	Body_2 Y	
0.223	3.637436E-09	-0.1163553	-0.03937798	
0.224	3.659013E-09	-0.1158662	-0.03893694	
0.225	3.680209E-09	-0.1153859	-0.03849217	
0.226	3.701023E-09	-0.1149143	-0.03804392	
0.227	3.721455E-09	-0.1144516	-0.0375924	
0.228	3.741504E-09	-0.1139977	-0.03713784	
0.229	3.761171E-09	-0.1135525	-0.03668046	
0.23	3.780455E-09	-0.1131162	-0.0362205	
0.231	3.799357E-09	-0.1126886	-0.03575816	
0.232	3.817877E-09	-0.1122698	-0.03529368	
0.233	3.836017E-09	-0.1118598	-0.03482726	
0.234	3.853776E-09	-0.1114585	-0.03435912	
0.235	3.871158E-09	-0.1110659	-0.03388948	
0.236	3.888162E-09	-0.1106819	-0.03341855	
0.237	3.904791E-09	-0.1103066	-0.03294654	
0.238	3.921046E-09	-0.1099398	-0.03247365	
0.239	3.93693E-09	-0.1095815	-0.03200009	
0.24	3.952445E-09	-0.1092317	-0.03152606	
0.241	3.967594E-09	-0.1088902	-0.03105175	
0.242	3.982379E-09	-0.1085572	-0.03057737	
0.243	3.996803E-09	-0.1082323	-0.03010309	
0.244	4.010869E-09	-0.1079157	-0.02962912	
0.245	4.024581E-09	-0.1076072	-0.02915563	
0.246	4.037941E-09	-0.1073068	-0.02868282	
0.247	4.050953E-09	-0.1070143	-0.02821085	
0.248	4.063621E-09	-0.1067297	-0.02773991	
0.249	4.075948E-09	-0.1064529	-0.02727017	
0.25	4.087939E-09	-0.1061838	-0.02680179	
0.251	4.099597E-09	-0.1059223	-0.02633495	
0.252	4.110926E-09	-0.1056683	-0.0258698	
0.253	4.121932E-09	-0.1054217	-0.02540649	
0.254	4.132617E-09	-0.1051824	-0.0249452	
0.255	4.142986E-09	-0.1049503	-0.02448607	
0.256	4.153045E-09	-0.1047253	-0.02402924	
0.257	4.162798E-09	-0.1045073	-0.02357486	
0.258	4.172249E-09	-0.1042962	-0.02312307	
0.259	4.181403E-09	-0.1040919	-0.02267401	
0.26	4.190265E-09	-0.1038942	-0.02222781	
0.261	4.198839E-09	-0.1037031	-0.02178459	
0.262	4.207132E-09	-0.1035184	-0.0213445	
0.263	4.215148E-09	-0.10334	-0.02090764	
0.264	4.222891E-09	-0.1031678	-0.02047414	
0.265	4.230368E-09	-0.1030017	-0.02004411	
0.266	4.237582E-09	-0.1028415	-0.01961766	
0.267	4.24454E-09	-0.1026872	-0.01919491	
0.268	4.251246E-09	-0.1025386	-0.01877596	
0.269	4.257707E-09	-0.1023956	-0.0183609	
0.27	4.263926E-09	-0.1022581	-0.01794984	
0.271	4.269909E-09	-0.1021259	-0.01754288	
0.272	4.275662E-09	-0.101999	-0.0171401	
0.273	4.281189E-09	-0.1018772	-0.01674159	
0.274	4.286496E-09	-0.1017604	-0.01634744	
0.275	4.291588E-09	-0.1016484	-0.01595773	
0.276	4.296471E-09	-0.1015412	-0.01557254	
0.277	4.301149E-09	-0.1014387	-0.01519194	
0.278	4.305628E-09	-0.1013406	-0.01481602	
0.279	4.309913E-09	-0.101247	-0.01444483	
0.28	4.314009E-09	-0.1011576	-0.01407845	
0.281	4.317922E-09	-0.1010724	-0.01371694	
0.282	4.321655E-09	-0.1009912	-0.01336036	
0.283	4.325215E-09	-0.1009139	-0.01300878	
0.284	4.328606E-09	-0.1008405	-0.01266224	
0.285	4.331833E-09	-0.1007707	-0.01232081	
0.286	4.334902E-09	-0.1007045	-0.01198454	
0.287	4.337816E-09	-0.1006418	-0.01165347	
0.288	4.340581E-09	-0.1005824	-0.01132765	
0.289	4.343202E-09	-0.1005263	-0.01100713	
0.29	4.345683E-09	-0.1004734	-0.01069195	
0.291	4.348029E-09	-0.1004234	-0.01038214	
0.292	4.350245E-09	-0.1003764	-0.01007776	
0.293	4.352335E-09	-0.1003323	-0.009778827	
0.294	4.354303E-09	-0.1002908	-0.009485385	
0.295	4.356154E-09	-0.100252	-0.009197465	
0.296	4.357893E-09	-0.1002156	-0.008915096	
0.297	4.359523E-09	-0.1001817	-0.008638307	
0.298	4.361049E-09	-0.1001501	-0.008367128	
0.299	4.362474E-09	-0.1001208	-0.008101582	
0.3	4.363804E-09	-0.1000936	-0.007841692	
0.301	4.365042E-09	-0.1000684	-0.007587484	
0.302	4.366191E-09	-0.1000452	-0.007338976	
0.303	4.367256E-09	-0.1000239	-0.00709619	
0.304	4.36824E-09	-0.1000043	-0.006859143	
0.305	4.369147E-09	-0.09998646	-0.006627853	
0.306	4.369981E-09	-0.09997022	-0.006402335	
0.307	4.370745E-09	-0.09995552	-0.006182604	
0.308	4.371441E-09	-0.09994227	-0.005968673	
0.309	4.372076E-09	-0.09993041	-0.005760556	
0.31	4.372649E-09	-0.09991986	-0.005558264	
0.311	4.373167E-09	-0.09991055	-0.005361807	
0.312	4.37363E-09	-0.0999024	-0.005171195	
0.313	4.374042E-09	-0.09989535	-0.004986437	
0.314	4.374408E-09	-0.09988933	-0.004807541	
0.315	4.374727E-09	-0.09988427	-0.004634514	
0.316	4.375005E-09	-0.09988012	-0.004467362	
0.317	4.375242E-09	-0.09987681	-0.004306092	
0.318	4.375443E-09	-0.0998743	-0.00415071	
0.319	4.375608E-09	-0.09987251	-0.004001219	
0.32	4.375742E-09	-0.09987139	-0.003857624	
0.321	4.375845E-09	-0.09987091	-0.003719928	
0.322	4.37592E-09	-0.09987099	-0.003588134	
0.323	4.375969E-09	-0.0998716	-0.003462245	
0.324	4.375995E-09	-0.09987269	-0.003342264	
0.325	4.375999E-09	-0.09987421	-0.003228192	
0.326	4.375982E-09	-0.09987613	-0.003120032	
0.327	4.375948E-09	-0.09987841	-0.003017783	
0.328	4.375896E-09	-0.099881	-0.002921448	
0.329	4.375829E-09	-0.09988388	-0.002831026	
0.33	4.375749E-09	-0.09988701	-0.002746519	
0.331	4.375655E-09	-0.09989036	-0.002667926	
0.332	4.375551E-09	-0.09989389	-0.002595248	
0.333	4.375436E-09	-0.09989759	-0.002528485	
0.334	4.375313E-09	-0.09990143	-0.002467636	
0.335	4.375182E-09	-0.09990539	-0.002412701	
0.336	4.375044E-09	-0.09990944	-0.002363679	
0.337	4.3749E-09	-0.09991356	-0.002320571	
0.338	4.37475E-09	-0.09991775	-0.002283375	
0.339	4.374595E-09	-0.09992199	-0.00225209	
0.34	4.374436E-09	-0.09992626	-0.002226716	
0.341	4.374273E-09	-0.09993055	-0.002207252	
0.342	4.374106E-09	-0.09993487	-0.002193697	
0.343	4.373936E-09	-0.09993919	-0.002186049	
0.344	4.373763E-09	-0.09994352	-0.002184309	
0.345	4.373586E-09	-0.09994786	-0.002188475	
0.346	4.373406E-09	-0.09995221	-0.002198545	
0.347	4.373223E-09	-0.09995656	-0.00221452	
0.348	4.373037E-09	-0.09996093	-0.002236397	
0.349	4.372847E-09	-0.09996533	-0.002264175	
0.35	4.372652E-09	-0.09996974	-0.002297854	
0.351	4.372452E-09	-0.09997422	-0.002337431	
0.352	4.372248E-09	-0.09997874	-0.002382906	
0.353	4.372037E-09	-0.09998333	-0.002434278	
0.354	4.37182E-09	-0.09998802	-0.002491544	
0.355	4.371596E-09	-0.09999281	-0.002554703	
0.356	4.371362E-09	-0.09999774	-0.002623753	
0.357	4.371119E-09	-0.1000028	-0.002698693	
0.358	4.370865E-09	-0.1000081	-0.002779521	
0.359	4.3706E-09	-0.1000135	-0.002866234	
0.36	4.370321E-09	-0.1000193	-0.00295883	
0.361	4.370027E-09	-0.1000252	-0.003057308	
0.362	4.369718E-09	-0.1000315	-0.003161663	
0.363	4.369391E-09	-0.1000381	-0.003271893	
0.364	4.369044E-09	-0.1000451	-0.003387995	
0.365	4.368676E-09	-0.1000526	-0.003509965	
0.366	4.368285E-09	-0.1000605	-0.0036378	
0.367	4.367869E-09	-0.1000688	-0.003771496	
0.368	4.367426E-09	-0.1000778	-0.003911046	
0.369	4.366953E-09	-0.1000873	-0.004056448	
0.37	4.36645E-09	-0.1000976	-0.004207695	
0.371	4.365912E-09	-0.1001085	-0.004364781	
0.372	4.365339E-09	-0.1001201	-0.004527701	
0.373	4.364727E-09	-0.1001326	-0.004696445	
0.374	4.364073E-09	-0.100146	-0.004871008	
0.375	4.363376E-09	-0.1001603	-0.005051381	
0.376	4.362632E-09	-0.1001756	-0.005237555	
0.377	4.36184E-09	-0.100192	-0.00542952	
0.378	4.360995E-09	-0.1002095	-0.005627266	
0.379	4.360094E-09	-0.1002283	-0.005830781	
0.38	4.359135E-09	-0.1002482	-0.006040053	
0.381	4.358114E-09	-0.1002696	-0.006255069	
0.382	4.357029E-09	-0.1002923	-0.006475816	
0.383	4.355875E-09	-0.1003166	-0.006702277	
0.384	4.35465E-09	-0.1003424	-0.006934437	
0.385	4.353349E-09	-0.1003699	-0.007172279	
0.386	4.35197E-09	-0.1003992	-0.007415784	
0.387	4.350509E-09	-0.1004302	-0.007664932	
0.388	4.348961E-09	-0.1004632	-0.007919704	
0.389	4.347324E-09	-0.1004981	-0.008180074	
0.39	4.345592E-09	-0.1005352	-0.008446022	
0.391	4.343764E-09	-0.1005744	-0.00871752	
0.392	4.341833E-09	-0.1006159	-0.008994543	
0.393	4.339796E-09	-0.1006597	-0.009277062	
0.394	4.337649E-09	-0.100706	-0.009565048	
0.395	4.335388E-09	-0.1007549	-0.009858469	
0.396	4.333008E-09	-0.1008064	-0.01015729	
0.397	4.330505E-09	-0.1008607	-0.01046148	
0.398	4.327875E-09	-0.1009178	-0.01077099	
0.399	4.325112E-09	-0.1009779	-0.0110858	
0.4	4.322213E-09	-0.101041	-0.01140585	
0.401	4.319173E-09	-0.1011074	-0.01173111	
0.402	4.315987E-09	-0.101177	-0.01206154	
0.403	4.31265E-09	-0.10125	-0.01239707	
0.404	4.309159E-09	-0.1013264	-0.01273766	
0.405	4.305507E-09	-0.1014065	-0.01308327	
0.406	4.30169E-09	-0.1014903	-0.01343384	
0.407	4.297704E-09	-0.101578	-0.0137893	
0.408	4.293542E-09	-0.1016695	-0.0141496	
0.409	4.289201E-09	-0.1017652	-0.01451468	
0.41	4.284675E-09	-0.101865	-0.01488447	
0.411	4.279959E-09	-0.1019691	-0.01525891	
0.412	4.275049E-09	-0.1020776	-0.01563793	
0.413	4.269939E-09	-0.1021906	-0.01602144	
0.414	4.264623E-09	-0.1023083	-0.01640939	
0.415	4.259098E-09	-0.1024307	-0.01680168	
0.416	4.253356E-09	-0.102558	-0.01719823	
0.417	4.247395E-09	-0.1026903	-0.01759897	
0.418	4.241209E-09	-0.1028277	-0.0180038	
0.419	4.234792E-09	-0.1029704	-0.01841264	
0.42	4.228139E-09	-0.1031183	-0.01882538	
0.421	4.221245E-09	-0.1032718	-0.01924193	
0.422	4.214106E-09	-0.1034308	-0.01966219	
0.423	4.206715E-09	-0.1035955	-0.02008606	
0.424	4.199069E-09	-0.103766	-0.02051343	
0.425	4.191161E-09	-0.1039425	-0.02094418	
0.426	4.182988E-09	-0.104125	-0.02137821	
0.427	4.174543E-09	-0.1043137	-0.0218154	
0.428	4.165823E-09	-0.1045086	-0.02225562	
0.429	4.156822E-09	-0.1047099	-0.02269876	
0.43	4.147536E-09	-0.1049178	-0.02314467	
0.431	4.137959E-09	-0.1051322	-0.02359324	
0.432	4.128088E-09	-0.1053533	-0.02404433	
0.433	4.117918E-09	-0.1055812	-0.0244978	
0.434	4.107443E-09	-0.1058161	-0.0249535	
0.435	4.096661E-09	-0.106058	-0.0254113	
0.436	4.085566E-09	-0.106307	-0.02587104	
0.437	4.074154E-09	-0.1065632	-0.02633257	
0.438	4.062421E-09	-0.1068268	-0.02679573	
0.439	4.050363E-09	-0.1070977	-0.02726038	
0.44	4.037977E-09	-0.1073762	-0.02772633	
0.441	4.025258E-09	-0.1076622	-0.02819343	
0.442	4.012203E-09	-0.1079559	-0.02866152	
0.443	3.998808E-09	-0.1082574	-0.0291304	
0.444	3.98507E-09	-0.1085667	-0.02959992	
0.445	3.970986E-09	-0.1088839	-0.03006989	
0.446	3.956553E-09	-0.1092091	-0.03054013	
0.447	3.941767E-09	-0.1095423	-0.03101045	
0.448	3.926627E-09	-0.1098836	-0.03148067	
0.449	3.91113E-09	-0.1102332	-0.0319506	
0.45	3.895273E-09	-0.1105909	-0.03242004	
0.451	3.879053E-09	-0.1109569	-0.03288879	
0.452	3.86247E-09	-0.1113312	-0.03335666	
0.453	3.845521E-09	-0.1117139	-0.03382344	
0.454	3.828205E-09	-0.1121051	-0.03428893	
0.455	3.810519E-09	-0.1125046	-0.03475293	
0.456	3.792465E-09	-0.1129126	-0.03521522	
0.457	3.774039E-09	-0.1133292	-0.0356756	
0.458	3.755241E-09	-0.1137542	-0.03613385	
0.459	3.736072E-09	-0.1141878	-0.03658976	
0.46	3.71653E-09	-0.1146299	-0.03704311	
0.461	3.696615E-09	-0.1150805	-0.03749369	
0.462	3.676329E-09	-0.1155397	-0.03794128	
0.463	3.65567E-09	-0.1160074	-0.03838566	
0.464	3.634641E-09	-0.1164836	-0.0388266	
0.465	3.613242E-09	-0.1169683	-0.03926389	
0.466	3.591474E-09	-0.1174615	-0.03969731	
0.467	3.569338E-09	-0.1179631	-0.04012663	
0.468	3.546837E-09	-0.1184731	-0.04055162	
0.469	3.523972E-09	-0.1189914	-0.04097207	
0.47	3.500746E-09	-0.1195181	-0.04138776	
0.471	3.477162E-09	-0.120053	-0.04179845	
0.472	3.453221E-09	-0.1205961	-0.04220394	
0.473	3.428928E-09	-0.1211473	-0.042604	
0.474	3.404286E-09	-0.1217066	-0.0429984	
0.475	3.379298E-09	-0.1222738	-0.04338694	
0.476	3.353968E-09	-0.1228488	-0.04376939	
0.477	3.328301E-09	-0.1234317	-0.04414553	
0.478	3.302301E-09	-0.1240222	-0.04451516	
0.479	3.275972E-09	-0.1246203	-0.04487805	
0.48	3.249321E-09	-0.1252259	-0.04523401	
0.481	3.222351E-09	-0.1258387	-0.04558283	
0.482	3.19507E-09	-0.1264588	-0.04592429	
0.483	3.167482E-09	-0.127086	-0.04625819	
0.484	3.139595E-09	-0.1277201	-0.04658435	
0.485	3.111413E-09	-0.128361	-0.04690256	
0.486	3.082944E-09	-0.1290086	-0.04721263	
0.487	3.054196E-09	-0.1296626	-0.04751438	
0.488	3.025174E-09	-0.1303229	-0.04780762	
0.489	2.995887E-09	-0.1309894	-0.04809216	
0.49	2.966342E-09	-0.1316619	-0.04836784	
0.491	2.936547E-09	-0.1323402	-0.0486345	
0.492	2.90651E-09	-0.1330242	-0.04889194	
0.493	2.876239E-09	-0.1337135	-0.04914003	
0.494	2.845745E-09	-0.1344081	-0.04937861	
0.495	2.815033E-09	-0.1351077	-0.04960752	
0.496	2.784115E-09	-0.1358122	-0.04982661	
0.497	2.752999E-09	-0.1365213	-0.05003576	
0.498	2.721695E-09	-0.1372347	-0.05023484	
0.499	2.690212E-09	-0.1379524	-0.0504237	
0.5	2.658559E-09	-0.1386741	-0.05060224	
0.501	2.626748E-09	-0.1393995	-0.05077034	
0.502	2.594787E-09	-0.1401284	-0.05092789	
0.503	2.562688E-09	-0.1408606	-0.05107479	
0.504	2.53046E-09	-0.1415958	-0.05121095	
0.505	2.498114E-09	-0.1423339	-0.05133629	
0.506	2.465661E-09	-0.1430745	-0.05145072	
0.507	2.433111E-09	-0.1438174	-0.05155417	
0.508	2.400474E-09	-0.1445625	-0.05164658	
0.509	2.367764E-09	-0.1453093	-0.05172789	
0.5100001	2.334988E-09	-0.1460578	-0.05179804	
0.511	2.30216E-09	-0.1468075	-0.051857	
0.512	2.26929E-09	-0.1475584	-0.05190474	
0.513	2.236389E-09	-0.1483101	-0.05194122	
0.514	2.203468E-09	-0.1490623	-0.05196642	
0.515	2.170539E-09	-0.1498148	-0.05198033	
0.516	2.137612E-09	-0.1505675	-0.05198295	
